   经度     纬度     角度    风速
    119.00    -20.00    128.38     41.39
    120.00    -20.00    130.00     32.94
    121.00    -20.00    129.56     36.78
    122.00    -20.00    148.97     36.84
    123.00    -20.00    143.73      5.77
    124.00    -20.00    330.81     76.74
    125.00    -20.00    299.57     82.75
    126.00    -20.00    121.41    150.62
     46.00    -19.00      0.00      0.00
     47.00    -19.00    160.83     23.52
     48.00    -19.00    188.04     33.40
     49.00    -19.00    113.99     26.93
     50.00    -19.00      0.00      0.00
     51.00    -19.00      0.00      0.00
     52.00    -19.00      0.00      0.00
     53.00    -19.00    162.71     62.20
     54.00    -19.00      0.00      0.00
     55.00    -19.00      0.00      0.00
     56.00    -19.00      0.00      0.00
     57.00    -19.00      0.00      0.00
     58.00    -19.00      0.00      0.00
     59.00    -19.00      0.00      0.00
     60.00    -19.00      0.00      0.00
     61.00    -19.00      0.00      0.00
     62.00    -19.00      0.00      0.00
     63.00    -19.00      0.00      0.00
     64.00    -19.00      0.00      0.00
     65.00    -19.00      0.00      0.00
     66.00    -19.00      0.00      0.00
     67.00    -19.00      0.00      0.00
     68.00    -19.00      0.00      0.00
     69.00    -19.00      0.00      0.00
     70.00    -19.00      0.00      0.00
     71.00    -19.00      0.00      0.00
     72.00    -19.00      0.00      0.00
     73.00    -19.00      0.00      0.00
     74.00    -19.00      0.00      0.00
     75.00    -19.00      0.00      0.00
     76.00    -19.00      0.00      0.00
     77.00    -19.00      0.00      0.00
     78.00    -19.00      0.00      0.00
     79.00    -19.00      0.00      0.00
     80.00    -19.00      0.00      0.00
     81.00    -19.00      0.00      0.00
     82.00    -19.00      0.00      0.00
     83.00    -19.00      0.00      0.00
     84.00    -19.00      0.00      0.00
     85.00    -19.00      0.00      0.00
     86.00    -19.00      0.00      0.00
     87.00    -19.00      0.00      0.00
     88.00    -19.00      0.00      0.00
     89.00    -19.00      0.00      0.00
     90.00    -19.00      0.00      0.00
     91.00    -19.00      0.00      0.00
     92.00    -19.00      0.00      0.00
     93.00    -19.00      0.00      0.00
     94.00    -19.00      0.00      0.00
     95.00    -19.00      0.00      0.00
     96.00    -19.00      0.00      0.00
     97.00    -19.00      0.00      0.00
     98.00    -19.00      0.00      0.00
     99.00    -19.00      0.00      0.00
    100.00    -19.00      0.00      0.00
    101.00    -19.00      0.00      0.00
    102.00    -19.00      0.00      0.00
    103.00    -19.00      0.00      0.00
    104.00    -19.00      0.00      0.00
    105.00    -19.00      0.00      0.00
    106.00    -19.00      0.00      0.00
    107.00    -19.00      0.00      0.00
    108.00    -19.00      0.00      0.00
    109.00    -19.00      0.00      0.00
    110.00    -19.00      0.00      0.00
    111.00    -19.00      0.00      0.00
    112.00    -19.00      0.00      0.00
    113.00    -19.00      0.00      0.00
    114.00    -19.00      0.00      0.00
    115.00    -19.00      0.00      0.00
    116.00    -19.00      0.00      0.00
    117.00    -19.00      0.00      0.00
    118.00    -19.00    147.11     18.74
    119.00    -19.00    139.04    109.69
    120.00    -19.00    138.21     13.65
    121.00    -19.00     36.06     57.11
    122.00    -19.00    295.05     83.08
    123.00    -19.00     65.87     48.74
    124.00    -19.00    136.65     34.81
    125.00    -19.00    115.52     51.43
    126.00    -19.00    117.43     30.69
     46.00    -18.00      0.00      0.00
     47.00    -18.00    224.70     31.46
     48.00    -18.00    144.87     15.73
     49.00    -18.00    265.72     47.01
     50.00    -18.00      0.00      0.00
     51.00    -18.00      0.00      0.00
     52.00    -18.00      0.00      0.00
     53.00    -18.00      0.00      0.00
     54.00    -18.00      0.00      0.00
     55.00    -18.00      0.00      0.00
     56.00    -18.00      0.00      0.00
     57.00    -18.00      0.00      0.00
     58.00    -18.00      0.00      0.00
     59.00    -18.00      0.00      0.00
     60.00    -18.00      0.00      0.00
     61.00    -18.00      0.00      0.00
     62.00    -18.00      0.00      0.00
     63.00    -18.00      0.00      0.00
     64.00    -18.00      0.00      0.00
     65.00    -18.00      0.00      0.00
     66.00    -18.00      0.00      0.00
     67.00    -18.00      0.00      0.00
     68.00    -18.00      0.00      0.00
     69.00    -18.00      0.00      0.00
     70.00    -18.00      0.00      0.00
     71.00    -18.00      0.00      0.00
     72.00    -18.00      0.00      0.00
     73.00    -18.00      0.00      0.00
     74.00    -18.00      0.00      0.00
     75.00    -18.00      0.00      0.00
     76.00    -18.00      0.00      0.00
     77.00    -18.00      0.00      0.00
     78.00    -18.00      0.00      0.00
     79.00    -18.00      0.00      0.00
     80.00    -18.00      0.00      0.00
     81.00    -18.00      0.00      0.00
     82.00    -18.00      0.00      0.00
     83.00    -18.00      0.00      0.00
     84.00    -18.00      0.00      0.00
     85.00    -18.00      0.00      0.00
     86.00    -18.00      0.00      0.00
     87.00    -18.00      0.00      0.00
     88.00    -18.00      0.00      0.00
     89.00    -18.00      0.00      0.00
     90.00    -18.00      0.00      0.00
     91.00    -18.00      0.00      0.00
     92.00    -18.00      0.00      0.00
     93.00    -18.00      0.00      0.00
     94.00    -18.00      0.00      0.00
     95.00    -18.00      0.00      0.00
     96.00    -18.00      0.00      0.00
     97.00    -18.00      0.00      0.00
     98.00    -18.00      0.00      0.00
     99.00    -18.00      0.00      0.00
    100.00    -18.00      0.00      0.00
    101.00    -18.00      0.00      0.00
    102.00    -18.00      0.00      0.00
    103.00    -18.00      0.00      0.00
    104.00    -18.00      0.00      0.00
    105.00    -18.00      0.00      0.00
    106.00    -18.00      0.00      0.00
    107.00    -18.00      0.00      0.00
    108.00    -18.00      0.00      0.00
    109.00    -18.00      0.00      0.00
    110.00    -18.00      0.00      0.00
    111.00    -18.00      0.00      0.00
    112.00    -18.00      0.00      0.00
    113.00    -18.00      0.00      0.00
    114.00    -18.00      0.00      0.00
    115.00    -18.00      0.00      0.00
    116.00    -18.00      0.00      0.00
    117.00    -18.00    160.28     34.34
    118.00    -18.00    139.41     20.55
    119.00    -18.00     79.84     51.74
    120.00    -18.00    130.32     15.33
    121.00    -18.00     28.86     63.36
    122.00    -18.00    151.95     22.58
    123.00    -18.00    156.42     34.24
    124.00    -18.00    146.17     17.55
    125.00    -18.00    116.38    148.55
    126.00    -18.00    140.58     49.72
     46.00    -17.00      0.00      0.00
     47.00    -17.00      0.00      0.00
     48.00    -17.00    130.21     28.47
     49.00    -17.00    206.80     19.52
     50.00    -17.00     45.43     22.89
     51.00    -17.00    195.67     23.68
     52.00    -17.00      0.00      0.00
     53.00    -17.00      0.00      0.00
     54.00    -17.00      0.00      0.00
     55.00    -17.00      0.00      0.00
     56.00    -17.00      0.00      0.00
     57.00    -17.00      0.00      0.00
     58.00    -17.00      0.00      0.00
     59.00    -17.00      0.00      0.00
     60.00    -17.00      0.00      0.00
     61.00    -17.00      0.00      0.00
     62.00    -17.00      0.00      0.00
     63.00    -17.00      0.00      0.00
     64.00    -17.00      0.00      0.00
     65.00    -17.00      0.00      0.00
     66.00    -17.00    163.04     22.06
     67.00    -17.00      0.00      0.00
     68.00    -17.00      0.00      0.00
     69.00    -17.00      0.00      0.00
     70.00    -17.00      0.00      0.00
     71.00    -17.00      0.00      0.00
     72.00    -17.00      0.00      0.00
     73.00    -17.00      0.00      0.00
     74.00    -17.00      0.00      0.00
     75.00    -17.00      0.00      0.00
     76.00    -17.00      0.00      0.00
     77.00    -17.00      0.00      0.00
     78.00    -17.00      0.00      0.00
     79.00    -17.00      0.00      0.00
     80.00    -17.00      0.00      0.00
     81.00    -17.00      0.00      0.00
     82.00    -17.00      0.00      0.00
     83.00    -17.00      0.00      0.00
     84.00    -17.00      0.00      0.00
     85.00    -17.00      0.00      0.00
     86.00    -17.00      0.00      0.00
     87.00    -17.00      0.00      0.00
     88.00    -17.00      0.00      0.00
     89.00    -17.00      0.00      0.00
     90.00    -17.00      0.00      0.00
     91.00    -17.00      0.00      0.00
     92.00    -17.00      0.00      0.00
     93.00    -17.00      0.00      0.00
     94.00    -17.00      0.00      0.00
     95.00    -17.00      0.00      0.00
     96.00    -17.00      0.00      0.00
     97.00    -17.00      0.00      0.00
     98.00    -17.00      0.00      0.00
     99.00    -17.00      0.00      0.00
    100.00    -17.00      0.00      0.00
    101.00    -17.00      0.00      0.00
    102.00    -17.00      0.00      0.00
    103.00    -17.00      0.00      0.00
    104.00    -17.00      0.00      0.00
    105.00    -17.00      0.00      0.00
    106.00    -17.00      0.00      0.00
    107.00    -17.00      0.00      0.00
    108.00    -17.00      0.00      0.00
    109.00    -17.00      0.00      0.00
    110.00    -17.00      0.00      0.00
    111.00    -17.00      0.00      0.00
    112.00    -17.00      0.00      0.00
    113.00    -17.00      0.00      0.00
    114.00    -17.00      0.00      0.00
    115.00    -17.00      0.00      0.00
    116.00    -17.00      0.00      0.00
    117.00    -17.00    149.61     27.17
    118.00    -17.00    132.40    104.38
    119.00    -17.00    160.19     15.20
    120.00    -17.00    175.92     34.50
    121.00    -17.00    134.25     53.65
    122.00    -17.00    135.56     46.12
    123.00    -17.00    138.65     33.59
    124.00    -17.00    117.97     31.99
    125.00    -17.00    180.20     50.10
    126.00    -17.00    263.65     84.05
     46.00    -16.00      0.00      0.00
     47.00    -16.00      0.00      0.00
     48.00    -16.00      0.00      0.00
     49.00    -16.00     66.13     10.67
     50.00    -16.00     34.52     86.06
     51.00    -16.00    358.68     62.19
     52.00    -16.00      0.00      0.00
     53.00    -16.00      0.00      0.00
     54.00    -16.00      0.00      0.00
     55.00    -16.00      0.00      0.00
     56.00    -16.00      0.00      0.00
     57.00    -16.00      0.00      0.00
     58.00    -16.00      0.00      0.00
     59.00    -16.00      0.00      0.00
     60.00    -16.00      0.00      0.00
     61.00    -16.00      0.00      0.00
     62.00    -16.00      0.00      0.00
     63.00    -16.00      0.00      0.00
     64.00    -16.00      0.00      0.00
     65.00    -16.00    174.25     20.91
     66.00    -16.00    113.77     40.05
     67.00    -16.00     80.04     70.45
     68.00    -16.00      0.00      0.00
     69.00    -16.00      0.00      0.00
     70.00    -16.00      0.00      0.00
     71.00    -16.00      0.00      0.00
     72.00    -16.00      0.00      0.00
     73.00    -16.00      0.00      0.00
     74.00    -16.00      0.00      0.00
     75.00    -16.00      0.00      0.00
     76.00    -16.00      0.00      0.00
     77.00    -16.00      0.00      0.00
     78.00    -16.00      0.00      0.00
     79.00    -16.00      0.00      0.00
     80.00    -16.00      0.00      0.00
     81.00    -16.00      0.00      0.00
     82.00    -16.00      0.00      0.00
     83.00    -16.00      0.00      0.00
     84.00    -16.00      0.00      0.00
     85.00    -16.00      0.00      0.00
     86.00    -16.00      0.00      0.00
     87.00    -16.00      0.00      0.00
     88.00    -16.00      0.00      0.00
     89.00    -16.00      0.00      0.00
     90.00    -16.00      0.00      0.00
     91.00    -16.00      0.00      0.00
     92.00    -16.00      0.00      0.00
     93.00    -16.00      0.00      0.00
     94.00    -16.00      0.00      0.00
     95.00    -16.00      0.00      0.00
     96.00    -16.00      0.00      0.00
     97.00    -16.00      0.00      0.00
     98.00    -16.00      0.00      0.00
     99.00    -16.00      0.00      0.00
    100.00    -16.00      0.00      0.00
    101.00    -16.00      0.00      0.00
    102.00    -16.00      0.00      0.00
    103.00    -16.00      0.00      0.00
    104.00    -16.00      0.00      0.00
    105.00    -16.00      0.00      0.00
    106.00    -16.00      0.00      0.00
    107.00    -16.00      0.00      0.00
    108.00    -16.00      0.00      0.00
    109.00    -16.00      0.00      0.00
    110.00    -16.00      0.00      0.00
    111.00    -16.00      0.00      0.00
    112.00    -16.00      0.00      0.00
    113.00    -16.00      0.00      0.00
    114.00    -16.00      0.00      0.00
    115.00    -16.00      0.00      0.00
    116.00    -16.00      0.00      0.00
    117.00    -16.00    114.32     85.85
    118.00    -16.00    157.79     84.59
    119.00    -16.00    155.53     13.19
    120.00    -16.00    322.14     53.18
    121.00    -16.00    159.41     82.65
    122.00    -16.00    107.35     40.15
    123.00    -16.00    115.14     23.89
    124.00    -16.00    291.68     99.80
    125.00    -16.00     88.44     37.28
    126.00    -16.00    101.04     16.86
     46.00    -15.00      0.00      0.00
     47.00    -15.00      0.00      0.00
     48.00    -15.00      0.00      0.00
     49.00    -15.00    211.27     25.24
     50.00    -15.00    173.72     77.66
     51.00    -15.00      0.00      0.00
     52.00    -15.00      0.00      0.00
     53.00    -15.00      0.00      0.00
     54.00    -15.00      0.00      0.00
     55.00    -15.00      0.00      0.00
     56.00    -15.00      0.00      0.00
     57.00    -15.00      0.00      0.00
     58.00    -15.00      0.00      0.00
     59.00    -15.00      0.00      0.00
     60.00    -15.00      0.00      0.00
     61.00    -15.00      0.00      0.00
     62.00    -15.00      0.00      0.00
     63.00    -15.00      0.00      0.00
     64.00    -15.00    219.91     11.87
     65.00    -15.00      0.00      0.00
     66.00    -15.00      0.00      0.00
     67.00    -15.00      0.00      0.00
     68.00    -15.00    205.15     18.75
     69.00    -15.00    123.44     17.80
     70.00    -15.00      0.00      0.00
     71.00    -15.00      0.00      0.00
     72.00    -15.00      0.00      0.00
     73.00    -15.00      0.00      0.00
     74.00    -15.00      0.00      0.00
     75.00    -15.00      0.00      0.00
     76.00    -15.00      0.00      0.00
     77.00    -15.00      0.00      0.00
     78.00    -15.00      0.00      0.00
     79.00    -15.00      0.00      0.00
     80.00    -15.00      0.00      0.00
     81.00    -15.00      0.00      0.00
     82.00    -15.00      0.00      0.00
     83.00    -15.00      0.00      0.00
     84.00    -15.00      0.00      0.00
     85.00    -15.00      0.00      0.00
     86.00    -15.00      0.00      0.00
     87.00    -15.00      0.00      0.00
     88.00    -15.00      0.00      0.00
     89.00    -15.00      0.00      0.00
     90.00    -15.00      0.00      0.00
     91.00    -15.00      0.00      0.00
     92.00    -15.00      0.00      0.00
     93.00    -15.00      0.00      0.00
     94.00    -15.00      0.00      0.00
     95.00    -15.00      0.00      0.00
     96.00    -15.00      0.00      0.00
     97.00    -15.00      0.00      0.00
     98.00    -15.00      0.00      0.00
     99.00    -15.00      0.00      0.00
    100.00    -15.00      0.00      0.00
    101.00    -15.00      0.00      0.00
    102.00    -15.00      0.00      0.00
    103.00    -15.00      0.00      0.00
    104.00    -15.00      0.00      0.00
    105.00    -15.00      0.00      0.00
    106.00    -15.00      0.00      0.00
    107.00    -15.00      0.00      0.00
    108.00    -15.00      0.00      0.00
    109.00    -15.00      0.00      0.00
    110.00    -15.00      0.00      0.00
    111.00    -15.00      0.00      0.00
    112.00    -15.00      0.00      0.00
    113.00    -15.00      0.00      0.00
    114.00    -15.00      0.00      0.00
    115.00    -15.00      0.00      0.00
    116.00    -15.00      0.00      0.00
    117.00    -15.00     36.70     79.42
    118.00    -15.00    211.58     83.38
    119.00    -15.00    156.02     37.93
    120.00    -15.00    124.18     15.88
    121.00    -15.00    261.39     58.43
    122.00    -15.00    111.74     43.08
    123.00    -15.00    121.83     32.73
    124.00    -15.00    110.45     28.02
    125.00    -15.00     98.48     39.58
    126.00    -15.00    150.32     43.30
     46.00    -14.00      0.00      0.00
     47.00    -14.00      0.00      0.00
     48.00    -14.00      0.00      0.00
     49.00    -14.00    154.42      4.59
     50.00    -14.00      0.00      0.00
     51.00    -14.00      0.00      0.00
     52.00    -14.00      0.00      0.00
     53.00    -14.00      0.00      0.00
     54.00    -14.00      0.00      0.00
     55.00    -14.00      0.00      0.00
     56.00    -14.00      0.00      0.00
     57.00    -14.00      0.00      0.00
     58.00    -14.00      0.00      0.00
     59.00    -14.00      0.00      0.00
     60.00    -14.00      0.00      0.00
     61.00    -14.00      0.00      0.00
     62.00    -14.00      0.00      0.00
     63.00    -14.00    185.78     27.46
     64.00    -14.00    214.20     24.81
     65.00    -14.00    216.24     16.74
     66.00    -14.00      0.00      0.00
     67.00    -14.00     34.50     79.51
     68.00    -14.00      0.00      0.00
     69.00    -14.00      0.00      0.00
     70.00    -14.00      0.00      0.00
     71.00    -14.00      0.00      0.00
     72.00    -14.00      0.00      0.00
     73.00    -14.00      0.00      0.00
     74.00    -14.00      0.00      0.00
     75.00    -14.00      0.00      0.00
     76.00    -14.00      0.00      0.00
     77.00    -14.00    127.36      7.72
     78.00    -14.00     54.21     72.94
     79.00    -14.00      0.00      0.00
     80.00    -14.00      0.00      0.00
     81.00    -14.00      0.00      0.00
     82.00    -14.00      0.00      0.00
     83.00    -14.00      0.00      0.00
     84.00    -14.00      0.00      0.00
     85.00    -14.00      0.00      0.00
     86.00    -14.00      0.00      0.00
     87.00    -14.00      0.00      0.00
     88.00    -14.00      0.00      0.00
     89.00    -14.00      0.00      0.00
     90.00    -14.00      0.00      0.00
     91.00    -14.00      0.00      0.00
     92.00    -14.00      0.00      0.00
     93.00    -14.00      0.00      0.00
     94.00    -14.00      0.00      0.00
     95.00    -14.00      0.00      0.00
     96.00    -14.00      0.00      0.00
     97.00    -14.00      0.00      0.00
     98.00    -14.00      0.00      0.00
     99.00    -14.00      0.00      0.00
    100.00    -14.00      0.00      0.00
    101.00    -14.00      2.32      7.16
    102.00    -14.00      0.00      0.00
    103.00    -14.00      0.00      0.00
    104.00    -14.00      0.00      0.00
    105.00    -14.00      0.00      0.00
    106.00    -14.00      0.00      0.00
    107.00    -14.00      0.00      0.00
    108.00    -14.00      0.00      0.00
    109.00    -14.00      0.00      0.00
    110.00    -14.00      0.00      0.00
    111.00    -14.00      0.00      0.00
    112.00    -14.00      0.00      0.00
    113.00    -14.00      0.00      0.00
    114.00    -14.00      0.00      0.00
    115.00    -14.00      0.00      0.00
    116.00    -14.00      0.00      0.00
    117.00    -14.00    254.01     60.85
    118.00    -14.00    187.37     16.41
    119.00    -14.00    101.59     15.44
    120.00    -14.00     17.35      5.03
    121.00    -14.00    259.43     27.21
    122.00    -14.00    222.06     65.04
    123.00    -14.00     86.24     36.69
    124.00    -14.00     18.34     55.38
    125.00    -14.00    106.53     34.25
    126.00    -14.00    128.13     12.47
     46.00    -13.00      0.00      0.00
     47.00    -13.00      0.00      0.00
     48.00    -13.00    226.03     28.65
     49.00    -13.00    137.15     19.80
     50.00    -13.00      0.00      0.00
     51.00    -13.00      0.00      0.00
     52.00    -13.00      0.00      0.00
     53.00    -13.00      0.00      0.00
     54.00    -13.00      0.00      0.00
     55.00    -13.00      0.00      0.00
     56.00    -13.00      0.00      0.00
     57.00    -13.00      0.00      0.00
     58.00    -13.00      0.00      0.00
     59.00    -13.00      0.00      0.00
     60.00    -13.00      0.00      0.00
     61.00    -13.00      0.00      0.00
     62.00    -13.00      0.00      0.00
     63.00    -13.00    238.08     18.04
     64.00    -13.00      0.00      0.00
     65.00    -13.00    127.78     63.75
     66.00    -13.00    136.41     12.84
     67.00    -13.00    230.70     23.20
     68.00    -13.00    135.75     51.18
     69.00    -13.00      0.00      0.00
     70.00    -13.00      0.00      0.00
     71.00    -13.00      0.00      0.00
     72.00    -13.00     77.78     61.60
     73.00    -13.00    325.81     15.80
     74.00    -13.00    183.50      9.62
     75.00    -13.00     86.99     55.49
     76.00    -13.00      0.00      0.00
     77.00    -13.00    284.24      2.26
     78.00    -13.00    154.22     24.73
     79.00    -13.00      0.00      0.00
     80.00    -13.00      0.00      0.00
     81.00    -13.00      0.00      0.00
     82.00    -13.00      0.00      0.00
     83.00    -13.00      0.00      0.00
     84.00    -13.00      0.00      0.00
     85.00    -13.00      0.00      0.00
     86.00    -13.00      0.00      0.00
     87.00    -13.00      0.00      0.00
     88.00    -13.00      0.00      0.00
     89.00    -13.00      0.00      0.00
     90.00    -13.00      0.00      0.00
     91.00    -13.00      0.00      0.00
     92.00    -13.00    309.46     71.48
     93.00    -13.00      0.00      0.00
     94.00    -13.00      0.00      0.00
     95.00    -13.00      0.00      0.00
     96.00    -13.00      0.00      0.00
     97.00    -13.00      0.00      0.00
     98.00    -13.00      0.00      0.00
     99.00    -13.00      0.00      0.00
    100.00    -13.00      0.00      0.00
    101.00    -13.00      0.00      0.00
    102.00    -13.00     97.52     22.28
    103.00    -13.00      0.00      0.00
    104.00    -13.00      0.00      0.00
    105.00    -13.00      0.00      0.00
    106.00    -13.00      0.00      0.00
    107.00    -13.00      0.00      0.00
    108.00    -13.00      0.00      0.00
    109.00    -13.00      0.00      0.00
    110.00    -13.00      0.00      0.00
    111.00    -13.00      0.00      0.00
    112.00    -13.00      0.00      0.00
    113.00    -13.00      0.00      0.00
    114.00    -13.00      0.00      0.00
    115.00    -13.00      0.00      0.00
    116.00    -13.00      0.00      0.00
    117.00    -13.00      0.00      0.00
    118.00    -13.00    158.83     10.28
    119.00    -13.00     77.84     43.00
    120.00    -13.00    254.65     74.29
    121.00    -13.00     86.40     50.44
    122.00    -13.00     56.58     10.54
    123.00    -13.00    305.26     93.31
    124.00    -13.00     91.32     52.10
    125.00    -13.00     38.37     35.90
    126.00    -13.00    171.47     76.50
     46.00    -12.00      0.00      0.00
     47.00    -12.00      0.00      0.00
     48.00    -12.00      0.00      0.00
     49.00    -12.00      0.00      0.00
     50.00    -12.00      0.00      0.00
     51.00    -12.00      0.00      0.00
     52.00    -12.00      0.00      0.00
     53.00    -12.00      0.00      0.00
     54.00    -12.00      0.00      0.00
     55.00    -12.00      0.00      0.00
     56.00    -12.00      0.00      0.00
     57.00    -12.00      0.00      0.00
     58.00    -12.00      0.00      0.00
     59.00    -12.00      0.00      0.00
     60.00    -12.00      0.00      0.00
     61.00    -12.00      0.00      0.00
     62.00    -12.00      0.00      0.00
     63.00    -12.00    220.58     12.65
     64.00    -12.00      0.00      0.00
     65.00    -12.00    305.57     85.04
     66.00    -12.00    202.34     20.20
     67.00    -12.00    162.67     27.68
     68.00    -12.00    158.73     18.18
     69.00    -12.00     36.74     81.52
     70.00    -12.00     94.80     42.95
     71.00    -12.00    213.20     60.11
     72.00    -12.00    167.28     68.30
     73.00    -12.00    139.58     29.36
     74.00    -12.00    296.73     40.54
     75.00    -12.00     52.85     79.80
     76.00    -12.00      0.00      0.00
     77.00    -12.00      0.00      0.00
     78.00    -12.00      0.00      0.00
     79.00    -12.00    112.80     13.98
     80.00    -12.00     16.63     45.77
     81.00    -12.00    186.21      7.89
     82.00    -12.00      0.00      0.00
     83.00    -12.00      0.00      0.00
     84.00    -12.00      0.00      0.00
     85.00    -12.00      0.00      0.00
     86.00    -12.00      0.00      0.00
     87.00    -12.00    178.57     21.68
     88.00    -12.00    141.27     20.45
     89.00    -12.00      0.00      0.00
     90.00    -12.00    122.74     24.62
     91.00    -12.00     39.42     16.22
     92.00    -12.00    131.49     16.27
     93.00    -12.00      0.00      0.00
     94.00    -12.00      0.00      0.00
     95.00    -12.00      0.00      0.00
     96.00    -12.00      0.00      0.00
     97.00    -12.00      0.00      0.00
     98.00    -12.00      0.00      0.00
     99.00    -12.00      0.00      0.00
    100.00    -12.00      0.00      0.00
    101.00    -12.00      0.00      0.00
    102.00    -12.00      0.00      0.00
    103.00    -12.00      0.00      0.00
    104.00    -12.00      0.00      0.00
    105.00    -12.00      0.00      0.00
    106.00    -12.00      0.00      0.00
    107.00    -12.00      0.00      0.00
    108.00    -12.00      0.00      0.00
    109.00    -12.00      0.00      0.00
    110.00    -12.00      0.00      0.00
    111.00    -12.00      0.00      0.00
    112.00    -12.00      0.00      0.00
    113.00    -12.00      0.00      0.00
    114.00    -12.00      0.00      0.00
    115.00    -12.00      0.00      0.00
    116.00    -12.00      0.00      0.00
    117.00    -12.00      0.00      0.00
    118.00    -12.00    133.90      4.66
    119.00    -12.00    155.80     14.65
    120.00    -12.00    105.52     22.61
    121.00    -12.00    101.54     21.68
    122.00    -12.00    163.59     58.61
    123.00    -12.00    149.79     70.73
    124.00    -12.00    141.10     14.15
    125.00    -12.00      0.00      0.00
    126.00    -12.00    127.46     12.93
     46.00    -11.00      0.00      0.00
     47.00    -11.00      0.00      0.00
     48.00    -11.00      0.00      0.00
     49.00    -11.00      0.00      0.00
     50.00    -11.00      0.00      0.00
     51.00    -11.00    225.79     89.73
     52.00    -11.00      0.00      0.00
     53.00    -11.00      0.00      0.00
     54.00    -11.00      0.00      0.00
     55.00    -11.00      0.00      0.00
     56.00    -11.00      0.00      0.00
     57.00    -11.00      0.00      0.00
     58.00    -11.00      0.00      0.00
     59.00    -11.00      0.00      0.00
     60.00    -11.00      0.00      0.00
     61.00    -11.00      0.00      0.00
     62.00    -11.00      0.00      0.00
     63.00    -11.00      0.00      0.00
     64.00    -11.00    307.07     79.43
     65.00    -11.00    244.92     27.54
     66.00    -11.00    191.32     31.59
     67.00    -11.00     84.89     22.16
     68.00    -11.00    104.33     13.08
     69.00    -11.00    139.95     22.26
     70.00    -11.00      0.00      0.00
     71.00    -11.00      0.00      0.00
     72.00    -11.00    132.86     22.46
     73.00    -11.00      0.00      0.00
     74.00    -11.00      0.00      0.00
     75.00    -11.00      0.00      0.00
     76.00    -11.00      0.00      0.00
     77.00    -11.00      0.00      0.00
     78.00    -11.00    147.11      8.42
     79.00    -11.00    207.67     30.49
     80.00    -11.00    172.88     15.27
     81.00    -11.00      0.00      0.00
     82.00    -11.00      0.00      0.00
     83.00    -11.00      0.00      0.00
     84.00    -11.00    310.35     57.11
     85.00    -11.00    174.80     17.35
     86.00    -11.00      0.00      0.00
     87.00    -11.00    130.86     26.39
     88.00    -11.00     55.15     14.92
     89.00    -11.00    100.31     33.29
     90.00    -11.00    152.34     62.08
     91.00    -11.00      0.00      0.00
     92.00    -11.00      0.00      0.00
     93.00    -11.00      0.00      0.00
     94.00    -11.00      0.00      0.00
     95.00    -11.00      0.00      0.00
     96.00    -11.00      0.00      0.00
     97.00    -11.00      0.00      0.00
     98.00    -11.00      0.00      0.00
     99.00    -11.00      0.00      0.00
    100.00    -11.00      0.00      0.00
    101.00    -11.00      0.00      0.00
    102.00    -11.00      0.00      0.00
    103.00    -11.00      0.00      0.00
    104.00    -11.00      0.00      0.00
    105.00    -11.00      0.00      0.00
    106.00    -11.00      0.00      0.00
    107.00    -11.00      0.00      0.00
    108.00    -11.00      0.00      0.00
    109.00    -11.00      0.00      0.00
    110.00    -11.00      0.00      0.00
    111.00    -11.00      0.00      0.00
    112.00    -11.00      0.00      0.00
    113.00    -11.00      0.00      0.00
    114.00    -11.00      0.00      0.00
    115.00    -11.00      0.00      0.00
    116.00    -11.00      0.00      0.00
    117.00    -11.00    144.39      9.88
    118.00    -11.00    293.95     81.72
    119.00    -11.00      7.88     57.86
    120.00    -11.00    180.98     64.45
    121.00    -11.00      0.00      0.00
    122.00    -11.00      0.00      0.00
    123.00    -11.00    133.39     26.49
    124.00    -11.00     57.87      3.15
    125.00    -11.00    144.18      6.84
    126.00    -11.00    101.35      4.51
     46.00    -10.00      0.00      0.00
     47.00    -10.00      0.00      0.00
     48.00    -10.00      0.00      0.00
     49.00    -10.00      0.00      0.00
     50.00    -10.00      0.00      0.00
     51.00    -10.00      0.00      0.00
     52.00    -10.00      0.00      0.00
     53.00    -10.00      0.00      0.00
     54.00    -10.00      0.00      0.00
     55.00    -10.00      0.00      0.00
     56.00    -10.00      0.00      0.00
     57.00    -10.00      0.00      0.00
     58.00    -10.00      0.00      0.00
     59.00    -10.00      0.00      0.00
     60.00    -10.00      0.00      0.00
     61.00    -10.00      0.00      0.00
     62.00    -10.00      0.00      0.00
     63.00    -10.00      0.00      0.00
     64.00    -10.00    229.53     20.44
     65.00    -10.00    238.00     74.09
     66.00    -10.00     34.21     76.84
     67.00    -10.00     34.77     81.55
     68.00    -10.00    203.59     11.36
     69.00    -10.00    244.37     84.67
     70.00    -10.00      0.00      0.00
     71.00    -10.00      0.00      0.00
     72.00    -10.00      0.00      0.00
     73.00    -10.00      0.00      0.00
     74.00    -10.00      0.00      0.00
     75.00    -10.00      0.00      0.00
     76.00    -10.00      0.00      0.00
     77.00    -10.00    153.34     58.08
     78.00    -10.00    156.99      9.45
     79.00    -10.00    124.44     60.24
     80.00    -10.00    257.46     25.14
     81.00    -10.00    131.70     24.85
     82.00    -10.00    114.40     67.30
     83.00    -10.00      0.00      0.00
     84.00    -10.00      0.00      0.00
     85.00    -10.00    230.24     52.13
