     经度     纬度      角度        风速
     64.00    -21.00      0.00      0.00
     65.00    -21.00      0.00      0.00
     66.00    -21.00      0.00      0.00
     67.00    -21.00      0.00      0.00
     68.00    -21.00      0.00      0.00
     69.00    -21.00      0.00      0.00
     70.00    -21.00      0.00      0.00
     71.00    -21.00      0.00      0.00
     72.00    -21.00      0.00      0.00
     73.00    -21.00      0.00      0.00
     74.00    -21.00      0.00      0.00
     75.00    -21.00      0.00      0.00
     76.00    -21.00      0.00      0.00
     77.00    -21.00      0.00      0.00
     78.00    -21.00      0.00      0.00
     79.00    -21.00      0.00      0.00
     80.00    -21.00      0.00      0.00
     81.00    -21.00      0.00      0.00
     82.00    -21.00      0.00      0.00
     83.00    -21.00      0.00      0.00
     84.00    -21.00      0.00      0.00
     85.00    -21.00      0.00      0.00
     86.00    -21.00      0.00      0.00
     87.00    -21.00      0.00      0.00
     88.00    -21.00      0.00      0.00
     89.00    -21.00      0.00      0.00
     90.00    -21.00      0.00      0.00
     91.00    -21.00      0.00      0.00
     92.00    -21.00      0.00      0.00
     93.00    -21.00      0.00      0.00
     94.00    -21.00      0.00      0.00
     95.00    -21.00      0.00      0.00
     96.00    -21.00      0.00      0.00
     97.00    -21.00      0.00      0.00
     98.00    -21.00      0.00      0.00
     99.00    -21.00      0.00      0.00
    100.00    -21.00      0.00      0.00
    101.00    -21.00      0.00      0.00
    102.00    -21.00      0.00      0.00
    103.00    -21.00      0.00      0.00
    104.00    -21.00      0.00      0.00
    105.00    -21.00      0.00      0.00
    106.00    -21.00      0.00      0.00
    107.00    -21.00      0.00      0.00
    108.00    -21.00      0.00      0.00
    109.00    -21.00      0.00      0.00
    110.00    -21.00      0.00      0.00
    111.00    -21.00      0.00      0.00
    112.00    -21.00      0.00      0.00
    113.00    -21.00      0.00      0.00
    114.00    -21.00      0.00      0.00
    115.00    -21.00      0.00      0.00
    116.00    -21.00      0.00      0.00
    117.00    -21.00      0.00      0.00
    118.00    -21.00      0.00      0.00
    119.00    -21.00    140.53     22.08
    120.00    -21.00    142.60     28.34
    121.00    -21.00      0.00      0.00
    122.00    -21.00    150.46     23.43
    123.00    -21.00    258.28     39.28
    124.00    -21.00    135.93     17.06
    125.00    -21.00    136.66     15.68
    126.00    -21.00    134.41     15.22
     46.00    -20.00      0.00      0.00
     47.00    -20.00    225.37     21.57
     48.00    -20.00    234.38     16.40
     49.00    -20.00    213.20     12.16
     50.00    -20.00    183.24      7.72
     51.00    -20.00      0.00      0.00
     52.00    -20.00      0.00      0.00
     53.00    -20.00      0.00      0.00
     54.00    -20.00      0.00      0.00
     55.00    -20.00      0.00      0.00
     56.00    -20.00      0.00      0.00
     57.00    -20.00      0.00      0.00
     58.00    -20.00      0.00      0.00
     59.00    -20.00      0.00      0.00
     60.00    -20.00      0.00      0.00
     61.00    -20.00      0.00      0.00
     62.00    -20.00      0.00      0.00
     63.00    -20.00      0.00      0.00
     64.00    -20.00      0.00      0.00
     65.00    -20.00      0.00      0.00
     66.00    -20.00      0.00      0.00
     67.00    -20.00      0.00      0.00
     68.00    -20.00      0.00      0.00
     69.00    -20.00      0.00      0.00
     70.00    -20.00      0.00      0.00
     71.00    -20.00      0.00      0.00
     72.00    -20.00      0.00      0.00
     73.00    -20.00      0.00      0.00
     74.00    -20.00      0.00      0.00
     75.00    -20.00      0.00      0.00
     76.00    -20.00      0.00      0.00
     77.00    -20.00      0.00      0.00
     78.00    -20.00      0.00      0.00
     79.00    -20.00      0.00      0.00
     80.00    -20.00      0.00      0.00
     81.00    -20.00      0.00      0.00
     82.00    -20.00      0.00      0.00
     83.00    -20.00      0.00      0.00
     84.00    -20.00      0.00      0.00
     85.00    -20.00      0.00      0.00
     86.00    -20.00      0.00      0.00
     87.00    -20.00      0.00      0.00
     88.00    -20.00      0.00      0.00
     89.00    -20.00      0.00      0.00
     90.00    -20.00      0.00      0.00
     91.00    -20.00      0.00      0.00
     92.00    -20.00      0.00      0.00
     93.00    -20.00      0.00      0.00
     94.00    -20.00      0.00      0.00
     95.00    -20.00      0.00      0.00
     96.00    -20.00      0.00      0.00
     97.00    -20.00      0.00      0.00
     98.00    -20.00      0.00      0.00
     99.00    -20.00      0.00      0.00
    100.00    -20.00      0.00      0.00
    101.00    -20.00      0.00      0.00
    102.00    -20.00      0.00      0.00
    103.00    -20.00      0.00      0.00
    104.00    -20.00      0.00      0.00
    105.00    -20.00      0.00      0.00
    106.00    -20.00      0.00      0.00
    107.00    -20.00      0.00      0.00
    108.00    -20.00      0.00      0.00
    109.00    -20.00      0.00      0.00
    110.00    -20.00      0.00      0.00
    111.00    -20.00      0.00      0.00
    112.00    -20.00      0.00      0.00
    113.00    -20.00      0.00      0.00
    114.00    -20.00      0.00      0.00
    115.00    -20.00      0.00      0.00
    116.00    -20.00      0.00      0.00
    117.00    -20.00      0.00      0.00
    118.00    -20.00    156.14     21.48
    119.00    -20.00    146.83     22.25
    120.00    -20.00    162.69     21.44
    121.00    -20.00    150.40     26.25
    122.00    -20.00    148.99     21.68
    123.00    -20.00    155.79     15.64
    124.00    -20.00    165.46     10.35
    125.00    -20.00    135.87     22.29
    126.00    -20.00    166.08     25.05
     46.00    -19.00      0.00      0.00
     47.00    -19.00    226.71     19.86
     48.00    -19.00    290.39     45.24
     49.00    -19.00    196.83      9.17
     50.00    -19.00      0.00      0.00
     51.00    -19.00      0.00      0.00
     52.00    -19.00      0.00      0.00
     53.00    -19.00    190.52     13.30
     54.00    -19.00      0.00      0.00
     55.00    -19.00      0.00      0.00
     56.00    -19.00      0.00      0.00
     57.00    -19.00      0.00      0.00
     58.00    -19.00      0.00      0.00
     59.00    -19.00      0.00      0.00
     60.00    -19.00      0.00      0.00
     61.00    -19.00      0.00      0.00
     62.00    -19.00      0.00      0.00
     63.00    -19.00      0.00      0.00
     64.00    -19.00      0.00      0.00
     65.00    -19.00      0.00      0.00
     66.00    -19.00      0.00      0.00
     67.00    -19.00      0.00      0.00
     68.00    -19.00      0.00      0.00
     69.00    -19.00      0.00      0.00
     70.00    -19.00      0.00      0.00
     71.00    -19.00      0.00      0.00
     72.00    -19.00      0.00      0.00
     73.00    -19.00      0.00      0.00
     74.00    -19.00      0.00      0.00
     75.00    -19.00      0.00      0.00
     76.00    -19.00      0.00      0.00
     77.00    -19.00      0.00      0.00
     78.00    -19.00      0.00      0.00
     79.00    -19.00      0.00      0.00
     80.00    -19.00      0.00      0.00
     81.00    -19.00      0.00      0.00
     82.00    -19.00      0.00      0.00
     83.00    -19.00      0.00      0.00
     84.00    -19.00      0.00      0.00
     85.00    -19.00      0.00      0.00
     86.00    -19.00      0.00      0.00
     87.00    -19.00      0.00      0.00
     88.00    -19.00      0.00      0.00
     89.00    -19.00      0.00      0.00
     90.00    -19.00      0.00      0.00
     91.00    -19.00      0.00      0.00
     92.00    -19.00      0.00      0.00
     93.00    -19.00      0.00      0.00
     94.00    -19.00      0.00      0.00
     95.00    -19.00      0.00      0.00
     96.00    -19.00      0.00      0.00
     97.00    -19.00      0.00      0.00
     98.00    -19.00      0.00      0.00
     99.00    -19.00      0.00      0.00
    100.00    -19.00      0.00      0.00
    101.00    -19.00      0.00      0.00
    102.00    -19.00      0.00      0.00
    103.00    -19.00      0.00      0.00
    104.00    -19.00      0.00      0.00
    105.00    -19.00      0.00      0.00
    106.00    -19.00      0.00      0.00
    107.00    -19.00      0.00      0.00
    108.00    -19.00      0.00      0.00
    109.00    -19.00      0.00      0.00
    110.00    -19.00      0.00      0.00
    111.00    -19.00      0.00      0.00
    112.00    -19.00      0.00      0.00
    113.00    -19.00      0.00      0.00
    114.00    -19.00      0.00      0.00
    115.00    -19.00      0.00      0.00
    116.00    -19.00      0.00      0.00
    117.00    -19.00      0.00      0.00
    118.00    -19.00    158.69     20.14
    119.00    -19.00    149.57     20.46
    120.00    -19.00    156.79     17.80
    121.00    -19.00    182.63     68.35
    122.00    -19.00    112.83    130.06
    123.00    -19.00    152.53     14.74
    124.00    -19.00    140.45     20.02
    125.00    -19.00    122.42     21.52
    126.00    -19.00    114.07     18.14
     46.00    -18.00      0.00      0.00
     47.00    -18.00    241.76     20.50
     48.00    -18.00    225.55     14.91
     49.00    -18.00    178.66      8.00
     50.00    -18.00      0.00      0.00
     51.00    -18.00      0.00      0.00
     52.00    -18.00      0.00      0.00
     53.00    -18.00      0.00      0.00
     54.00    -18.00      0.00      0.00
     55.00    -18.00      0.00      0.00
     56.00    -18.00      0.00      0.00
     57.00    -18.00      0.00      0.00
     58.00    -18.00      0.00      0.00
     59.00    -18.00      0.00      0.00
     60.00    -18.00      0.00      0.00
     61.00    -18.00      0.00      0.00
     62.00    -18.00      0.00      0.00
     63.00    -18.00      0.00      0.00
     64.00    -18.00      0.00      0.00
     65.00    -18.00      0.00      0.00
     66.00    -18.00      0.00      0.00
     67.00    -18.00      0.00      0.00
     68.00    -18.00      0.00      0.00
     69.00    -18.00      0.00      0.00
     70.00    -18.00      0.00      0.00
     71.00    -18.00      0.00      0.00
     72.00    -18.00      0.00      0.00
     73.00    -18.00      0.00      0.00
     74.00    -18.00      0.00      0.00
     75.00    -18.00      0.00      0.00
     76.00    -18.00      0.00      0.00
     77.00    -18.00      0.00      0.00
     78.00    -18.00      0.00      0.00
     79.00    -18.00      0.00      0.00
     80.00    -18.00      0.00      0.00
     81.00    -18.00      0.00      0.00
     82.00    -18.00      0.00      0.00
     83.00    -18.00      0.00      0.00
     84.00    -18.00      0.00      0.00
     85.00    -18.00      0.00      0.00
     86.00    -18.00      0.00      0.00
     87.00    -18.00      0.00      0.00
     88.00    -18.00      0.00      0.00
     89.00    -18.00      0.00      0.00
     90.00    -18.00      0.00      0.00
     91.00    -18.00      0.00      0.00
     92.00    -18.00      0.00      0.00
     93.00    -18.00      0.00      0.00
     94.00    -18.00      0.00      0.00
     95.00    -18.00      0.00      0.00
     96.00    -18.00      0.00      0.00
     97.00    -18.00      0.00      0.00
     98.00    -18.00      0.00      0.00
     99.00    -18.00      0.00      0.00
    100.00    -18.00      0.00      0.00
    101.00    -18.00      0.00      0.00
    102.00    -18.00      0.00      0.00
    103.00    -18.00      0.00      0.00
    104.00    -18.00      0.00      0.00
    105.00    -18.00      0.00      0.00
    106.00    -18.00      0.00      0.00
    107.00    -18.00      0.00      0.00
    108.00    -18.00      0.00      0.00
    109.00    -18.00      0.00      0.00
    110.00    -18.00      0.00      0.00
    111.00    -18.00      0.00      0.00
    112.00    -18.00      0.00      0.00
    113.00    -18.00      0.00      0.00
    114.00    -18.00      0.00      0.00
    115.00    -18.00      0.00      0.00
    116.00    -18.00      0.00      0.00
    117.00    -18.00    176.65     16.59
    118.00    -18.00    150.64     21.35
    119.00    -18.00    172.88     17.19
    120.00    -18.00    152.55      7.39
    121.00    -18.00    183.69     48.72
    122.00    -18.00    151.95     22.58
    123.00    -18.00    161.43     16.36
    124.00    -18.00    148.88     20.71
    125.00    -18.00    131.09     20.92
    126.00    -18.00    130.60     19.52
     46.00    -17.00      0.00      0.00
     47.00    -17.00      0.00      0.00
     48.00    -17.00    163.09     26.16
     49.00    -17.00    195.42     21.17
     50.00    -17.00    193.42     12.57
     51.00    -17.00    180.40     13.35
     52.00    -17.00      0.00      0.00
     53.00    -17.00      0.00      0.00
     54.00    -17.00      0.00      0.00
     55.00    -17.00      0.00      0.00
     56.00    -17.00      0.00      0.00
     57.00    -17.00      0.00      0.00
     58.00    -17.00      0.00      0.00
     59.00    -17.00      0.00      0.00
     60.00    -17.00      0.00      0.00
     61.00    -17.00      0.00      0.00
     62.00    -17.00      0.00      0.00
     63.00    -17.00      0.00      0.00
     64.00    -17.00      0.00      0.00
     65.00    -17.00      0.00      0.00
     66.00    -17.00    187.96     12.30
     67.00    -17.00      0.00      0.00
     68.00    -17.00      0.00      0.00
     69.00    -17.00      0.00      0.00
     70.00    -17.00      0.00      0.00
     71.00    -17.00      0.00      0.00
     72.00    -17.00      0.00      0.00
     73.00    -17.00      0.00      0.00
     74.00    -17.00      0.00      0.00
     75.00    -17.00      0.00      0.00
     76.00    -17.00      0.00      0.00
     77.00    -17.00      0.00      0.00
     78.00    -17.00      0.00      0.00
     79.00    -17.00      0.00      0.00
     80.00    -17.00      0.00      0.00
     81.00    -17.00      0.00      0.00
     82.00    -17.00      0.00      0.00
     83.00    -17.00      0.00      0.00
     84.00    -17.00      0.00      0.00
     85.00    -17.00      0.00      0.00
     86.00    -17.00      0.00      0.00
     87.00    -17.00      0.00      0.00
     88.00    -17.00      0.00      0.00
     89.00    -17.00      0.00      0.00
     90.00    -17.00      0.00      0.00
     91.00    -17.00      0.00      0.00
     92.00    -17.00      0.00      0.00
     93.00    -17.00      0.00      0.00
     94.00    -17.00      0.00      0.00
     95.00    -17.00      0.00      0.00
     96.00    -17.00      0.00      0.00
     97.00    -17.00      0.00      0.00
     98.00    -17.00      0.00      0.00
     99.00    -17.00      0.00      0.00
    100.00    -17.00      0.00      0.00
    101.00    -17.00      0.00      0.00
    102.00    -17.00      0.00      0.00
    103.00    -17.00      0.00      0.00
    104.00    -17.00      0.00      0.00
    105.00    -17.00      0.00      0.00
    106.00    -17.00      0.00      0.00
    107.00    -17.00      0.00      0.00
    108.00    -17.00      0.00      0.00
    109.00    -17.00      0.00      0.00
    110.00    -17.00      0.00      0.00
    111.00    -17.00      0.00      0.00
    112.00    -17.00      0.00      0.00
    113.00    -17.00      0.00      0.00
    114.00    -17.00      0.00      0.00
    115.00    -17.00      0.00      0.00
    116.00    -17.00      0.00      0.00
    117.00    -17.00    186.08     16.97
    118.00    -17.00    133.64     36.97
    119.00    -17.00    179.55      8.02
    120.00    -17.00    283.77     26.49
    121.00    -17.00    174.57     80.08
    122.00    -17.00    163.56     14.05
    123.00    -17.00     65.87    105.00
    124.00    -17.00    127.08     19.00
    125.00    -17.00    178.26     56.42
    126.00    -17.00      0.00      0.00
     46.00    -16.00      0.00      0.00
     47.00    -16.00      0.00      0.00
     48.00    -16.00      0.00      0.00
     49.00    -16.00    221.91     15.59
     50.00    -16.00    305.18     19.82
     51.00    -16.00    196.41     11.34
     52.00    -16.00      0.00      0.00
     53.00    -16.00      0.00      0.00
     54.00    -16.00      0.00      0.00
     55.00    -16.00      0.00      0.00
     56.00    -16.00      0.00      0.00
     57.00    -16.00      0.00      0.00
     58.00    -16.00      0.00      0.00
     59.00    -16.00      0.00      0.00
     60.00    -16.00      0.00      0.00
     61.00    -16.00      0.00      0.00
     62.00    -16.00      0.00      0.00
     63.00    -16.00      0.00      0.00
     64.00    -16.00      0.00      0.00
     65.00    -16.00    212.78     10.64
     66.00    -16.00    195.24     11.19
     67.00    -16.00    199.69     10.36
     68.00    -16.00      0.00      0.00
     69.00    -16.00      0.00      0.00
     70.00    -16.00      0.00      0.00
     71.00    -16.00      0.00      0.00
     72.00    -16.00      0.00      0.00
     73.00    -16.00      0.00      0.00
     74.00    -16.00      0.00      0.00
     75.00    -16.00      0.00      0.00
     76.00    -16.00      0.00      0.00
     77.00    -16.00      0.00      0.00
     78.00    -16.00      0.00      0.00
     79.00    -16.00      0.00      0.00
     80.00    -16.00      0.00      0.00
     81.00    -16.00      0.00      0.00
     82.00    -16.00      0.00      0.00
     83.00    -16.00      0.00      0.00
     84.00    -16.00      0.00      0.00
     85.00    -16.00      0.00      0.00
     86.00    -16.00      0.00      0.00
     87.00    -16.00      0.00      0.00
     88.00    -16.00      0.00      0.00
     89.00    -16.00      0.00      0.00
     90.00    -16.00      0.00      0.00
     91.00    -16.00      0.00      0.00
     92.00    -16.00      0.00      0.00
     93.00    -16.00      0.00      0.00
     94.00    -16.00      0.00      0.00
     95.00    -16.00      0.00      0.00
     96.00    -16.00      0.00      0.00
     97.00    -16.00      0.00      0.00
     98.00    -16.00      0.00      0.00
     99.00    -16.00      0.00      0.00
    100.00    -16.00      0.00      0.00
    101.00    -16.00      0.00      0.00
    102.00    -16.00      0.00      0.00
    103.00    -16.00      0.00      0.00
    104.00    -16.00      0.00      0.00
    105.00    -16.00      0.00      0.00
    106.00    -16.00      0.00      0.00
    107.00    -16.00      0.00      0.00
    108.00    -16.00      0.00      0.00
    109.00    -16.00      0.00      0.00
    110.00    -16.00      0.00      0.00
    111.00    -16.00      0.00      0.00
    112.00    -16.00      0.00      0.00
    113.00    -16.00      0.00      0.00
    114.00    -16.00      0.00      0.00
    115.00    -16.00      0.00      0.00
    116.00    -16.00      0.00      0.00
    117.00    -16.00    196.56     15.29
    118.00    -16.00    122.64     25.75
    119.00    -16.00    209.33      6.52
    120.00    -16.00    297.77     72.12
    121.00    -16.00     55.68     46.68
    122.00    -16.00    120.01     16.30
    123.00    -16.00    112.36     18.24
    124.00    -16.00    122.63     21.99
    125.00    -16.00    103.87     18.70
    126.00    -16.00     90.46     15.67
     46.00    -15.00      0.00      0.00
     47.00    -15.00      0.00      0.00
     48.00    -15.00      0.00      0.00
     49.00    -15.00    227.16     13.68
     50.00    -15.00     75.15     72.63
     51.00    -15.00      0.00      0.00
     52.00    -15.00      0.00      0.00
     53.00    -15.00      0.00      0.00
     54.00    -15.00      0.00      0.00
     55.00    -15.00      0.00      0.00
     56.00    -15.00      0.00      0.00
     57.00    -15.00      0.00      0.00
     58.00    -15.00      0.00      0.00
     59.00    -15.00      0.00      0.00
     60.00    -15.00      0.00      0.00
     61.00    -15.00      0.00      0.00
     62.00    -15.00      0.00      0.00
     63.00    -15.00      0.00      0.00
     64.00    -15.00    236.57     16.76
     65.00    -15.00      0.00      0.00
     66.00    -15.00      0.00      0.00
     67.00    -15.00      0.00      0.00
     68.00    -15.00    238.23     15.46
     69.00    -15.00    202.72      7.68
     70.00    -15.00      0.00      0.00
     71.00    -15.00      0.00      0.00
     72.00    -15.00      0.00      0.00
     73.00    -15.00      0.00      0.00
     74.00    -15.00      0.00      0.00
     75.00    -15.00      0.00      0.00
     76.00    -15.00      0.00      0.00
     77.00    -15.00      0.00      0.00
     78.00    -15.00      0.00      0.00
     79.00    -15.00      0.00      0.00
     80.00    -15.00      0.00      0.00
     81.00    -15.00      0.00      0.00
     82.00    -15.00      0.00      0.00
     83.00    -15.00      0.00      0.00
     84.00    -15.00      0.00      0.00
     85.00    -15.00      0.00      0.00
     86.00    -15.00      0.00      0.00
     87.00    -15.00      0.00      0.00
     88.00    -15.00      0.00      0.00
     89.00    -15.00      0.00      0.00
     90.00    -15.00      0.00      0.00
     91.00    -15.00      0.00      0.00
     92.00    -15.00      0.00      0.00
     93.00    -15.00      0.00      0.00
     94.00    -15.00      0.00      0.00
     95.00    -15.00      0.00      0.00
     96.00    -15.00      0.00      0.00
     97.00    -15.00      0.00      0.00
     98.00    -15.00      0.00      0.00
     99.00    -15.00      0.00      0.00
    100.00    -15.00      0.00      0.00
    101.00    -15.00      0.00      0.00
    102.00    -15.00      0.00      0.00
    103.00    -15.00      0.00      0.00
    104.00    -15.00      0.00      0.00
    105.00    -15.00      0.00      0.00
    106.00    -15.00      0.00      0.00
    107.00    -15.00      0.00      0.00
    108.00    -15.00      0.00      0.00
    109.00    -15.00      0.00      0.00
    110.00    -15.00      0.00      0.00
    111.00    -15.00      0.00      0.00
    112.00    -15.00      0.00      0.00
    113.00    -15.00      0.00      0.00
    114.00    -15.00      0.00      0.00
    115.00    -15.00      0.00      0.00
    116.00    -15.00      0.00      0.00
    117.00    -15.00    213.55     11.96
    118.00    -15.00     70.99      9.98
    119.00    -15.00    140.93     33.14
    120.00    -15.00     30.68     10.93
    121.00    -15.00    285.55      8.06
    122.00    -15.00    112.85     15.70
    123.00    -15.00    113.96     19.30
    124.00    -15.00    239.60     80.42
    125.00    -15.00      0.00      0.00
    126.00    -15.00    125.41     17.01
     46.00    -14.00      0.00      0.00
     47.00    -14.00      0.00      0.00
     48.00    -14.00      0.00      0.00
     49.00    -14.00      0.00      0.00
     50.00    -14.00      0.00      0.00
     51.00    -14.00      0.00      0.00
     52.00    -14.00      0.00      0.00
     53.00    -14.00      0.00      0.00
     54.00    -14.00      0.00      0.00
     55.00    -14.00      0.00      0.00
     56.00    -14.00      0.00      0.00
     57.00    -14.00      0.00      0.00
     58.00    -14.00      0.00      0.00
     59.00    -14.00      0.00      0.00
     60.00    -14.00      0.00      0.00
     61.00    -14.00      0.00      0.00
     62.00    -14.00      0.00      0.00
     63.00    -14.00    233.93     16.49
     64.00    -14.00    244.93     13.39
     65.00    -14.00    211.88     19.40
     66.00    -14.00      0.00      0.00
     67.00    -14.00    197.20     21.37
     68.00    -14.00      0.00      0.00
     69.00    -14.00      0.00      0.00
     70.00    -14.00      0.00      0.00
     71.00    -14.00      0.00      0.00
     72.00    -14.00      0.00      0.00
     73.00    -14.00      0.00      0.00
     74.00    -14.00      0.00      0.00
     75.00    -14.00      0.00      0.00
     76.00    -14.00      0.00      0.00
     77.00    -14.00    227.09     11.35
     78.00    -14.00    163.66     10.58
     79.00    -14.00      0.00      0.00
     80.00    -14.00      0.00      0.00
     81.00    -14.00      0.00      0.00
     82.00    -14.00      0.00      0.00
     83.00    -14.00      0.00      0.00
     84.00    -14.00      0.00      0.00
     85.00    -14.00      0.00      0.00
     86.00    -14.00      0.00      0.00
     87.00    -14.00      0.00      0.00
     88.00    -14.00      0.00      0.00
     89.00    -14.00      0.00      0.00
     90.00    -14.00      0.00      0.00
     91.00    -14.00      0.00      0.00
     92.00    -14.00      0.00      0.00
     93.00    -14.00      0.00      0.00
     94.00    -14.00      0.00      0.00
     95.00    -14.00      0.00      0.00
     96.00    -14.00      0.00      0.00
     97.00    -14.00      0.00      0.00
     98.00    -14.00      0.00      0.00
     99.00    -14.00      0.00      0.00
    100.00    -14.00      0.00      0.00
    101.00    -14.00      0.00      0.00
    102.00    -14.00      0.00      0.00
    103.00    -14.00      0.00      0.00
    104.00    -14.00      0.00      0.00
    105.00    -14.00      0.00      0.00
    106.00    -14.00      0.00      0.00
    107.00    -14.00      0.00      0.00
    108.00    -14.00      0.00      0.00
    109.00    -14.00      0.00      0.00
    110.00    -14.00      0.00      0.00
    111.00    -14.00      0.00      0.00
    112.00    -14.00      0.00      0.00
    113.00    -14.00      0.00      0.00
    114.00    -14.00      0.00      0.00
    115.00    -14.00      0.00      0.00
    116.00    -14.00      0.00      0.00
    117.00    -14.00     14.60     55.08
    118.00    -14.00    207.35      8.16
    119.00    -14.00    228.41      8.42
    120.00    -14.00    309.92      7.75
    121.00    -14.00    272.02     31.75
    122.00    -14.00     99.83      7.58
    123.00    -14.00     52.68     10.22
    124.00    -14.00     85.26     16.85
    125.00    -14.00     90.07      9.91
    126.00    -14.00    140.59     17.87
     46.00    -13.00      0.00      0.00
     47.00    -13.00      0.00      0.00
     48.00    -13.00    254.54     17.84
     49.00    -13.00    244.21     14.14
     50.00    -13.00      0.00      0.00
     51.00    -13.00      0.00      0.00
     52.00    -13.00      0.00      0.00
     53.00    -13.00      0.00      0.00
     54.00    -13.00      0.00      0.00
     55.00    -13.00      0.00      0.00
     56.00    -13.00      0.00      0.00
     57.00    -13.00      0.00      0.00
     58.00    -13.00      0.00      0.00
     59.00    -13.00      0.00      0.00
     60.00    -13.00      0.00      0.00
     61.00    -13.00      0.00      0.00
     62.00    -13.00      0.00      0.00
     63.00    -13.00    240.92     13.44
     64.00    -13.00      0.00      0.00
     65.00    -13.00    214.60     16.28
     66.00    -13.00    226.39     18.21
     67.00    -13.00    220.75     23.22
     68.00    -13.00    104.82     18.04
     69.00    -13.00      0.00      0.00
     70.00    -13.00      0.00      0.00
     71.00    -13.00      0.00      0.00
     72.00    -13.00    101.08     68.47
     73.00    -13.00    224.78     10.31
     74.00    -13.00    222.75      9.17
     75.00    -13.00    178.17      6.16
     76.00    -13.00      0.00      0.00
     77.00    -13.00    253.41      8.39
     78.00    -13.00    228.96      7.45
     79.00    -13.00      0.00      0.00
     80.00    -13.00      0.00      0.00
     81.00    -13.00      0.00      0.00
     82.00    -13.00      0.00      0.00
     83.00    -13.00      0.00      0.00
     84.00    -13.00      0.00      0.00
     85.00    -13.00      0.00      0.00
     86.00    -13.00      0.00      0.00
     87.00    -13.00      0.00      0.00
     88.00    -13.00      0.00      0.00
     89.00    -13.00      0.00      0.00
     90.00    -13.00      0.00      0.00
     91.00    -13.00      0.00      0.00
     92.00    -13.00    244.25     62.41
     93.00    -13.00      0.00      0.00
     94.00    -13.00      0.00      0.00
     95.00    -13.00      0.00      0.00
     96.00    -13.00      0.00      0.00
     97.00    -13.00      0.00      0.00
     98.00    -13.00      0.00      0.00
     99.00    -13.00      0.00      0.00
    100.00    -13.00      0.00      0.00
    101.00    -13.00      0.00      0.00
    102.00    -13.00    127.22      9.35
    103.00    -13.00      0.00      0.00
    104.00    -13.00      0.00      0.00
    105.00    -13.00      0.00      0.00
    106.00    -13.00      0.00      0.00
    107.00    -13.00      0.00      0.00
    108.00    -13.00      0.00      0.00
    109.00    -13.00      0.00      0.00
    110.00    -13.00      0.00      0.00
    111.00    -13.00      0.00      0.00
    112.00    -13.00      0.00      0.00
    113.00    -13.00      0.00      0.00
    114.00    -13.00      0.00      0.00
    115.00    -13.00      0.00      0.00
    116.00    -13.00      0.00      0.00
    117.00    -13.00      0.00      0.00
    118.00    -13.00    154.10      7.34
    119.00    -13.00    221.96     45.75
    120.00    -13.00    311.75      8.84
    121.00    -13.00    325.11      5.45
    122.00    -13.00     17.50     12.48
    123.00    -13.00     29.70     12.03
    124.00    -13.00     31.23     10.56
    125.00    -13.00     65.18      3.83
    126.00    -13.00     57.86      5.78
     46.00    -12.00      0.00      0.00
     47.00    -12.00      0.00      0.00
     48.00    -12.00      0.00      0.00
     49.00    -12.00      0.00      0.00
     50.00    -12.00      0.00      0.00
     51.00    -12.00      0.00      0.00
     52.00    -12.00      0.00      0.00
     53.00    -12.00      0.00      0.00
     54.00    -12.00      0.00      0.00
     55.00    -12.00      0.00      0.00
     56.00    -12.00      0.00      0.00
     57.00    -12.00      0.00      0.00
     58.00    -12.00      0.00      0.00
     59.00    -12.00      0.00      0.00
     60.00    -12.00      0.00      0.00
     61.00    -12.00      0.00      0.00
     62.00    -12.00      0.00      0.00
     63.00    -12.00    254.65     14.53
     64.00    -12.00      0.00      0.00
     65.00    -12.00    227.88     16.13
     66.00    -12.00    281.81     74.65
     67.00    -12.00    211.35     17.54
     68.00    -12.00    204.28     12.35
     69.00    -12.00     19.32     53.64
     70.00    -12.00    237.69     13.13
     71.00    -12.00    234.71     11.00
     72.00    -12.00    167.96     71.11
     73.00    -12.00    240.37     10.50
     74.00    -12.00    251.89      5.58
     75.00    -12.00      0.00      0.00
     76.00    -12.00      0.00      0.00
     77.00    -12.00      0.00      0.00
     78.00    -12.00      0.00      0.00
     79.00    -12.00    193.10      5.63
     80.00    -12.00    174.72      5.21
     81.00    -12.00    189.00      5.02
     82.00    -12.00      0.00      0.00
     83.00    -12.00      0.00      0.00
     84.00    -12.00      0.00      0.00
     85.00    -12.00      0.00      0.00
     86.00    -12.00      0.00      0.00
     87.00    -12.00    161.87     10.65
     88.00    -12.00    135.55     10.20
     89.00    -12.00      0.00      0.00
     90.00    -12.00    125.08      8.01
     91.00    -12.00    114.23     11.66
     92.00    -12.00    118.38     10.49
     93.00    -12.00      0.00      0.00
     94.00    -12.00      0.00      0.00
     95.00    -12.00      0.00      0.00
     96.00    -12.00      0.00      0.00
     97.00    -12.00      0.00      0.00
     98.00    -12.00      0.00      0.00
     99.00    -12.00      0.00      0.00
    100.00    -12.00      0.00      0.00
    101.00    -12.00      0.00      0.00
    102.00    -12.00      0.00      0.00
    103.00    -12.00      0.00      0.00
    104.00    -12.00      0.00      0.00
    105.00    -12.00      0.00      0.00
    106.00    -12.00      0.00      0.00
    107.00    -12.00      0.00      0.00
    108.00    -12.00      0.00      0.00
    109.00    -12.00      0.00      0.00
    110.00    -12.00      0.00      0.00
    111.00    -12.00      0.00      0.00
