     经度     纬度      角度       风速
     73.00    -22.00      0.00      0.00
     74.00    -22.00      0.00      0.00
     75.00    -22.00      0.00      0.00
     76.00    -22.00      0.00      0.00
     77.00    -22.00      0.00      0.00
     78.00    -22.00      0.00      0.00
     79.00    -22.00      0.00      0.00
     80.00    -22.00      0.00      0.00
     81.00    -22.00      0.00      0.00
     82.00    -22.00      0.00      0.00
     83.00    -22.00      0.00      0.00
     84.00    -22.00      0.00      0.00
     85.00    -22.00      0.00      0.00
     86.00    -22.00      0.00      0.00
     87.00    -22.00      0.00      0.00
     88.00    -22.00      0.00      0.00
     89.00    -22.00      0.00      0.00
     90.00    -22.00      0.00      0.00
     91.00    -22.00      0.00      0.00
     92.00    -22.00      0.00      0.00
     93.00    -22.00      0.00      0.00
     94.00    -22.00      0.00      0.00
     95.00    -22.00      0.00      0.00
     96.00    -22.00      0.00      0.00
     97.00    -22.00      0.00      0.00
     98.00    -22.00      0.00      0.00
     99.00    -22.00      0.00      0.00
    100.00    -22.00      0.00      0.00
    101.00    -22.00      0.00      0.00
    102.00    -22.00      0.00      0.00
    103.00    -22.00      0.00      0.00
    104.00    -22.00      0.00      0.00
    105.00    -22.00      0.00      0.00
    106.00    -22.00      0.00      0.00
    107.00    -22.00      0.00      0.00
    108.00    -22.00      0.00      0.00
    109.00    -22.00      0.00      0.00
    110.00    -22.00      0.00      0.00
    111.00    -22.00      0.00      0.00
    112.00    -22.00      0.00      0.00
    113.00    -22.00      0.00      0.00
    114.00    -22.00      0.00      0.00
    115.00    -22.00      0.00      0.00
    116.00    -22.00      0.00      0.00
    117.00    -22.00      0.00      0.00
    118.00    -22.00    126.75      6.42
    119.00    -22.00    146.29     27.03
    120.00    -22.00    133.36     26.93
    121.00    -22.00      0.00      0.00
    122.00    -22.00      0.00      0.00
    123.00    -22.00    258.78     79.06
    124.00    -22.00      0.00      0.00
    125.00    -22.00    112.94    135.19
    126.00    -22.00    131.93     10.03
     46.00    -21.00      0.00      0.00
     47.00    -21.00      0.00      0.00
     48.00    -21.00    314.93     37.22
     49.00    -21.00    320.42     81.03
     50.00    -21.00    160.85      3.17
     51.00    -21.00    148.77      8.16
     52.00    -21.00      0.00      0.00
     53.00    -21.00      0.00      0.00
     54.00    -21.00    236.89     13.54
     55.00    -21.00      0.00      0.00
     56.00    -21.00      0.00      0.00
     57.00    -21.00      0.00      0.00
     58.00    -21.00      0.00      0.00
     59.00    -21.00      0.00      0.00
     60.00    -21.00      0.00      0.00
     61.00    -21.00      0.00      0.00
     62.00    -21.00      0.00      0.00
     63.00    -21.00      0.00      0.00
     64.00    -21.00      0.00      0.00
     65.00    -21.00      0.00      0.00
     66.00    -21.00      0.00      0.00
     67.00    -21.00      0.00      0.00
     68.00    -21.00      0.00      0.00
     69.00    -21.00      0.00      0.00
     70.00    -21.00      0.00      0.00
     71.00    -21.00      0.00      0.00
     72.00    -21.00      0.00      0.00
     73.00    -21.00      0.00      0.00
     74.00    -21.00      0.00      0.00
     75.00    -21.00      0.00      0.00
     76.00    -21.00      0.00      0.00
     77.00    -21.00      0.00      0.00
     78.00    -21.00      0.00      0.00
     79.00    -21.00      0.00      0.00
     80.00    -21.00      0.00      0.00
     81.00    -21.00      0.00      0.00
     82.00    -21.00      0.00      0.00
     83.00    -21.00      0.00      0.00
     84.00    -21.00      0.00      0.00
     85.00    -21.00      0.00      0.00
     86.00    -21.00      0.00      0.00
     87.00    -21.00      0.00      0.00
     88.00    -21.00      0.00      0.00
     89.00    -21.00      0.00      0.00
     90.00    -21.00      0.00      0.00
     91.00    -21.00      0.00      0.00
     92.00    -21.00      0.00      0.00
     93.00    -21.00      0.00      0.00
     94.00    -21.00      0.00      0.00
     95.00    -21.00      0.00      0.00
     96.00    -21.00      0.00      0.00
     97.00    -21.00      0.00      0.00
     98.00    -21.00      0.00      0.00
     99.00    -21.00      0.00      0.00
    100.00    -21.00      0.00      0.00
    101.00    -21.00      0.00      0.00
    102.00    -21.00      0.00      0.00
    103.00    -21.00      0.00      0.00
    104.00    -21.00      0.00      0.00
    105.00    -21.00      0.00      0.00
    106.00    -21.00      0.00      0.00
    107.00    -21.00      0.00      0.00
    108.00    -21.00      0.00      0.00
    109.00    -21.00      0.00      0.00
    110.00    -21.00      0.00      0.00
    111.00    -21.00      0.00      0.00
    112.00    -21.00      0.00      0.00
    113.00    -21.00      0.00      0.00
    114.00    -21.00      0.00      0.00
    115.00    -21.00      0.00      0.00
    116.00    -21.00      0.00      0.00
    117.00    -21.00      0.00      0.00
    118.00    -21.00      0.00      0.00
    119.00    -21.00    148.56     19.81
    120.00    -21.00    142.60     28.34
    121.00    -21.00      0.00      0.00
    122.00    -21.00    148.45     20.12
    123.00    -21.00    263.93     43.66
    124.00    -21.00    135.93     17.06
    125.00    -21.00    121.16     16.10
    126.00    -21.00    127.36     12.17
     46.00    -20.00      0.00      0.00
     47.00    -20.00    230.00     18.55
     48.00    -20.00     86.31     18.89
     49.00    -20.00    218.89      8.95
     50.00    -20.00    183.24      7.72
     51.00    -20.00      0.00      0.00
     52.00    -20.00      0.00      0.00
     53.00    -20.00      0.00      0.00
     54.00    -20.00      0.00      0.00
     55.00    -20.00      0.00      0.00
     56.00    -20.00      0.00      0.00
     57.00    -20.00      0.00      0.00
     58.00    -20.00      0.00      0.00
     59.00    -20.00      0.00      0.00
     60.00    -20.00      0.00      0.00
     61.00    -20.00      0.00      0.00
     62.00    -20.00      0.00      0.00
     63.00    -20.00      0.00      0.00
     64.00    -20.00      0.00      0.00
     65.00    -20.00      0.00      0.00
     66.00    -20.00      0.00      0.00
     67.00    -20.00      0.00      0.00
     68.00    -20.00      0.00      0.00
     69.00    -20.00      0.00      0.00
     70.00    -20.00      0.00      0.00
     71.00    -20.00      0.00      0.00
     72.00    -20.00      0.00      0.00
     73.00    -20.00      0.00      0.00
     74.00    -20.00      0.00      0.00
     75.00    -20.00      0.00      0.00
     76.00    -20.00      0.00      0.00
     77.00    -20.00      0.00      0.00
     78.00    -20.00      0.00      0.00
     79.00    -20.00      0.00      0.00
     80.00    -20.00      0.00      0.00
     81.00    -20.00      0.00      0.00
     82.00    -20.00      0.00      0.00
     83.00    -20.00      0.00      0.00
     84.00    -20.00      0.00      0.00
     85.00    -20.00      0.00      0.00
     86.00    -20.00      0.00      0.00
     87.00    -20.00      0.00      0.00
     88.00    -20.00      0.00      0.00
     89.00    -20.00      0.00      0.00
     90.00    -20.00      0.00      0.00
     91.00    -20.00      0.00      0.00
     92.00    -20.00      0.00      0.00
     93.00    -20.00      0.00      0.00
     94.00    -20.00      0.00      0.00
     95.00    -20.00      0.00      0.00
     96.00    -20.00      0.00      0.00
     97.00    -20.00      0.00      0.00
     98.00    -20.00      0.00      0.00
     99.00    -20.00      0.00      0.00
    100.00    -20.00      0.00      0.00
    101.00    -20.00      0.00      0.00
    102.00    -20.00      0.00      0.00
    103.00    -20.00      0.00      0.00
    104.00    -20.00      0.00      0.00
    105.00    -20.00      0.00      0.00
    106.00    -20.00      0.00      0.00
    107.00    -20.00      0.00      0.00
    108.00    -20.00      0.00      0.00
    109.00    -20.00      0.00      0.00
    110.00    -20.00      0.00      0.00
    111.00    -20.00      0.00      0.00
    112.00    -20.00      0.00      0.00
    113.00    -20.00      0.00      0.00
    114.00    -20.00      0.00      0.00
    115.00    -20.00      0.00      0.00
    116.00    -20.00      0.00      0.00
    117.00    -20.00      0.00      0.00
    118.00    -20.00    156.14     21.48
    119.00    -20.00    146.83     22.25
    120.00    -20.00    152.02     19.72
    121.00    -20.00    148.49     23.02
    122.00    -20.00    146.44     18.46
    123.00    -20.00    153.93     12.31
    124.00    -20.00    146.80     12.16
    125.00    -20.00    144.33     19.48
    126.00    -20.00    178.25     20.92
     46.00    -19.00      0.00      0.00
     47.00    -19.00    232.08     16.96
     48.00    -19.00    221.30     14.93
     49.00    -19.00    170.81      8.74
     50.00    -19.00      0.00      0.00
     51.00    -19.00      0.00      0.00
     52.00    -19.00      0.00      0.00
     53.00    -19.00    221.79     13.65
     54.00    -19.00      0.00      0.00
     55.00    -19.00      0.00      0.00
     56.00    -19.00      0.00      0.00
     57.00    -19.00      0.00      0.00
     58.00    -19.00      0.00      0.00
     59.00    -19.00      0.00      0.00
     60.00    -19.00      0.00      0.00
     61.00    -19.00      0.00      0.00
     62.00    -19.00      0.00      0.00
     63.00    -19.00      0.00      0.00
     64.00    -19.00      0.00      0.00
     65.00    -19.00      0.00      0.00
     66.00    -19.00      0.00      0.00
     67.00    -19.00      0.00      0.00
     68.00    -19.00      0.00      0.00
     69.00    -19.00      0.00      0.00
     70.00    -19.00      0.00      0.00
     71.00    -19.00      0.00      0.00
     72.00    -19.00      0.00      0.00
     73.00    -19.00      0.00      0.00
     74.00    -19.00      0.00      0.00
     75.00    -19.00      0.00      0.00
     76.00    -19.00      0.00      0.00
     77.00    -19.00      0.00      0.00
     78.00    -19.00      0.00      0.00
     79.00    -19.00      0.00      0.00
     80.00    -19.00      0.00      0.00
     81.00    -19.00      0.00      0.00
     82.00    -19.00      0.00      0.00
     83.00    -19.00      0.00      0.00
     84.00    -19.00      0.00      0.00
     85.00    -19.00      0.00      0.00
     86.00    -19.00      0.00      0.00
     87.00    -19.00      0.00      0.00
     88.00    -19.00      0.00      0.00
     89.00    -19.00      0.00      0.00
     90.00    -19.00      0.00      0.00
     91.00    -19.00      0.00      0.00
     92.00    -19.00      0.00      0.00
     93.00    -19.00      0.00      0.00
     94.00    -19.00      0.00      0.00
     95.00    -19.00      0.00      0.00
     96.00    -19.00      0.00      0.00
     97.00    -19.00      0.00      0.00
     98.00    -19.00      0.00      0.00
     99.00    -19.00      0.00      0.00
    100.00    -19.00      0.00      0.00
    101.00    -19.00      0.00      0.00
    102.00    -19.00      0.00      0.00
    103.00    -19.00      0.00      0.00
    104.00    -19.00      0.00      0.00
    105.00    -19.00      0.00      0.00
    106.00    -19.00      0.00      0.00
    107.00    -19.00      0.00      0.00
    108.00    -19.00      0.00      0.00
    109.00    -19.00      0.00      0.00
    110.00    -19.00      0.00      0.00
    111.00    -19.00      0.00      0.00
    112.00    -19.00      0.00      0.00
    113.00    -19.00      0.00      0.00
    114.00    -19.00      0.00      0.00
    115.00    -19.00      0.00      0.00
    116.00    -19.00      0.00      0.00
    117.00    -19.00      0.00      0.00
    118.00    -19.00    169.31     15.77
    119.00    -19.00    146.59     17.37
    120.00    -19.00    154.92     14.58
    121.00    -19.00    162.06      9.28
    122.00    -19.00    168.18     11.07
    123.00    -19.00    169.09      9.94
    124.00    -19.00    128.10     20.11
    125.00    -19.00    129.08     18.04
    126.00    -19.00    105.19     16.05
     46.00    -18.00      0.00      0.00
     47.00    -18.00    241.76     20.50
     48.00    -18.00    233.02     12.11
     49.00    -18.00    178.66      8.00
     50.00    -18.00      0.00      0.00
     51.00    -18.00      0.00      0.00
     52.00    -18.00      0.00      0.00
     53.00    -18.00      0.00      0.00
     54.00    -18.00      0.00      0.00
     55.00    -18.00      0.00      0.00
     56.00    -18.00      0.00      0.00
     57.00    -18.00      0.00      0.00
     58.00    -18.00      0.00      0.00
     59.00    -18.00      0.00      0.00
     60.00    -18.00      0.00      0.00
     61.00    -18.00      0.00      0.00
     62.00    -18.00      0.00      0.00
     63.00    -18.00      0.00      0.00
     64.00    -18.00      0.00      0.00
     65.00    -18.00      0.00      0.00
     66.00    -18.00      0.00      0.00
     67.00    -18.00      0.00      0.00
     68.00    -18.00      0.00      0.00
     69.00    -18.00      0.00      0.00
     70.00    -18.00      0.00      0.00
     71.00    -18.00      0.00      0.00
     72.00    -18.00      0.00      0.00
     73.00    -18.00      0.00      0.00
     74.00    -18.00      0.00      0.00
     75.00    -18.00      0.00      0.00
     76.00    -18.00      0.00      0.00
     77.00    -18.00      0.00      0.00
     78.00    -18.00      0.00      0.00
     79.00    -18.00      0.00      0.00
     80.00    -18.00      0.00      0.00
     81.00    -18.00      0.00      0.00
     82.00    -18.00      0.00      0.00
     83.00    -18.00      0.00      0.00
     84.00    -18.00      0.00      0.00
     85.00    -18.00      0.00      0.00
     86.00    -18.00      0.00      0.00
     87.00    -18.00      0.00      0.00
     88.00    -18.00      0.00      0.00
     89.00    -18.00      0.00      0.00
     90.00    -18.00      0.00      0.00
     91.00    -18.00      0.00      0.00
     92.00    -18.00      0.00      0.00
     93.00    -18.00      0.00      0.00
     94.00    -18.00      0.00      0.00
     95.00    -18.00      0.00      0.00
     96.00    -18.00      0.00      0.00
     97.00    -18.00      0.00      0.00
     98.00    -18.00      0.00      0.00
     99.00    -18.00      0.00      0.00
    100.00    -18.00      0.00      0.00
    101.00    -18.00      0.00      0.00
    102.00    -18.00      0.00      0.00
    103.00    -18.00      0.00      0.00
    104.00    -18.00      0.00      0.00
    105.00    -18.00      0.00      0.00
    106.00    -18.00      0.00      0.00
    107.00    -18.00      0.00      0.00
    108.00    -18.00      0.00      0.00
    109.00    -18.00      0.00      0.00
    110.00    -18.00      0.00      0.00
    111.00    -18.00      0.00      0.00
    112.00    -18.00      0.00      0.00
    113.00    -18.00      0.00      0.00
    114.00    -18.00      0.00      0.00
    115.00    -18.00      0.00      0.00
    116.00    -18.00      0.00      0.00
    117.00    -18.00    178.82     13.46
    118.00    -18.00    147.83     18.30
    119.00    -18.00      0.82     66.06
    120.00    -18.00    142.62      4.33
    121.00    -18.00    131.15     18.04
    122.00    -18.00    149.84     19.42
    123.00    -18.00    161.43     16.36
    124.00    -18.00    158.40     15.52
    125.00    -18.00    125.60     18.19
    126.00    -18.00    124.63     16.78
     46.00    -17.00      0.00      0.00
     47.00    -17.00      0.00      0.00
     48.00    -17.00    201.83     14.08
     49.00    -17.00    208.99     16.35
     50.00    -17.00    213.19     11.05
     51.00    -17.00    164.04     13.76
     52.00    -17.00      0.00      0.00
     53.00    -17.00      0.00      0.00
     54.00    -17.00      0.00      0.00
     55.00    -17.00      0.00      0.00
     56.00    -17.00      0.00      0.00
     57.00    -17.00      0.00      0.00
     58.00    -17.00      0.00      0.00
     59.00    -17.00      0.00      0.00
     60.00    -17.00      0.00      0.00
     61.00    -17.00      0.00      0.00
     62.00    -17.00      0.00      0.00
     63.00    -17.00      0.00      0.00
     64.00    -17.00      0.00      0.00
     65.00    -17.00      0.00      0.00
     66.00    -17.00    187.96     12.30
     67.00    -17.00      0.00      0.00
     68.00    -17.00      0.00      0.00
     69.00    -17.00      0.00      0.00
     70.00    -17.00      0.00      0.00
     71.00    -17.00      0.00      0.00
     72.00    -17.00      0.00      0.00
     73.00    -17.00      0.00      0.00
     74.00    -17.00      0.00      0.00
     75.00    -17.00      0.00      0.00
     76.00    -17.00      0.00      0.00
     77.00    -17.00      0.00      0.00
     78.00    -17.00      0.00      0.00
     79.00    -17.00      0.00      0.00
     80.00    -17.00      0.00      0.00
     81.00    -17.00      0.00      0.00
     82.00    -17.00      0.00      0.00
     83.00    -17.00      0.00      0.00
     84.00    -17.00      0.00      0.00
     85.00    -17.00      0.00      0.00
     86.00    -17.00      0.00      0.00
     87.00    -17.00      0.00      0.00
     88.00    -17.00      0.00      0.00
     89.00    -17.00      0.00      0.00
     90.00    -17.00      0.00      0.00
     91.00    -17.00      0.00      0.00
     92.00    -17.00      0.00      0.00
     93.00    -17.00      0.00      0.00
     94.00    -17.00      0.00      0.00
     95.00    -17.00      0.00      0.00
     96.00    -17.00      0.00      0.00
     97.00    -17.00      0.00      0.00
     98.00    -17.00      0.00      0.00
     99.00    -17.00      0.00      0.00
    100.00    -17.00      0.00      0.00
    101.00    -17.00      0.00      0.00
    102.00    -17.00      0.00      0.00
    103.00    -17.00      0.00      0.00
    104.00    -17.00      0.00      0.00
    105.00    -17.00      0.00      0.00
    106.00    -17.00      0.00      0.00
    107.00    -17.00      0.00      0.00
    108.00    -17.00      0.00      0.00
    109.00    -17.00      0.00      0.00
    110.00    -17.00      0.00      0.00
    111.00    -17.00      0.00      0.00
    112.00    -17.00      0.00      0.00
    113.00    -17.00      0.00      0.00
    114.00    -17.00      0.00      0.00
    115.00    -17.00      0.00      0.00
    116.00    -17.00      0.00      0.00
    117.00    -17.00    190.06     14.01
    118.00    -17.00    148.04     40.74
    119.00    -17.00     45.86     31.47
    120.00    -17.00    212.85      7.80
    121.00    -17.00    157.60     15.99
    122.00    -17.00    191.90      7.30
    123.00    -17.00    143.15     19.49
    124.00    -17.00    127.08     19.00
    125.00    -17.00    121.28     13.69
    126.00    -17.00      0.00      0.00
     46.00    -16.00      0.00      0.00
     47.00    -16.00      0.00      0.00
     48.00    -16.00      0.00      0.00
     49.00    -16.00    209.02     13.12
     50.00    -16.00    313.34     16.81
     51.00    -16.00    196.41     11.34
     52.00    -16.00      0.00      0.00
     53.00    -16.00      0.00      0.00
     54.00    -16.00      0.00      0.00
     55.00    -16.00      0.00      0.00
     56.00    -16.00      0.00      0.00
     57.00    -16.00      0.00      0.00
     58.00    -16.00      0.00      0.00
     59.00    -16.00      0.00      0.00
     60.00    -16.00      0.00      0.00
     61.00    -16.00      0.00      0.00
     62.00    -16.00      0.00      0.00
     63.00    -16.00      0.00      0.00
     64.00    -16.00      0.00      0.00
     65.00    -16.00    212.78     10.64
     66.00    -16.00    304.78     68.33
     67.00    -16.00     75.17     46.52
     68.00    -16.00      0.00      0.00
     69.00    -16.00      0.00      0.00
     70.00    -16.00      0.00      0.00
     71.00    -16.00      0.00      0.00
     72.00    -16.00      0.00      0.00
     73.00    -16.00      0.00      0.00
     74.00    -16.00      0.00      0.00
     75.00    -16.00      0.00      0.00
     76.00    -16.00      0.00      0.00
     77.00    -16.00      0.00      0.00
     78.00    -16.00      0.00      0.00
     79.00    -16.00      0.00      0.00
     80.00    -16.00      0.00      0.00
     81.00    -16.00      0.00      0.00
     82.00    -16.00      0.00      0.00
     83.00    -16.00      0.00      0.00
     84.00    -16.00      0.00      0.00
     85.00    -16.00      0.00      0.00
     86.00    -16.00      0.00      0.00
     87.00    -16.00      0.00      0.00
     88.00    -16.00      0.00      0.00
     89.00    -16.00      0.00      0.00
     90.00    -16.00      0.00      0.00
     91.00    -16.00      0.00      0.00
     92.00    -16.00      0.00      0.00
     93.00    -16.00      0.00      0.00
     94.00    -16.00      0.00      0.00
     95.00    -16.00      0.00      0.00
     96.00    -16.00      0.00      0.00
     97.00    -16.00      0.00      0.00
     98.00    -16.00      0.00      0.00
     99.00    -16.00      0.00      0.00
    100.00    -16.00      0.00      0.00
    101.00    -16.00      0.00      0.00
    102.00    -16.00      0.00      0.00
    103.00    -16.00      0.00      0.00
    104.00    -16.00      0.00      0.00
    105.00    -16.00      0.00      0.00
    106.00    -16.00      0.00      0.00
    107.00    -16.00      0.00      0.00
    108.00    -16.00      0.00      0.00
    109.00    -16.00      0.00      0.00
    110.00    -16.00      0.00      0.00
    111.00    -16.00      0.00      0.00
    112.00    -16.00      0.00      0.00
    113.00    -16.00      0.00      0.00
    114.00    -16.00      0.00      0.00
    115.00    -16.00      0.00      0.00
    116.00    -16.00      0.00      0.00
    117.00    -16.00     24.02     29.88
    118.00    -16.00    132.02     25.17
    119.00    -16.00    209.33      6.52
    120.00    -16.00    215.82     16.31
    121.00    -16.00    102.83     15.34
    122.00    -16.00    110.79     14.29
    123.00    -16.00    112.36     18.24
    124.00    -16.00    116.35     19.75
    125.00    -16.00     94.59     17.37
    126.00    -16.00     89.94     11.43
     46.00    -15.00      0.00      0.00
     47.00    -15.00      0.00      0.00
     48.00    -15.00      0.00      0.00
     49.00    -15.00    236.21     16.94
     50.00    -15.00    211.53     12.38
     51.00    -15.00      0.00      0.00
     52.00    -15.00      0.00      0.00
     53.00    -15.00      0.00      0.00
     54.00    -15.00      0.00      0.00
     55.00    -15.00      0.00      0.00
     56.00    -15.00      0.00      0.00
     57.00    -15.00      0.00      0.00
     58.00    -15.00      0.00      0.00
     59.00    -15.00      0.00      0.00
     60.00    -15.00      0.00      0.00
     61.00    -15.00      0.00      0.00
     62.00    -15.00      0.00      0.00
     63.00    -15.00      0.00      0.00
     64.00    -15.00    229.67     14.17
     65.00    -15.00      0.00      0.00
     66.00    -15.00      0.00      0.00
     67.00    -15.00      0.00      0.00
     68.00    -15.00    243.18     18.15
     69.00    -15.00    213.04      4.91
     70.00    -15.00      0.00      0.00
     71.00    -15.00      0.00      0.00
     72.00    -15.00      0.00      0.00
     73.00    -15.00      0.00      0.00
     74.00    -15.00      0.00      0.00
     75.00    -15.00      0.00      0.00
     76.00    -15.00      0.00      0.00
     77.00    -15.00      0.00      0.00
     78.00    -15.00      0.00      0.00
     79.00    -15.00      0.00      0.00
     80.00    -15.00      0.00      0.00
     81.00    -15.00      0.00      0.00
     82.00    -15.00      0.00      0.00
     83.00    -15.00      0.00      0.00
     84.00    -15.00      0.00      0.00
     85.00    -15.00      0.00      0.00
     86.00    -15.00      0.00      0.00
     87.00    -15.00      0.00      0.00
     88.00    -15.00      0.00      0.00
     89.00    -15.00      0.00      0.00
     90.00    -15.00      0.00      0.00
     91.00    -15.00      0.00      0.00
     92.00    -15.00      0.00      0.00
     93.00    -15.00      0.00      0.00
     94.00    -15.00      0.00      0.00
     95.00    -15.00      0.00      0.00
     96.00    -15.00      0.00      0.00
     97.00    -15.00      0.00      0.00
     98.00    -15.00      0.00      0.00
     99.00    -15.00      0.00      0.00
    100.00    -15.00      0.00      0.00
    101.00    -15.00      0.00      0.00
    102.00    -15.00      0.00      0.00
    103.00    -15.00      0.00      0.00
    104.00    -15.00      0.00      0.00
    105.00    -15.00      0.00      0.00
    106.00    -15.00      0.00      0.00
    107.00    -15.00      0.00      0.00
    108.00    -15.00      0.00      0.00
    109.00    -15.00      0.00      0.00
    110.00    -15.00      0.00      0.00
    111.00    -15.00      0.00      0.00
    112.00    -15.00      0.00      0.00
    113.00    -15.00      0.00      0.00
    114.00    -15.00      0.00      0.00
    115.00    -15.00      0.00      0.00
    116.00    -15.00      0.00      0.00
    117.00    -15.00    225.93      9.98
    118.00    -15.00    144.89      6.91
    119.00    -15.00    130.26     30.55
    120.00    -15.00     30.68     10.93
    121.00    -15.00    317.78      6.89
    122.00    -15.00    102.46     14.10
    123.00    -15.00    113.96     19.30
    124.00    -15.00    123.79     16.94
    125.00    -15.00      0.00      0.00
    126.00    -15.00    111.81     18.60
     46.00    -14.00      0.00      0.00
     47.00    -14.00      0.00      0.00
     48.00    -14.00      0.00      0.00
     49.00    -14.00    234.37      7.47
     50.00    -14.00      0.00      0.00
     51.00    -14.00      0.00      0.00
     52.00    -14.00      0.00      0.00
     53.00    -14.00      0.00      0.00
     54.00    -14.00      0.00      0.00
     55.00    -14.00      0.00      0.00
     56.00    -14.00      0.00      0.00
     57.00    -14.00      0.00      0.00
     58.00    -14.00      0.00      0.00
     59.00    -14.00      0.00      0.00
     60.00    -14.00      0.00      0.00
     61.00    -14.00      0.00      0.00
     62.00    -14.00      0.00      0.00
     63.00    -14.00    233.93     16.49
     64.00    -14.00    244.93     13.39
     65.00    -14.00    230.17     16.54
     66.00    -14.00      0.00      0.00
     67.00    -14.00    197.20     21.37
     68.00    -14.00      0.00      0.00
     69.00    -14.00      0.00      0.00
     70.00    -14.00      0.00      0.00
     71.00    -14.00      0.00      0.00
     72.00    -14.00      0.00      0.00
     73.00    -14.00      0.00      0.00
     74.00    -14.00      0.00      0.00
     75.00    -14.00      0.00      0.00
     76.00    -14.00      0.00      0.00
     77.00    -14.00    239.60      9.47
     78.00    -14.00    179.28     10.17
     79.00    -14.00      0.00      0.00
     80.00    -14.00      0.00      0.00
     81.00    -14.00      0.00      0.00
     82.00    -14.00      0.00      0.00
     83.00    -14.00      0.00      0.00
     84.00    -14.00      0.00      0.00
     85.00    -14.00      0.00      0.00
     86.00    -14.00      0.00      0.00
     87.00    -14.00      0.00      0.00
     88.00    -14.00      0.00      0.00
     89.00    -14.00      0.00      0.00
     90.00    -14.00      0.00      0.00
     91.00    -14.00      0.00      0.00
     92.00    -14.00      0.00      0.00
     93.00    -14.00      0.00      0.00
     94.00    -14.00      0.00      0.00
     95.00    -14.00      0.00      0.00
     96.00    -14.00      0.00      0.00
     97.00    -14.00      0.00      0.00
     98.00    -14.00      0.00      0.00
     99.00    -14.00      0.00      0.00
    100.00    -14.00      0.00      0.00
    101.00    -14.00    150.40      1.91
    102.00    -14.00      0.00      0.00
    103.00    -14.00      0.00      0.00
    104.00    -14.00      0.00      0.00
    105.00    -14.00      0.00      0.00
    106.00    -14.00      0.00      0.00
    107.00    -14.00      0.00      0.00
    108.00    -14.00      0.00      0.00
    109.00    -14.00      0.00      0.00
    110.00    -14.00      0.00      0.00
    111.00    -14.00      0.00      0.00
    112.00    -14.00      0.00      0.00
    113.00    -14.00      0.00      0.00
    114.00    -14.00      0.00      0.00
    115.00    -14.00      0.00      0.00
    116.00    -14.00      0.00      0.00
    117.00    -14.00    188.10      6.02
    118.00    -14.00    225.32      6.04
    119.00    -14.00    249.40      7.33
    120.00    -14.00    335.51      5.37
    121.00    -14.00    272.02     31.75
    122.00    -14.00     66.50     18.75
    123.00    -14.00     52.68     10.22
    124.00    -14.00     69.36     12.88
    125.00    -14.00     71.73      9.67
    126.00    -14.00    117.19     10.17
     46.00    -13.00      0.00      0.00
     47.00    -13.00      0.00      0.00
     48.00    -13.00    240.82     15.74
     49.00    -13.00      0.00      0.00
     50.00    -13.00      0.00      0.00
     51.00    -13.00      0.00      0.00
     52.00    -13.00      0.00      0.00
     53.00    -13.00      0.00      0.00
     54.00    -13.00      0.00      0.00
     55.00    -13.00      0.00      0.00
     56.00    -13.00      0.00      0.00
     57.00    -13.00      0.00      0.00
     58.00    -13.00      0.00      0.00
     59.00    -13.00      0.00      0.00
     60.00    -13.00      0.00      0.00
     61.00    -13.00      0.00      0.00
     62.00    -13.00      0.00      0.00
     63.00    -13.00    252.55     11.94
     64.00    -13.00      0.00      0.00
     65.00    -13.00    220.49     13.74
     66.00    -13.00    226.39     18.21
     67.00    -13.00    225.43     20.88
     68.00    -13.00    156.33     24.34
     69.00    -13.00      0.00      0.00
     70.00    -13.00      0.00      0.00
     71.00    -13.00      0.00      0.00
     72.00    -13.00    228.13      7.47
     73.00    -13.00    210.74      8.48
     74.00    -13.00    237.75      7.16
     75.00    -13.00      0.00      0.00
     76.00    -13.00      0.00      0.00
     77.00    -13.00    245.38      5.70
     78.00    -13.00    209.63      5.61
     79.00    -13.00      0.00      0.00
     80.00    -13.00      0.00      0.00
     81.00    -13.00      0.00      0.00
     82.00    -13.00      0.00      0.00
     83.00    -13.00      0.00      0.00
     84.00    -13.00      0.00      0.00
     85.00    -13.00      0.00      0.00
     86.00    -13.00      0.00      0.00
     87.00    -13.00      0.00      0.00
     88.00    -13.00      0.00      0.00
     89.00    -13.00      0.00      0.00
     90.00    -13.00      0.00      0.00
     91.00    -13.00      0.00      0.00
     92.00    -13.00    130.70     10.56
     93.00    -13.00      0.00      0.00
     94.00    -13.00      0.00      0.00
     95.00    -13.00      0.00      0.00
     96.00    -13.00      0.00      0.00
     97.00    -13.00      0.00      0.00
     98.00    -13.00      0.00      0.00
     99.00    -13.00      0.00      0.00
    100.00    -13.00      0.00      0.00
    101.00    -13.00      0.00      0.00
    102.00    -13.00    110.71      7.73
    103.00    -13.00      0.00      0.00
    104.00    -13.00      0.00      0.00
    105.00    -13.00      0.00      0.00
    106.00    -13.00      0.00      0.00
    107.00    -13.00      0.00      0.00
    108.00    -13.00      0.00      0.00
    109.00    -13.00      0.00      0.00
    110.00    -13.00      0.00      0.00
    111.00    -13.00      0.00      0.00
    112.00    -13.00      0.00      0.00
    113.00    -13.00      0.00      0.00
    114.00    -13.00      0.00      0.00
    115.00    -13.00      0.00      0.00
    116.00    -13.00      0.00      0.00
    117.00    -13.00      0.00      0.00
    118.00    -13.00    154.10      7.34
    119.00    -13.00    285.83      4.36
    120.00    -13.00    305.35    104.92
