(38.865, 36.325)	(38.974, 36.317)	(39.083, 36.308)	(39.192, 36.300)	(39.300, 36.292)	(39.408, 36.284)	(39.515, 36.276)	(39.622, 36.268)	(39.729, 36.260)	(39.835, 36.252)	(39.941, 36.244)	(40.047, 36.236)	(40.152, 36.228)	(40.257, 36.220)	(40.362, 36.213)	(40.466, 36.205)	(40.570, 36.197)	(40.674, 36.190)	(40.777, 36.182)	(40.880, 36.174)	(40.983, 36.167)	(41.085, 36.159)	(41.187, 36.152)	(41.289, 36.144)	(41.390, 36.137)	(41.491, 36.130)	(41.592, 36.122)	(41.693, 36.115)	(41.793, 36.108)	(41.893, 36.101)	(41.992, 36.093)	(42.092, 36.086)	(42.191, 36.079)	(42.290, 36.072)	(42.388, 36.065)	(42.487, 36.058)	(42.585, 36.051)	(42.682, 36.044)	(42.780, 36.037)	(42.877, 36.030)	(42.974, 36.023)	(43.071, 36.016)	(43.167, 36.009)	(43.263, 36.003)	(43.359, 35.996)	(43.455, 35.989)	(43.550, 35.982)	(43.645, 35.976)	(43.740, 35.969)	(43.835, 35.962)	(43.929, 35.956)	(44.024, 35.949)	(44.118, 35.943)	(44.211, 35.936)	(44.305, 35.930)	(44.398, 35.923)	(44.491, 35.917)	(44.584, 35.910)	(44.676, 35.904)	(44.769, 35.898)	(44.861, 35.891)	(44.953, 35.885)	(45.045, 35.879)	(45.136, 35.873)	(45.227, 35.866)	(45.318, 35.860)	(45.409, 35.854)	(45.500, 35.848)	(45.590, 35.842)	(45.681, 35.836)	(45.771, 35.830)	(45.860, 35.823)	(45.950, 35.817)	(46.040, 35.811)	(46.129, 35.805)	(46.218, 35.800)	(46.307, 35.794)	(46.395, 35.788)	(46.484, 35.782)	(46.572, 35.776)	(46.660, 35.770)	(46.748, 35.764)	(46.836, 35.759)	(46.923, 35.753)	(47.010, 35.747)	(47.098, 35.741)	(47.185, 35.736)	(47.271, 35.730)	(47.358, 35.724)	(47.444, 35.719)	(47.531, 35.713)	(47.617, 35.707)	(47.703, 35.702)	(47.788, 35.696)	(47.874, 35.691)	(47.959, 35.685)	(48.045, 35.680)	(48.130, 35.674)	(48.215, 35.669)	(48.299, 35.663)	
(40.267, 34.829)	(40.370, 34.822)	(40.471, 34.814)	(40.573, 34.807)	(40.674, 34.800)	(40.775, 34.793)	(40.876, 34.786)	(40.976, 34.778)	(41.076, 34.771)	(41.176, 34.764)	(41.276, 34.757)	(41.375, 34.750)	(41.474, 34.743)	(41.573, 34.736)	(41.671, 34.730)	(41.769, 34.723)	(41.867, 34.716)	(41.964, 34.709)	(42.062, 34.702)	(42.159, 34.696)	(42.255, 34.689)	(42.352, 34.682)	(42.448, 34.676)	(42.544, 34.669)	(42.640, 34.662)	(42.735, 34.656)	(42.830, 34.649)	(42.925, 34.643)	(43.020, 34.636)	(43.114, 34.630)	(43.209, 34.623)	(43.303, 34.617)	(43.396, 34.611)	(43.490, 34.604)	(43.583, 34.598)	(43.676, 34.592)	(43.769, 34.585)	(43.861, 34.579)	(43.954, 34.573)	(44.046, 34.567)	(44.138, 34.561)	(44.229, 34.554)	(44.321, 34.548)	(44.412, 34.542)	(44.503, 34.536)	(44.594, 34.530)	(44.684, 34.524)	(44.775, 34.518)	(44.865, 34.512)	(44.955, 34.506)	(45.045, 34.500)	(45.134, 34.495)	(45.223, 34.489)	(45.313, 34.483)	(45.402, 34.477)	(45.490, 34.471)	(45.579, 34.465)	(45.667, 34.460)	(45.755, 34.454)	(45.843, 34.448)	(45.931, 34.443)	(46.019, 34.437)	(46.106, 34.431)	(46.193, 34.426)	(46.280, 34.420)	(46.367, 34.414)	(46.454, 34.409)	(46.540, 34.403)	(46.626, 34.398)	(46.713, 34.392)	(46.798, 34.387)	(46.884, 34.381)	(46.970, 34.376)	(47.055, 34.371)	(47.140, 34.365)	(47.225, 34.360)	(47.310, 34.354)	(47.395, 34.349)	(47.480, 34.344)	(47.564, 34.339)	(47.648, 34.333)	(47.732, 34.328)	(47.816, 34.323)	(47.900, 34.318)	(47.983, 34.312)	(48.067, 34.307)	(48.150, 34.302)	(48.233, 34.297)	(48.316, 34.292)	(48.399, 34.287)	(48.482, 34.282)	(48.564, 34.277)	(48.646, 34.272)	(48.729, 34.267)	(48.811, 34.262)	(48.892, 34.257)	(48.974, 34.252)	(49.056, 34.247)	(49.137, 34.242)	(49.219, 34.237)	
(40.326, 34.762)	(40.428, 34.755)	(40.530, 34.748)	(40.631, 34.741)	(40.732, 34.733)	(40.833, 34.726)	(40.934, 34.719)	(41.034, 34.712)	(41.133, 34.705)	(41.233, 34.698)	(41.332, 34.691)	(41.431, 34.684)	(41.530, 34.677)	(41.628, 34.670)	(41.726, 34.663)	(41.824, 34.657)	(41.922, 34.650)	(42.019, 34.643)	(42.116, 34.636)	(42.213, 34.630)	(42.309, 34.623)	(42.406, 34.616)	(42.501, 34.610)	(42.597, 34.603)	(42.693, 34.597)	(42.788, 34.590)	(42.883, 34.584)	(42.978, 34.577)	(43.072, 34.571)	(43.166, 34.564)	(43.260, 34.558)	(43.354, 34.551)	(43.447, 34.545)	(43.541, 34.539)	(43.634, 34.532)	(43.727, 34.526)	(43.819, 34.520)	(43.911, 34.514)	(44.004, 34.508)	(44.095, 34.501)	(44.187, 34.495)	(44.279, 34.489)	(44.370, 34.483)	(44.461, 34.477)	(44.552, 34.471)	(44.642, 34.465)	(44.733, 34.459)	(44.823, 34.453)	(44.913, 34.447)	(45.003, 34.441)	(45.092, 34.435)	(45.181, 34.430)	(45.271, 34.424)	(45.359, 34.418)	(45.448, 34.412)	(45.537, 34.406)	(45.625, 34.401)	(45.713, 34.395)	(45.801, 34.389)	(45.889, 34.383)	(45.977, 34.378)	(46.064, 34.372)	(46.151, 34.367)	(46.238, 34.361)	(46.325, 34.355)	(46.412, 34.350)	(46.498, 34.344)	(46.584, 34.339)	(46.671, 34.333)	(46.757, 34.328)	(46.842, 34.322)	(46.928, 34.317)	(47.013, 34.312)	(47.099, 34.306)	(47.184, 34.301)	(47.268, 34.295)	(47.353, 34.290)	(47.438, 34.285)	(47.522, 34.280)	(47.606, 34.274)	(47.690, 34.269)	(47.774, 34.264)	(47.858, 34.259)	(47.942, 34.253)	(48.025, 34.248)	(48.108, 34.243)	(48.191, 34.238)	(48.274, 34.233)	(48.357, 34.228)	(48.440, 34.223)	(48.522, 34.218)	(48.605, 34.213)	(48.687, 34.208)	(48.769, 34.203)	(48.851, 34.198)	(48.932, 34.193)	(49.014, 34.188)	(49.095, 34.183)	(49.177, 34.178)	(49.258, 34.173)	
(40.385, 34.696)	(40.487, 34.688)	(40.588, 34.681)	(40.689, 34.674)	(40.790, 34.667)	(40.890, 34.660)	(40.991, 34.653)	(41.090, 34.646)	(41.190, 34.639)	(41.289, 34.632)	(41.388, 34.625)	(41.487, 34.618)	(41.585, 34.611)	(41.684, 34.604)	(41.781, 34.597)	(41.879, 34.591)	(41.976, 34.584)	(42.073, 34.577)	(42.170, 34.570)	(42.267, 34.564)	(42.363, 34.557)	(42.459, 34.550)	(42.555, 34.544)	(42.650, 34.537)	(42.745, 34.531)	(42.840, 34.524)	(42.935, 34.518)	(43.030, 34.511)	(43.124, 34.505)	(43.218, 34.499)	(43.312, 34.492)	(43.405, 34.486)	(43.498, 34.480)	(43.591, 34.473)	(43.684, 34.467)	(43.777, 34.461)	(43.869, 34.455)	(43.961, 34.448)	(44.053, 34.442)	(44.145, 34.436)	(44.236, 34.430)	(44.328, 34.424)	(44.419, 34.418)	(44.509, 34.412)	(44.600, 34.406)	(44.690, 34.400)	(44.781, 34.394)	(44.871, 34.388)	(44.960, 34.382)	(45.050, 34.376)	(45.139, 34.370)	(45.228, 34.365)	(45.317, 34.359)	(45.406, 34.353)	(45.495, 34.347)	(45.583, 34.341)	(45.671, 34.336)	(45.759, 34.330)	(45.847, 34.324)	(45.935, 34.319)	(46.022, 34.313)	(46.109, 34.307)	(46.196, 34.302)	(46.283, 34.296)	(46.370, 34.291)	(46.456, 34.285)	(46.542, 34.280)	(46.629, 34.274)	(46.715, 34.269)	(46.800, 34.263)	(46.886, 34.258)	(46.971, 34.253)	(47.057, 34.247)	(47.142, 34.242)	(47.227, 34.236)	(47.311, 34.231)	(47.396, 34.226)	(47.480, 34.221)	(47.564, 34.215)	(47.649, 34.210)	(47.732, 34.205)	(47.816, 34.200)	(47.900, 34.194)	(47.983, 34.189)	(48.066, 34.184)	(48.150, 34.179)	(48.232, 34.174)	(48.315, 34.169)	(48.398, 34.164)	(48.480, 34.159)	(48.563, 34.154)	(48.645, 34.149)	(48.727, 34.144)	(48.809, 34.139)	(48.891, 34.134)	(48.972, 34.129)	(49.054, 34.124)	(49.135, 34.119)	(49.216, 34.114)	(49.297, 34.109)	
(40.444, 34.629)	(40.545, 34.622)	(40.646, 34.615)	(40.747, 34.608)	(40.847, 34.601)	(40.948, 34.594)	(41.047, 34.587)	(41.147, 34.580)	(41.246, 34.573)	(41.345, 34.566)	(41.444, 34.559)	(41.542, 34.552)	(41.641, 34.545)	(41.739, 34.538)	(41.836, 34.531)	(41.933, 34.525)	(42.031, 34.518)	(42.127, 34.511)	(42.224, 34.505)	(42.320, 34.498)	(42.416, 34.491)	(42.512, 34.485)	(42.607, 34.478)	(42.703, 34.472)	(42.798, 34.465)	(42.892, 34.459)	(42.987, 34.452)	(43.081, 34.446)	(43.175, 34.440)	(43.269, 34.433)	(43.363, 34.427)	(43.456, 34.421)	(43.549, 34.414)	(43.642, 34.408)	(43.734, 34.402)	(43.827, 34.396)	(43.919, 34.389)	(44.011, 34.383)	(44.102, 34.377)	(44.194, 34.371)	(44.285, 34.365)	(44.376, 34.359)	(44.467, 34.353)	(44.558, 34.347)	(44.648, 34.341)	(44.738, 34.335)	(44.828, 34.329)	(44.918, 34.323)	(45.008, 34.317)	(45.097, 34.311)	(45.186, 34.306)	(45.275, 34.300)	(45.364, 34.294)	(45.452, 34.288)	(45.541, 34.283)	(45.629, 34.277)	(45.717, 34.271)	(45.805, 34.265)	(45.892, 34.260)	(45.980, 34.254)	(46.067, 34.249)	(46.154, 34.243)	(46.241, 34.237)	(46.328, 34.232)	(46.414, 34.226)	(46.500, 34.221)	(46.587, 34.215)	(46.672, 34.210)	(46.758, 34.204)	(46.844, 34.199)	(46.929, 34.194)	(47.015, 34.188)	(47.100, 34.183)	(47.185, 34.178)	(47.269, 34.172)	(47.354, 34.167)	(47.438, 34.162)	(47.522, 34.156)	(47.607, 34.151)	(47.690, 34.146)	(47.774, 34.141)	(47.858, 34.136)	(47.941, 34.130)	(48.024, 34.125)	(48.108, 34.120)	(48.191, 34.115)	(48.273, 34.110)	(48.356, 34.105)	(48.438, 34.100)	(48.521, 34.095)	(48.603, 34.090)	(48.685, 34.085)	(48.767, 34.080)	(48.849, 34.075)	(48.930, 34.070)	(49.012, 34.065)	(49.093, 34.060)	(49.174, 34.055)	(49.255, 34.050)	(49.336, 34.046)	
(40.502, 34.563)	(40.603, 34.556)	(40.704, 34.549)	(40.804, 34.541)	(40.904, 34.534)	(41.004, 34.527)	(41.104, 34.520)	(41.203, 34.513)	(41.302, 34.506)	(41.401, 34.500)	(41.499, 34.493)	(41.598, 34.486)	(41.696, 34.479)	(41.793, 34.472)	(41.891, 34.466)	(41.988, 34.459)	(42.084, 34.452)	(42.181, 34.446)	(42.277, 34.439)	(42.373, 34.432)	(42.469, 34.426)	(42.565, 34.419)	(42.660, 34.413)	(42.755, 34.406)	(42.850, 34.400)	(42.944, 34.393)	(43.039, 34.387)	(43.133, 34.380)	(43.226, 34.374)	(43.320, 34.368)	(43.413, 34.362)	(43.506, 34.355)	(43.599, 34.349)	(43.692, 34.343)	(43.784, 34.337)	(43.876, 34.330)	(43.968, 34.324)	(44.060, 34.318)	(44.152, 34.312)	(44.243, 34.306)	(44.334, 34.300)	(44.425, 34.294)	(44.515, 34.288)	(44.606, 34.282)	(44.696, 34.276)	(44.786, 34.270)	(44.876, 34.264)	(44.965, 34.258)	(45.055, 34.253)	(45.144, 34.247)	(45.233, 34.241)	(45.322, 34.235)	(45.410, 34.229)	(45.499, 34.224)	(45.587, 34.218)	(45.675, 34.212)	(45.763, 34.207)	(45.850, 34.201)	(45.938, 34.195)	(46.025, 34.190)	(46.112, 34.184)	(46.199, 34.179)	(46.285, 34.173)	(46.372, 34.167)	(46.458, 34.162)	(46.544, 34.156)	(46.630, 34.151)	(46.716, 34.146)	(46.802, 34.140)	(46.887, 34.135)	(46.972, 34.129)	(47.058, 34.124)	(47.142, 34.119)	(47.227, 34.113)	(47.312, 34.108)	(47.396, 34.103)	(47.480, 34.098)	(47.564, 34.092)	(47.648, 34.087)	(47.732, 34.082)	(47.816, 34.077)	(47.899, 34.072)	(47.982, 34.066)	(48.066, 34.061)	(48.148, 34.056)	(48.231, 34.051)	(48.314, 34.046)	(48.396, 34.041)	(48.479, 34.036)	(48.561, 34.031)	(48.643, 34.026)	(48.725, 34.021)	(48.807, 34.016)	(48.888, 34.011)	(48.970, 34.006)	(49.051, 34.001)	(49.132, 33.997)	(49.213, 33.992)	(49.294, 33.987)	(49.375, 33.982)	
(40.559, 34.497)	(40.660, 34.489)	(40.761, 34.482)	(40.861, 34.475)	(40.961, 34.468)	(41.061, 34.461)	(41.160, 34.454)	(41.259, 34.447)	(41.358, 34.441)	(41.456, 34.434)	(41.555, 34.427)	(41.652, 34.420)	(41.750, 34.413)	(41.848, 34.407)	(41.945, 34.400)	(42.041, 34.393)	(42.138, 34.386)	(42.234, 34.380)	(42.330, 34.373)	(42.426, 34.367)	(42.522, 34.360)	(42.617, 34.354)	(42.712, 34.347)	(42.807, 34.341)	(42.901, 34.334)	(42.996, 34.328)	(43.090, 34.322)	(43.184, 34.315)	(43.277, 34.309)	(43.371, 34.303)	(43.464, 34.296)	(43.557, 34.290)	(43.649, 34.284)	(43.742, 34.278)	(43.834, 34.271)	(43.926, 34.265)	(44.017, 34.259)	(44.109, 34.253)	(44.200, 34.247)	(44.291, 34.241)	(44.382, 34.235)	(44.473, 34.229)	(44.563, 34.223)	(44.654, 34.217)	(44.744, 34.211)	(44.833, 34.205)	(44.923, 34.199)	(45.012, 34.194)	(45.102, 34.188)	(45.191, 34.182)	(45.279, 34.176)	(45.368, 34.170)	(45.456, 34.165)	(45.544, 34.159)	(45.632, 34.153)	(45.720, 34.148)	(45.808, 34.142)	(45.895, 34.136)	(45.983, 34.131)	(46.070, 34.125)	(46.157, 34.120)	(46.243, 34.114)	(46.330, 34.109)	(46.416, 34.103)	(46.502, 34.098)	(46.588, 34.092)	(46.674, 34.087)	(46.760, 34.081)	(46.845, 34.076)	(46.930, 34.071)	(47.015, 34.065)	(47.100, 34.060)	(47.185, 34.055)	(47.270, 34.049)	(47.354, 34.044)	(47.438, 34.039)	(47.522, 34.034)	(47.606, 34.028)	(47.690, 34.023)	(47.774, 34.018)	(47.857, 34.013)	(47.940, 34.008)	(48.023, 34.003)	(48.106, 33.998)	(48.189, 33.992)	(48.272, 33.987)	(48.354, 33.982)	(48.437, 33.977)	(48.519, 33.972)	(48.601, 33.967)	(48.683, 33.962)	(48.765, 33.957)	(48.846, 33.953)	(48.928, 33.948)	(49.009, 33.943)	(49.090, 33.938)	(49.171, 33.933)	(49.252, 33.928)	(49.333, 33.923)	(49.413, 33.918)	
(40.617, 34.430)	(40.717, 34.423)	(40.818, 34.416)	(40.918, 34.409)	(41.017, 34.402)	(41.117, 34.395)	(41.216, 34.388)	(41.315, 34.382)	(41.413, 34.375)	(41.511, 34.368)	(41.609, 34.361)	(41.707, 34.354)	(41.804, 34.348)	(41.902, 34.341)	(41.998, 34.334)	(42.095, 34.328)	(42.191, 34.321)	(42.287, 34.314)	(42.383, 34.308)	(42.479, 34.301)	(42.574, 34.295)	(42.669, 34.288)	(42.764, 34.282)	(42.859, 34.275)	(42.953, 34.269)	(43.047, 34.263)	(43.141, 34.256)	(43.234, 34.250)	(43.328, 34.244)	(43.421, 34.237)	(43.514, 34.231)	(43.606, 34.225)	(43.699, 34.219)	(43.791, 34.213)	(43.883, 34.206)	(43.975, 34.200)	(44.066, 34.194)	(44.158, 34.188)	(44.249, 34.182)	(44.340, 34.176)	(44.430, 34.170)	(44.521, 34.164)	(44.611, 34.158)	(44.701, 34.152)	(44.791, 34.147)	(44.880, 34.141)	(44.970, 34.135)	(45.059, 34.129)	(45.148, 34.123)	(45.237, 34.117)	(45.325, 34.112)	(45.414, 34.106)	(45.502, 34.100)	(45.590, 34.095)	(45.678, 34.089)	(45.766, 34.083)	(45.853, 34.078)	(45.940, 34.072)	(46.027, 34.066)	(46.114, 34.061)	(46.201, 34.055)	(46.287, 34.050)	(46.374, 34.044)	(46.460, 34.039)	(46.546, 34.033)	(46.632, 34.028)	(46.717, 34.023)	(46.803, 34.017)	(46.888, 34.012)	(46.973, 34.007)	(47.058, 34.001)	(47.143, 33.996)	(47.227, 33.991)	(47.312, 33.985)	(47.396, 33.980)	(47.480, 33.975)	(47.564, 33.970)	(47.648, 33.965)	(47.731, 33.959)	(47.815, 33.954)	(47.898, 33.949)	(47.981, 33.944)	(48.064, 33.939)	(48.147, 33.934)	(48.230, 33.929)	(48.312, 33.924)	(48.395, 33.919)	(48.477, 33.914)	(48.559, 33.909)	(48.641, 33.904)	(48.722, 33.899)	(48.804, 33.894)	(48.885, 33.889)	(48.967, 33.884)	(49.048, 33.879)	(49.129, 33.874)	(49.210, 33.869)	(49.291, 33.865)	(49.371, 33.860)	(49.452, 33.855)	
(40.674, 34.364)	(40.774, 34.357)	(40.874, 34.350)	(40.974, 34.343)	(41.073, 34.336)	(41.172, 34.329)	(41.271, 34.323)	(41.370, 34.316)	(41.468, 34.309)	(41.566, 34.302)	(41.664, 34.295)	(41.761, 34.289)	(41.858, 34.282)	(41.955, 34.275)	(42.052, 34.269)	(42.148, 34.262)	(42.244, 34.255)	(42.340, 34.249)	(42.436, 34.242)	(42.531, 34.236)	(42.626, 34.229)	(42.721, 34.223)	(42.816, 34.216)	(42.910, 34.210)	(43.004, 34.204)	(43.098, 34.197)	(43.192, 34.191)	(43.285, 34.185)	(43.378, 34.179)	(43.471, 34.172)	(43.564, 34.166)	(43.656, 34.160)	(43.748, 34.154)	(43.840, 34.148)	(43.932, 34.142)	(44.024, 34.135)	(44.115, 34.129)	(44.206, 34.123)	(44.297, 34.117)	(44.388, 34.111)	(44.478, 34.105)	(44.568, 34.100)	(44.658, 34.094)	(44.748, 34.088)	(44.838, 34.082)	(44.927, 34.076)	(45.017, 34.070)	(45.106, 34.064)	(45.194, 34.059)	(45.283, 34.053)	(45.371, 34.047)	(45.460, 34.041)	(45.548, 34.036)	(45.635, 34.030)	(45.723, 34.025)	(45.811, 34.019)	(45.898, 34.013)	(45.985, 34.008)	(46.072, 34.002)	(46.159, 33.997)	(46.245, 33.991)	(46.331, 33.986)	(46.418, 33.980)	(46.504, 33.975)	(46.589, 33.969)	(46.675, 33.964)	(46.760, 33.959)	(46.846, 33.953)	(46.931, 33.948)	(47.016, 33.943)	(47.101, 33.937)	(47.185, 33.932)	(47.270, 33.927)	(47.354, 33.921)	(47.438, 33.916)	(47.522, 33.911)	(47.606, 33.906)	(47.689, 33.901)	(47.773, 33.896)	(47.856, 33.890)	(47.939, 33.885)	(48.022, 33.880)	(48.105, 33.875)	(48.188, 33.870)	(48.270, 33.865)	(48.352, 33.860)	(48.435, 33.855)	(48.517, 33.850)	(48.599, 33.845)	(48.680, 33.840)	(48.762, 33.835)	(48.843, 33.830)	(48.925, 33.825)	(49.006, 33.821)	(49.087, 33.816)	(49.168, 33.811)	(49.248, 33.806)	(49.329, 33.801)	(49.409, 33.797)	(49.490, 33.792)	
(40.730, 34.298)	(40.830, 34.291)	(40.930, 34.284)	(41.030, 34.278)	(41.129, 34.271)	(41.228, 34.264)	(41.326, 34.257)	(41.425, 34.250)	(41.523, 34.243)	(41.620, 34.237)	(41.718, 34.230)	(41.815, 34.223)	(41.912, 34.216)	(42.009, 34.210)	(42.105, 34.203)	(42.201, 34.197)	(42.297, 34.190)	(42.393, 34.184)	(42.488, 34.177)	(42.583, 34.171)	(42.678, 34.164)	(42.773, 34.158)	(42.867, 34.151)	(42.961, 34.145)	(43.055, 34.139)	(43.149, 34.132)	(43.242, 34.126)	(43.335, 34.120)	(43.428, 34.114)	(43.521, 34.107)	(43.613, 34.101)	(43.705, 34.095)	(43.798, 34.089)	(43.889, 34.083)	(43.981, 34.077)	(44.072, 34.071)	(44.163, 34.065)	(44.254, 34.059)	(44.345, 34.053)	(44.435, 34.047)	(44.526, 34.041)	(44.616, 34.035)	(44.706, 34.029)	(44.795, 34.023)	(44.885, 34.017)	(44.974, 34.012)	(45.063, 34.006)	(45.152, 34.000)	(45.240, 33.994)	(45.329, 33.989)	(45.417, 33.983)	(45.505, 33.977)	(45.593, 33.971)	(45.681, 33.966)	(45.768, 33.960)	(45.855, 33.955)	(45.942, 33.949)	(46.029, 33.944)	(46.116, 33.938)	(46.203, 33.933)	(46.289, 33.927)	(46.375, 33.922)	(46.461, 33.916)	(46.547, 33.911)	(46.633, 33.905)	(46.718, 33.900)	(46.803, 33.895)	(46.888, 33.889)	(46.973, 33.884)	(47.058, 33.879)	(47.143, 33.873)	(47.227, 33.868)	(47.311, 33.863)	(47.396, 33.858)	(47.480, 33.852)	(47.563, 33.847)	(47.647, 33.842)	(47.730, 33.837)	(47.814, 33.832)	(47.897, 33.827)	(47.980, 33.822)	(48.063, 33.817)	(48.145, 33.812)	(48.228, 33.807)	(48.310, 33.802)	(48.392, 33.797)	(48.474, 33.792)	(48.556, 33.787)	(48.638, 33.782)	(48.720, 33.777)	(48.801, 33.772)	(48.882, 33.767)	(48.964, 33.762)	(49.045, 33.757)	(49.125, 33.752)	(49.206, 33.748)	(49.287, 33.743)	(49.367, 33.738)	(49.447, 33.733)	(49.528, 33.729)	
(40.787, 34.233)	(40.887, 34.226)	(40.986, 34.219)	(41.085, 34.212)	(41.184, 34.205)	(41.283, 34.198)	(41.381, 34.191)	(41.479, 34.184)	(41.577, 34.178)	(41.674, 34.171)	(41.772, 34.164)	(41.869, 34.158)	(41.965, 34.151)	(42.062, 34.144)	(42.158, 34.138)	(42.254, 34.131)	(42.349, 34.125)	(42.445, 34.118)	(42.540, 34.112)	(42.635, 34.105)	(42.729, 34.099)	(42.824, 34.093)	(42.918, 34.086)	(43.012, 34.080)	(43.106, 34.074)	(43.199, 34.067)	(43.292, 34.061)	(43.385, 34.055)	(43.478, 34.049)	(43.570, 34.042)	(43.663, 34.036)	(43.755, 34.030)	(43.846, 34.024)	(43.938, 34.018)	(44.029, 34.012)	(44.121, 34.006)	(44.211, 34.000)	(44.302, 33.994)	(44.393, 33.988)	(44.483, 33.982)	(44.573, 33.976)	(44.663, 33.970)	(44.753, 33.965)	(44.842, 33.959)	(44.931, 33.953)	(45.020, 33.947)	(45.109, 33.941)	(45.198, 33.936)	(45.286, 33.930)	(45.374, 33.924)	(45.463, 33.919)	(45.550, 33.913)	(45.638, 33.907)	(45.726, 33.902)	(45.813, 33.896)	(45.900, 33.891)	(45.987, 33.885)	(46.074, 33.879)	(46.160, 33.874)	(46.246, 33.868)	(46.333, 33.863)	(46.419, 33.858)	(46.504, 33.852)	(46.590, 33.847)	(46.676, 33.841)	(46.761, 33.836)	(46.846, 33.831)	(46.931, 33.825)	(47.016, 33.820)	(47.100, 33.815)	(47.185, 33.810)	(47.269, 33.804)	(47.353, 33.799)	(47.437, 33.794)	(47.521, 33.789)	(47.605, 33.784)	(47.688, 33.778)	(47.771, 33.773)	(47.854, 33.768)	(47.937, 33.763)	(48.020, 33.758)	(48.103, 33.753)	(48.185, 33.748)	(48.268, 33.743)	(48.350, 33.738)	(48.432, 33.733)	(48.514, 33.728)	(48.596, 33.723)	(48.677, 33.718)	(48.759, 33.713)	(48.840, 33.709)	(48.921, 33.704)	(49.002, 33.699)	(49.083, 33.694)	(49.164, 33.689)	(49.244, 33.684)	(49.325, 33.680)	(49.405, 33.675)	(49.485, 33.670)	(49.565, 33.665)	
(40.843, 34.167)	(40.942, 34.160)	(41.041, 34.153)	(41.140, 34.146)	(41.239, 34.139)	(41.337, 34.133)	(41.435, 34.126)	(41.533, 34.119)	(41.631, 34.112)	(41.728, 34.106)	(41.825, 34.099)	(41.922, 34.092)	(42.018, 34.086)	(42.114, 34.079)	(42.210, 34.073)	(42.306, 34.066)	(42.401, 34.060)	(42.497, 34.053)	(42.592, 34.047)	(42.686, 34.040)	(42.781, 34.034)	(42.875, 34.028)	(42.969, 34.021)	(43.062, 34.015)	(43.156, 34.009)	(43.249, 34.002)	(43.342, 33.996)	(43.435, 33.990)	(43.527, 33.984)	(43.620, 33.978)	(43.712, 33.972)	(43.803, 33.965)	(43.895, 33.959)	(43.986, 33.953)	(44.078, 33.947)	(44.169, 33.941)	(44.259, 33.935)	(44.350, 33.929)	(44.440, 33.924)	(44.530, 33.918)	(44.620, 33.912)	(44.710, 33.906)	(44.799, 33.900)	(44.888, 33.894)	(44.978, 33.889)	(45.066, 33.883)	(45.155, 33.877)	(45.243, 33.871)	(45.332, 33.866)	(45.420, 33.860)	(45.508, 33.854)	(45.595, 33.849)	(45.683, 33.843)	(45.770, 33.838)	(45.857, 33.832)	(45.944, 33.826)	(46.031, 33.821)	(46.118, 33.815)	(46.204, 33.810)	(46.290, 33.805)	(46.376, 33.799)	(46.462, 33.794)	(46.548, 33.788)	(46.633, 33.783)	(46.718, 33.778)	(46.804, 33.772)	(46.888, 33.767)	(46.973, 33.762)	(47.058, 33.756)	(47.142, 33.751)	(47.227, 33.746)	(47.311, 33.741)	(47.395, 33.736)	(47.479, 33.730)	(47.562, 33.725)	(47.646, 33.720)	(47.729, 33.715)	(47.812, 33.710)	(47.895, 33.705)	(47.978, 33.700)	(48.061, 33.695)	(48.143, 33.690)	(48.225, 33.685)	(48.308, 33.680)	(48.390, 33.675)	(48.472, 33.670)	(48.553, 33.665)	(48.635, 33.660)	(48.716, 33.655)	(48.798, 33.650)	(48.879, 33.645)	(48.960, 33.640)	(49.041, 33.636)	(49.122, 33.631)	(49.202, 33.626)	(49.283, 33.621)	(49.363, 33.616)	(49.443, 33.612)	(49.523, 33.607)	(49.603, 33.602)	
