18,0.5733,0.9422,2.5888
69,(2088.2,4267.8),(11567.8,7137.6),(13040.9,1911.0),(3916.6, 636.8),(13265.1,5670.6),(1293.9,6331.2),(12936.9,8026.6),(9317.6,5264.2),(10093.0,7650.0),(6760.3, 726.3),(10390.3, 224.2),(7163.9,7134.2),(4283.0,1356.5),( 592.3,2094.4),(5594.2,5218.9),(3510.1,7112.4),(7418.1,2954.1),(4253.4,2922.5)
70,(2104.7,4450.1),(11568.5,7140.7),(13023.0,1561.0),(3925.8, 658.2),(13205.8,5581.2),(1289.2,6296.2),(12603.5,8022.3),(9317.6,5264.2),(9797.4,7650.0),(6760.4, 726.6),(10057.0, 229.8),(6984.3,7139.3),(4611.9,1311.3),( 569.9,2096.0),(5603.3,5219.3),(3510.0,7111.0),(7381.1,2917.1),(4173.6,2919.0)
71,(2106.7,4472.1),(11569.3,7143.9),(13013.6,1377.4),(3952.3, 720.0),(13186.0,5551.3),(1293.8,6330.5),(12270.3,8017.9),(9317.6,5264.2),(9795.3,7650.0),(6760.5, 726.9),(9723.7, 235.5),(7127.5,7135.2),(4942.5,1266.0),( 547.6,2097.6),(5612.4,5219.8),(3514.4,7303.9),(7436.9,2972.9),(4173.6,2919.0)
72,(2105.8,4461.7),(11570.0,7147.0),(12995.6,1027.3),(3943.1, 698.6),(13166.2,5521.4),(1289.3,6296.9),(12177.9,8016.7),(9317.6,5264.2),(10095.0,7650.0),(6760.6, 727.3),(9390.4, 241.1),(7109.3,7135.7),(5011.9,1454.3),( 525.3,2099.2),(5610.3,5219.7),(3514.4,7305.4),(7409.0,2945.0),(4173.6,2919.0)
73,(2248.4,4267.4),(11570.8,7150.2),(12996.3,1041.7),(3910.8, 623.2),(13222.8,5606.8),(1293.7,6329.8),(12511.2,8021.1),(9000.8,5250.4),(10059.4,7650.0),(6760.6, 727.6),(9057.1, 246.8),(7038.9,7137.7),(5103.7,1839.2),( 502.9,2100.9),(5601.2,5219.2),(3514.5,7306.8),(7532.8,2967.8),(4173.6,2919.0)
74,(2089.0,4276.9),(11571.5,7153.3),(13014.3,1391.8),(3920.0, 644.6),(13297.3,5719.3),(1293.6,6329.4),(12844.5,8025.4),(9000.8,5250.4),(9902.3,7650.0),(6760.7, 727.9),(8750.8, 259.7),(7057.1,7137.2),(5430.7,1908.0),( 480.6,2102.5),(5675.3,5220.0),(3545.9,6927.5),(7428.0,2964.0),(4173.6,2919.0)
75,(2123.5,4656.9),(11493.0,6818.1),(13032.3,1741.9),(3947.9, 738.9),(13482.5,5998.6),(1293.6,6329.0),(13177.8,8029.8),(9000.8,5250.4),(9619.0,7650.0),(6760.8, 728.3),(8792.7, 375.4),(7075.3,7136.7),(5514.2,2056.7),( 458.3,2104.1),(5720.0,5220.0),(3510.1,7113.4),(7619.3,2946.2),(4124.2,3037.1)
76,(2104.4,4446.8),(11416.6,6491.6),(12972.9,2091.8),(3615.7, 762.3),(13331.5,5770.9),(1347.5,6667.4),(13511.1,8034.1),(9000.8,5250.4),(9952.4,7650.0),(6760.9, 728.6),(8826.8, 469.4),(7075.3,7136.7),(5673.1,2301.9),( 790.8,2080.0),(5387.1,5208.0),(3513.2,7093.6),(7399.1,2935.1),(4124.2,3037.1)
77,(2088.0,4266.4),(11495.1,6826.8),(12639.9,2108.2),(3449.0, 774.1),(13131.3,5468.8),(1424.8,7025.5),(13844.4,8038.5),(9000.8,5250.4),(10285.7,7650.0),(6761.0, 728.9),(8950.2, 810.1),(7075.3,7136.7),(5995.8,2218.2),( 805.7,2078.9),(5336.3,5021.1),(3556.9,7110.0),(7447.4,2831.6),(4124.2,3037.1)
78,(2107.1,4476.5),(11543.0,7031.4),(12307.0,2124.5),(3781.6, 750.6),(13266.0,5291.6),(1774.3,7083.2),(14177.7,8042.9),(9164.1,4646.4),(10319.2,7484.0),(6677.1, 405.3),(9073.7,1150.8),(7075.3,7136.7),(6277.7,2130.6),( 473.2,2103.0),(5632.7,4860.2),(3890.3,7110.0),(7438.6,2533.2),(4124.2,3037.1)
79,(2144.0,4821.8),(11896.2,7130.4),(11974.2,2140.9),(3964.2, 763.1),(13252.1,5091.0),(2106.5,7073.3),(14419.4,8034.7),(9189.1,4240.6),(10145.2,7177.2),(6918.0, 270.0),(9154.7,1374.6),(7075.3,7136.7),(6166.6,1834.2),( 476.2,2311.1),(5438.6,4935.8),(4223.6,7110.0),(7443.0,2681.5),(4017.5,2926.2)
80,(2292.5,5174.8),(11688.0,7152.1),(11939.1,2142.4),(4009.7,1036.1),(13225.9,4712.8),(2296.1,6825.9),(14461.2,7694.1),(9404.5,4405.8),(9812.0,7166.6),(7251.3, 270.0),(9154.7,1374.6),(7075.3,7136.7),(6019.9,1547.3),( 548.0,2644.0),(5764.9,4860.0),(4556.9,7110.0),(7443.0,2683.3),(4133.7,2917.3)
81,(2243.8,5033.8),(11592.5,7338.4),(11942.7,1955.0),(4124.3, 738.0),(13199.8,4334.6),(2252.8,6860.2),(14503.0,7353.5),(9630.9,4420.9),(9478.8,7156.1),(7584.6, 273.3),(9154.7,1374.6),(7075.3,7136.7),(6122.9,1717.8),( 470.7,2285.5),(5943.8,4860.0),(4619.9,6934.6),(7391.6,2961.1),(4106.3,2929.7)
82,(2140.6,4795.0),(11628.5,7676.0),(11924.7,1596.4),(4211.2, 738.0),(13185.9,4134.0),(2265.8,6858.3),(14524.5,6992.1),(9298.3,4398.7),(9162.0,7145.6),(7428.0, 419.9),(9197.5,2348.1),(7075.3,7136.7),(6234.1,2014.2),( 427.1,2077.9),(5610.9,4863.3),(4658.7,7282.5),(7426.4,2962.4),(4106.3,2929.7)
83,(2020.4,4685.4),(11699.0,8010.5),(11906.8,1237.7),(4042.2, 738.0),(13159.7,3755.8),(2455.4,6643.8),(14245.0,6840.0),(9178.3,4539.7),(9169.2,6814.4),(7579.5, 273.2),(9189.3,2785.7),(7075.3,7136.7),(6275.7,2142.0),( 564.6,2096.4),(5626.3,4833.0),(4687.4,7620.4),(7228.2,2801.0),(4106.6,2931.8)
84,(2106.2,4466.7),(12032.3,8014.8),(11888.9, 879.1),(3953.6, 723.1),(13133.6,3377.6),(2686.0,6380.3),(14000.9,6780.9),(9095.9,4662.0),(9169.2,6815.2),(7577.4, 273.1),(9518.7,2733.7),(7075.3,7136.7),(6078.4,1986.9),( 542.3,2098.0),(5601.2,4745.2),(4689.5,7954.8),(7452.0,2986.7),(4119.2,3007.4)
85,(2142.3,4808.4),(12142.7,8016.3),(11888.9, 879.1),(3836.4, 449.7),(13107.4,2999.4),(2920.7,6133.3),(13800.7,6478.8),(9177.7,4544.2),(9169.2,6815.3),(7575.3, 273.1),(9848.1,2681.7),(7075.3,7136.7),(5851.6,1728.6),( 435.9,2124.2),(5623.2,4861.5),(4356.6,7939.7),(7451.9,2985.9),(4106.9,2933.4)
86,(2141.0,4798.3),(11809.4,8011.9),(11838.6, 198.7),(3696.5, 361.5),(13093.5,2798.8),(2825.3,6228.7),(13649.7,6251.0),(9177.7,4544.2),(9169.2,6814.3),(7573.3, 273.0),(10175.4,2630.0),(7075.3,7136.7),(5700.8,1592.2),( 477.8,2102.7),(5566.3,4869.7),(4220.4,7933.5),(7451.9,2985.1),(4106.9,2933.4)
87,(2106.4,4468.7),(11646.2,7842.7),(11505.4, 204.7),(3936.2, 355.1),(13067.6,2422.8),(2603.2,6474.9),(13669.5,6280.9),(9177.7,4544.2),(9176.4,6484.2),(7571.2, 273.0),(10220.1,2614.5),(7075.3,7136.7),(5949.3,1817.0),( 455.5,2104.3),(5320.6,5034.2),(4553.5,7948.6),(7392.3,2928.3),(4106.9,2933.4)
88,(2122.5,4645.2),(11645.9,7839.7),(11243.9, 209.4),(3861.0, 507.0),(12940.7,2434.2),(2372.6,6738.4),(13689.4,6310.8),(9290.1,5262.7),(9169.2,6815.4),(7569.2, 272.9),(9883.3,2676.1),(7075.3,7136.7),(5945.7,1813.7),( 433.2,2105.9),(5065.2,5038.7),(4886.4,7949.2),(7425.8,2961.8),(4106.9,2933.4)
89,(2123.0,4651.0),(11610.0,7502.0),(11174.8, 210.6),(3941.8, 695.6),(13067.7,2425.0),(2166.8,6993.0),(13489.2,6008.7),(9281.0,5262.3),(9162.0,7147.1),(7567.1, 272.9),(9796.1,2689.9),(7380.1,6261.8),(6073.3,1976.7),( 453.6,2104.4),(5114.0,5193.6),(5219.5,7935.9),(7420.1,2956.1),(4121.2,3019.3)
90,(2123.5,4656.8),(11593.9,7350.8),(10902.5, 215.5),(3912.1, 626.2),(13050.2,2092.5),(2230.9,7085.9),(13421.8,5907.0),(9271.8,5261.8),(9150.0,7483.0),(7565.1, 272.8),(9566.5,2726.1),(7341.3,6265.1),(5970.5,1836.1),( 476.0,2102.8),(5163.0,5331.6),(5552.6,7922.5),(7383.2,2919.2),(4137.9,2917.5)
91,(2107.6,4481.4),(11590.2,7316.4),(11180.2, 210.5),(3921.3, 647.6),(13067.8,2426.0),(2276.8,7090.3),(13402.0,5877.1),(9162.0,5257.7),(9153.1,7822.2),(7563.0, 272.8),(9237.1,2778.1),(7008.1,6274.3),(6030.5,1891.0),( 498.3,2101.2),(5169.6,5323.7),(5611.4,7750.7),(7434.9,2970.9),(4289.1,2924.0)
92,(2159.4,4945.4),(11250.8,7168.6),(11183.0, 210.4),(3956.8, 730.6),(12983.0,2091.3),(2266.4,7089.3),(13377.9,5840.8),(9242.1,5260.2),(8978.0,7988.8),(7561.0, 272.8),(9164.6,2976.2),(7113.1,6271.4),(6161.0,2157.6),( 468.1,2273.3),(5268.4,5044.9),(5602.4,7417.7),(7447.5,2835.3),(4121.0,3017.7)
93,(2158.8,4940.1),(11500.2,7165.0),(11230.3, 209.6),(4039.6, 738.0),(12650.0,2107.7),(2147.6,7018.6),(13313.1,5743.0),(9575.0,5277.7),(8644.8,7983.1),(7558.9, 272.7),(9169.7,3345.9),(7380.2,6260.5),(6229.8,2374.1),( 470.0,2282.0),(5177.2,4909.0),(5490.7,7110.0),(7447.5,2836.1),(4105.2,2923.0)
94,(2123.0,4650.9),(11593.0,7342.6),(11563.6, 203.6),(3954.0, 724.0),(12317.0,2124.0),(2171.2,6987.0),(13293.3,5713.1),(9903.3,5275.6),(8620.5,7982.7),(7556.9, 272.7),(9172.3,3533.1),(7398.2,5924.6),(6087.8,2005.7),( 604.8,2093.5),(5082.6,4944.3),(5157.4,7110.0),(7447.6,2836.9),(4105.2,2923.0)
95,(2123.5,4656.7),(11591.1,7324.5),(11560.9, 203.7),(3944.8, 702.6),(12285.7,2125.6),(2243.2,7087.1),(13493.5,6015.2),(10031.9,5253.8),(8326.2,7977.6),(7554.8, 272.6),(9177.4,3898.8),(7415.8,5595.2),(6077.5,1985.0),( 591.2,2094.5),(4932.0,5184.0),(4824.1,7110.0),(7431.1,2967.1),(4105.2,2923.0)
96,(2107.6,4481.4),(11454.4,7165.7),(11529.8, 204.3),(3909.1, 619.2),(12383.3,2120.8),(2165.1,6995.1),(13555.6,6109.0),(9979.4,5089.1),(8326.2,7977.6),(7552.7, 272.6),(9172.3,3532.1),(7397.8,5931.0),(5959.0,1825.8),( 438.1,2134.4),(5160.8,4985.1),(4490.7,7110.0),(7447.5,2835.5),(4105.2,2923.0)
97,(2123.7,4658.6),(11422.6,7166.1),(11555.4, 203.8),(3918.3, 640.6),(12416.3,2119.2),(2142.3,7025.5),(13404.6,5881.1),(9979.0,5099.3),(8326.2,7977.6),(7550.7, 272.5),(9172.3,3529.5),(7397.8,5930.9),(5955.4,1822.5),( 526.8,2099.1),(5371.8,4991.5),(4535.4,7110.0),(7447.5,2836.3),(4105.2,2923.0)
98,(2107.4,4479.5),(11392.1,7166.6),(11535.3, 204.2),(3959.8, 737.6),(12552.6,2112.5),(2124.9,7048.9),(13595.2,6168.8),(9979.0,5099.3),(8297.8,7977.1),(7548.6, 272.5),(9167.1,3160.8),(7398.1,5925.3),(6116.2,2062.4),( 504.5,2100.7),(5172.2,4991.4),(4707.9,7110.0),(7447.6,2837.1),(4105.2,2923.0)
99,(2106.9,4473.7),(11424.0,7166.1),(11538.0, 204.1),(3950.7, 716.2),(12482.4,2115.9),(2147.7,7018.5),(13444.3,5941.0),(9979.0,5099.3),(8301.0,7977.2),(7546.6, 272.4),(9169.7,3348.0),(7397.9,5930.5),(6150.6,2131.3),( 482.1,2102.4),(5143.7,4975.6),(4624.7,7110.0),(7447.6,2837.9),(4105.2,2923.0)
100,(2106.4,4467.9),(11455.8,7165.7),(11540.7, 204.1),(3941.5, 694.8),(12486.4,2115.7),(2171.1,6987.1),(13295.9,5717.1),(9844.3,5991.7),(7967.7,7970.2),(7544.5, 272.4),(9174.9,3717.8),(7397.9,5930.4),(6140.3,2110.7),( 459.8,2104.0),(5165.2,4987.6),(4618.6,7110.0),(7447.6,2838.7),(4105.2,2923.0)
101,(2122.5,4645.9),(11575.0,7173.1),(11543.4, 204.0),(3912.4, 627.0),(12453.3,2117.3),(2148.3,7017.5),(13276.1,5687.2),(9960.3,6306.3),(8241.6,7976.1),(7542.5, 272.4),(9290.1,4077.5),(7380.1,6261.8),(6130.0,2090.0),( 437.5,2105.6),(5193.7,5003.4),(4573.9,7110.0),(7443.0,2682.0),(4105.2,2923.0)
102,(2125.8,4676.0),(11610.9,7510.8),(11541.8, 204.0),(3921.6, 648.4),(12215.7,2129.0),(2118.9,7056.9),(13333.0,5773.0),(9960.3,6306.3),(8226.8,7975.9),(7540.4, 272.3),(9180.0,4084.7),(7380.1,6262.0),(6101.1,2032.3),( 449.4,2104.7),(5222.2,5019.2),(4529.3,7110.0),(7452.0,2987.2),(4104.4,2918.2)
103,(2142.2,4807.5),(11609.2,7494.8),(11548.9, 203.9),(3956.5, 729.8),(12248.7,2127.4),(2141.7,7026.5),(13352.8,5802.9),(9960.3,6306.3),(8371.9,7978.4),(7538.4, 272.3),(9180.0,4085.2),(7380.1,6262.1),(6111.4,2052.9),( 465.9,2263.1),(5250.8,5035.1),(4484.6,7110.0),(7452.0,2986.4),(4121.5,3021.0)
104,(2141.2,4799.2),(11570.6,7149.5),(11551.6, 203.9),(3947.3, 708.3),(12354.2,2122.2),(2338.4,6777.5),(13372.6,5832.8),(9924.0,5965.4),(8545.4,7981.4),(7536.3, 272.2),(9174.9,3715.5),(7397.9,5929.7),(6155.4,2140.8),( 467.8,2271.8),(5279.3,5050.9),(4817.9,7110.0),(7451.9,2985.6),(4104.6,2919.8)
105,(2143.5,4818.1),(11574.6,7169.4),(11533.7, 204.2),(3906.6, 613.4),(12321.2,2123.8),(2227.3,6912.3),(13221.6,5605.0),(9924.0,5965.4),(8401.3,7978.9),(7534.3, 272.2),(9172.3,3532.9),(7398.1,5926.5),(6145.1,2120.2),( 469.6,2280.5),(5255.8,5037.9),(4773.3,7110.0),(7451.9,2984.8),(4121.2,3019.4)
106,(2144.2,4823.4),(11574.5,7168.7),(11530.9, 204.2),(3915.8, 634.9),(12348.0,2122.5),(2344.5,6770.6),(13298.5,5721.1),(9924.0,5965.4),(8516.0,7980.9),(7532.2, 272.1),(9172.3,3528.8),(7398.1,5926.6),(5971.6,1837.2),( 471.5,2289.3),(5538.9,4873.6),(4642.4,7098.6),(7451.9,2984.0),(4104.9,2921.3)
107,(2159.4,4945.2),(11609.6,7498.5),(11559.8, 203.7),(3925.0, 656.3),(12620.9,2109.1),(2222.3,6919.0),(13278.7,5691.2),(9741.9,5286.5),(8501.3,7980.6),(7530.2, 272.1),(9167.1,3159.0),(7397.9,5929.2),(6049.9,1929.9),( 438.5,2136.3),(5744.1,4726.3),(4643.1,7103.6),(7447.5,2835.3),(4121.0,3017.9)
108,(2158.7,4939.9),(11610.3,7505.6),(11226.5, 209.7),(3953.1, 721.9),(12780.1,2101.3),(2167.1,6992.6),(13429.7,5919.0),(9881.2,5281.9),(8834.6,7986.4),(7528.1, 272.0),(9167.1,3159.5),(7399.1,6264.5),(6090.9,2011.9),( 436.7,2127.6),(5554.3,4871.4),(4643.8,7108.7),(7447.5,2836.1),(4105.2,2922.9)
109,(2158.1,4934.6),(11610.3,7504.9),(11229.2, 209.6),(3943.9, 700.5),(12920.9,2094.4),(2144.3,7023.0),(13570.1,6131.0),(9881.5,5281.9),(8819.8,7986.1),(7526.0, 272.0),(9167.1,3160.0),(7396.7,6264.4),(5922.1,1792.4),( 494.2,2101.5),(5631.5,4860.4),(4621.7,6947.7),(7447.6,2836.9),(4120.7,3016.3)
110,(2122.6,4646.8),(11610.2,7504.1),(11184.1, 210.4),(3910.0, 621.3),(12887.8,2096.0),(2122.9,7051.4),(13590.0,6160.9),(9947.4,5263.0),(8822.9,7986.2),(7524.0, 272.0),(9164.6,2977.5),(7388.6,6103.9),(6081.9,1993.8),( 471.8,2103.1),(5362.1,4999.6),(4621.0,6942.7),(7447.6,2837.7),(4120.7,3016.3)
111,(2125.6,4674.8),(11610.1,7503.4),(11181.3, 210.5),(3919.2, 642.7),(13050.5,2097.0),(2145.7,7021.0),(13541.0,6086.9),(9925.9,5269.2),(8837.6,7986.4),(7521.9, 271.9),(9164.6,2976.9),(7388.6,6103.8),(5946.9,1814.8),( 432.8,2109.6),(5331.3,5025.2),(4534.7,7110.0),(7447.6,2838.5),(4120.7,3016.3)
112,(2142.0,4806.2),(11610.0,7502.7),(11237.4, 209.5),(3958.9, 735.5),(13067.6,2421.5),(2200.9,6947.4),(13678.8,6295.0),(9860.0,5288.0),(8852.3,7986.7),(7519.9, 271.9),(9164.6,2976.4),(7388.6,6103.6),(5943.3,1811.6),( 464.3,2256.0),(5270.7,5046.1),(4490.0,7110.0),(7451.9,2985.2),(4105.9,2927.5)
113,(2141.3,4800.5),(11626.1,7654.2),(11175.9, 210.6),(3949.8, 714.1),(12897.6,2095.5),(2374.2,6736.6),(13501.4,6027.1),(9902.7,5275.8),(8867.0,7986.9),(7517.8, 271.8),(9164.6,2975.9),(7389.4,6088.6),(6111.8,2053.6),( 466.2,2264.7),(5264.4,5042.7),(4823.4,7110.0),(7451.9,2984.4),(4119.9,3011.7)
114,(2143.4,4816.9),(11626.2,7654.9),(11173.2, 210.6),(3940.6, 692.7),(12930.7,2093.9),(2349.4,6765.0),(13547.7,6097.1),(9970.6,5256.4),(8881.8,7987.2),(7515.8, 271.8),(9164.6,2975.4),(7406.6,5767.3),(6030.9,1891.9),( 468.1,2273.4),(5317.3,5037.0),(4509.3,7110.0),(7451.9,2983.6),(4106.2,2929.1)
115,(2144.0,4822.2),(11593.7,7349.1),(11170.5, 210.7),(3913.3, 629.1),(13050.2,2092.5),(2328.0,6789.5),(13412.5,5893.0),(9904.7,5275.2),(8548.5,7981.4),(7513.7, 271.7),(9167.1,3158.0),(7388.6,6103.1),(6041.3,1912.5),( 470.0,2282.1),(5348.0,5011.3),(4554.0,7110.0),(7418.4,2954.4),(4119.7,3010.1)
116,(2159.6,4946.4),(11593.6,7348.4),(11167.8, 210.7),(3922.5, 650.5),(12972.8,2091.8),(2306.6,6813.9),(13587.3,6156.9),(9833.1,5291.3),(8563.2,7981.7),(7511.7, 271.7),(9167.1,3158.5),(7388.6,6102.9),(6051.6,1933.2),( 440.1,2143.4),(5403.9,4964.8),(4598.6,7110.0),(7451.9,2984.9),(4106.4,2930.7)
117,(2158.9,4941.1),(11593.5,7347.7),(11165.0, 210.8),(3955.6, 727.7),(13005.8,2090.2),(2285.2,6838.4),(13436.4,5929.1),(9849.5,5291.0),(8702.1,7984.1),(7509.6, 271.6),(9167.1,3159.0),(7388.6,6102.9),(6089.3,2008.5),( 438.2,2134.7),(5563.4,4870.1),(4643.3,7110.0),(7395.0,2931.0),(4119.4,3008.5)
118,(2158.2,4935.8),(11626.5,7657.9),(11162.3, 210.8),(3946.4, 706.2),(13050.0,2088.6),(2315.3,6804.0),(13523.8,6061.0),(9771.1,5288.1),(9035.4,7989.8),(7507.6, 271.6),(9167.1,3159.5),(7388.6,6102.9),(5926.6,1796.5),( 436.3,2126.0),(5481.1,4900.4),(4600.0,7110.0),(7423.1,2959.1),(4106.7,2932.3)
119,(2142.2,4807.6),(11626.6,7658.6),(11159.6, 210.9),(3907.5, 615.5),(13066.0,2430.1),(2125.3,7048.3),(13504.0,6031.1),(9780.2,5288.5),(9368.7,7992.0),(7505.5, 271.6),(9167.1,3160.0),(7388.6,6102.9),(6080.3,1990.5),( 434.4,2117.3),(5582.1,4867.4),(4620.7,6940.4),(7422.8,2958.8),(4119.2,3007.0)
120,(2142.9,4813.0),(11629.3,7683.9),(11492.9, 204.9),(3916.7, 637.0),(12732.9,2441.0),(2318.7,6800.1),(13545.1,6093.1),(9898.5,5277.0),(9629.2,7984.5),(7503.4, 271.5),(9164.6,2977.5),(7388.6,6102.9),(5951.4,1818.9),( 432.6,2108.6),(5408.2,4961.2),(4518.1,7110.0),(7385.9,2921.9),(4122.0,3023.9)
121,(2140.5,4793.7),(11626.8,7660.1),(11490.2, 205.0),(3925.9, 658.4),(12399.7,2451.9),(2243.7,6890.4),(13564.9,6123.0),(9718.3,5285.3),(9691.5,7992.5),(7501.4, 271.5),(9164.6,2976.9),(7388.6,6102.9),(5947.9,1815.7),( 464.6,2257.0),(5556.3,4871.1),(4619.2,6929.4),(7432.2,2968.2),(4104.1,2916.9)
122,(2139.8,4788.4),(11626.8,7660.8),(11600.6, 203.0),(3952.2, 719.8),(12066.6,2462.8),(2153.1,7011.2),(13395.3,5867.1),(9727.4,5285.8),(9974.8,7995.1),(7499.3, 271.4),(9164.6,2976.4),(7388.6,6102.9),(6113.5,2056.9),( 484.5,2102.2),(5489.8,4893.2),(4640.9,7087.1),(7413.7,2949.7),(4104.1,2916.9)
123,(2159.4,4945.0),(11626.9,7661.5),(11603.3, 202.9),(3943.0, 698.4),(12206.6,2458.2),(2165.7,6994.4),(13433.8,5925.1),(9736.5,5286.2),(9641.5,7992.1),(7497.3, 271.4),(9164.6,2975.9),(7388.6,6102.9),(6032.6,1895.2),( 467.5,2270.4),(5589.3,4866.4),(4641.5,7092.1),(7404.3,2940.3),(4104.5,2918.9)
124,(2123.3,4654.5),(11627.0,7662.3),(11606.0, 202.9),(3910.9, 623.4),(12539.8,2447.3),(2142.9,7024.8),(13453.6,5955.0),(9604.4,5279.3),(9610.4,7805.4),(7495.2, 271.3),(9169.7,3345.2),(7388.6,6102.9),(6143.1,2116.2),( 549.0,2097.5),(5600.2,4864.8),(4642.2,7097.1),(7441.3,2977.3),(4121.4,3020.3)
125,(2124.3,4664.4),(11627.1,7663.0),(11479.3, 205.2),(3920.1, 644.8),(12531.2,2447.6),(2124.3,7049.6),(13473.4,5984.9),(9595.2,5278.8),(9282.7,7650.0),(7493.2, 271.3),(9167.2,3162.6),(7388.6,6102.9),(6132.8,2095.5),( 571.3,2095.9),(5523.0,4875.9),(4594.7,6750.6),(7404.6,2940.6),(4104.8,2920.5)
126,(2159.0,4942.3),(11628.8,7679.5),(11611.4, 202.8),(3958.0, 733.4),(12474.0,2449.5),(2317.5,6801.4),(13437.6,5930.9),(9763.9,5287.7),(9249.4,7650.0),(7491.1, 271.2),(9167.2,3162.1),(7388.6,6102.9),(6087.6,2005.2),( 471.3,2288.4),(5571.5,4868.9),(4623.2,7110.0),(7413.5,2949.5),(4121.1,3018.7)
127,(2123.1,4652.5),(11628.8,7678.7),(11614.2, 202.7),(3948.8, 712.0),(12441.2,2450.6),(2296.1,6825.8),(13562.3,6119.0),(9773.0,5288.2),(9216.1,7650.0),(7489.1, 271.2),(9167.2,3161.6),(7388.6,6102.9),(5931.2,1800.6),( 582.7,2095.1),(5398.3,4969.4),(4620.2,7110.0),(7450.4,2986.4),(4121.1,3018.7)
128,(2123.7,4658.3),(11628.7,7678.0),(11616.9, 202.7),(3939.7, 690.6),(12629.6,2444.4),(2274.7,6850.3),(13582.1,6148.9),(9782.1,5288.6),(9182.7,7650.0),(7487.0, 271.2),(9167.2,3161.1),(7388.6,6102.9),(6078.6,1987.2),( 560.3,2096.7),(5367.5,4995.1),(4575.5,7110.0),(7395.5,2931.5),(4121.1,3018.7)
129,(2107.4,4479.9),(11627.4,7665.9),(11619.6, 202.6),(3914.2, 631.2),(12375.5,2452.7),(2325.7,6792.1),(13431.1,5921.2),(9791.2,5289.1),(9149.4,7650.0),(7485.0, 271.1),(9167.1,3160.6),(7388.6,6102.9),(5956.0,1823.0),( 538.0,2098.3),(5336.7,5020.8),(4530.8,7110.0),(7422.6,2958.6),(4121.1,3018.7)
130,(2106.9,4474.1),(11627.5,7666.7),(11622.3, 202.6),(3923.4, 652.7),(12342.7,2453.8),(2347.1,6767.6),(13450.9,5951.1),(9800.3,5289.6),(9171.9,7650.0),(7482.9, 271.1),(9169.7,3343.1),(7388.6,6102.9),(5952.4,1819.8),( 515.7,2099.9),(5303.1,5048.7),(4486.2,7110.0),(7423.4,2959.4),(4121.1,3018.7)
131,(2106.4,4468.3),(11627.6,7667.4),(11625.0, 202.6),(3954.7, 725.6),(12362.2,2453.1),(2368.5,6743.2),(13470.8,5981.0),(9540.6,5275.9),(9382.7,7650.0),(7480.9, 271.0),(9169.7,3343.6),(7388.6,6102.9),(6115.1,2060.2),( 493.3,2101.6),(5333.9,5023.1),(4468.5,7110.0),(7386.4,2922.4),(4121.1,3018.7)
132,(2142.6,4810.5),(11627.6,7668.1),(11627.8, 202.5),(3945.5, 704.1),(12395.1,2452.1),(2389.9,6718.7),(13319.8,5753.2),(9531.4,5275.4),(9349.4,7650.0),(7478.8, 271.0),(9169.7,3344.1),(7388.6,6102.9),(6034.3,1898.5),( 433.7,2114.1),(5364.7,4997.4),(4513.2,7110.0),(7431.7,2967.7),(4119.7,3010.1)
133,(2140.8,4796.2),(11628.3,7674.3),(11630.5, 202.5),(3908.4, 617.7),(12610.1,2445.0),(2333.7,6782.9),(13420.4,5904.9),(9863.0,5287.1),(9271.9,7650.0),(7476.7, 270.9),(9164.6,2975.9),(7388.6,6102.9),(6141.4,2112.8),( 463.4,2251.5),(5586.9,4866.7),(4642.4,7098.4),(7414.2,2950.2),(4119.7,3010.1)
134,(2106.6,4470.2),(11627.8,7669.6),(11297.2, 208.4),(3917.6, 639.1),(12826.7,2437.9),(2231.2,6907.0),(13579.4,6145.0),(9756.6,5287.3),(9282.7,7650.0),(7474.7, 270.9),(9164.6,2975.4),(7388.6,6102.9),(6054.9,1939.8),( 457.9,2104.1),(5509.7,4877.8),(4643.1,7103.4),(7403.8,2939.8),(4119.3,3008.0)
135,(2142.9,4813.2),(11627.9,7670.3),(11452.1, 205.6),(3926.8, 660.5),(12859.5,2436.8),(2198.0,6951.4),(13380.7,5845.1),(9765.7,5287.8),(9249.4,7650.0),(7472.6, 270.8),(9167.1,3158.0),(7388.6,6102.9),(6100.0,2030.1),( 466.3,2264.9),(5584.8,4867.0),(4643.8,7108.4),(7440.8,2976.8),(4106.8,2932.7)
136,(2143.6,4818.5),(11628.1,7672.1),(11449.4, 205.7),(3951.3, 717.7),(12877.5,2436.2),(2220.8,6921.0),(13531.7,6072.9),(9774.9,5288.3),(9216.1,7650.0),(7470.6, 270.8),(9167.1,3158.5),(7388.6,6102.9),(6075.6,1981.3),( 468.1,2273.6),(5604.8,4864.2),(4621.8,6947.9),(7405.1,2941.1),(4119.1,3006.5)
137,(2139.8,4788.2),(11644.1,7823.1),(11305.4, 208.3),(3942.1, 696.3),(12844.7,2437.3),(2350.3,6763.9),(13511.9,6043.0),(9784.0,5288.7),(9182.7,7650.0),(7468.5, 270.8),(9167.1,3159.0),(7388.6,6102.9),(5964.1,1830.4),( 564.4,2096.4),(5456.2,4921.1),(4573.6,7110.0),(7412.9,2948.9),(4119.1,3006.5)
