10,0.6892,0.8207,1.5099
123,(4598.8,2616.4),(9303.6,5263.5),(7127.7,1086.2),(7505.9,3617.0),(3622.4,6003.1),(5095.1,5006.1),(11915.8,1418.6),(8440.7,7979.6),(6424.3,7285.8),(9189.1,2500.8)
124,(4340.1,2492.7),(9294.5,5263.0),(6879.6,1027.1),(7478.8,3300.5),(3669.2,5837.6),(5343.5,4744.6),(11897.9,1059.9),(8440.7,7979.6),(6532.6,7131.5),(9189.1,2500.8)
125,(4006.9,2486.7),(9285.4,5262.5),(6761.6, 731.4),(7478.7,3299.0),(3567.7,5525.7),(5568.8,4631.9),(11897.9,1059.9),(8080.1,7973.1),(6364.5,7125.6),(9189.1,2500.8)
126,(3673.7,2496.0),(9276.2,5262.0),(6761.7, 731.7),(7398.7,2964.3),(3391.9,5234.6),(5699.3,4780.7),(11897.9,1059.9),(7746.8,7964.7),(6031.2,7118.7),(9196.5,1489.9)
127,(3456.6,2493.8),(9056.7,5252.4),(6761.8, 732.0),(7088.9,2855.7),(3058.9,5220.7),(5908.6,4512.6),(11702.5, 201.2),(7413.7,7956.4),(5697.9,7111.7),(9115.4,1266.1)
128,(3670.3,2250.0),(9071.6,5252.9),(6761.9, 732.4),(6768.0,2952.0),(2726.2,5202.5),(5756.7,4711.0),(11369.2, 207.1),(7428.0,7756.1),(5608.7,6933.9),(8992.0, 925.4)
129,(4003.6,2250.0),(9086.4,5253.4),(6762.0, 732.7),(6813.6,2778.5),(2393.2,5183.9),(5498.6,4885.9),(11035.9, 213.1),(7425.0,7420.6),(5594.3,6588.9),(8868.5, 584.6)
130,(4336.9,2250.0),(9101.3,5253.9),(6762.0, 733.0),(7128.0,2844.6),(2177.3,5053.8),(5467.8,4911.5),(10880.0, 251.9),(7424.6,7417.9),(5527.3,6240.5),(8722.9, 253.9)
131,(4336.9,2250.0),(9101.3,5253.9),(6762.1, 733.4),(7178.0,2866.2),(2140.4,4793.1),(5625.9,4861.2),(10963.3, 626.9),(7544.4,7132.3),(5198.2,6220.9),(8390.5, 278.5)
132,(4750.1,2522.9),(9101.3,5253.9),(6762.2, 733.7),(7432.7,2968.7),(1840.8,4725.9),(5365.5,4996.8),(11046.7,1002.0),(7877.6,7141.1),(4872.3,6240.9),(8057.5, 283.6)
133,(5004.8,2563.7),(9188.1,5257.4),(6762.3, 734.0),(7413.2,2949.2),(1565.9,4790.5),(5077.3,4941.6),(11096.2,1224.8),(7868.8,7140.9),(4542.0,6195.3),(7806.2, 278.1)
134,(4792.1,2736.0),(9197.2,5257.9),(6762.4, 734.4),(7404.8,2940.8),(1556.6,4994.6),(4899.8,4891.2),(11179.5,1599.8),(7583.9,7133.4),(4580.6,5972.9),(8139.4, 285.3)
135,(4609.2,2749.5),(9206.3,5258.3),(6762.5, 734.7),(7441.8,2977.8),(1223.9,5196.5),(4995.0,4689.5),(11262.9,1974.9),(7250.7,7131.7),(4509.2,5657.3),(8139.4, 285.3)
136,(4508.5,3047.6),(9215.4,5258.8),(6762.6, 735.0),(7404.1,2940.1),(1117.7,5362.2),(5302.2,4770.4),(11481.9,2155.1),(6917.5,7141.2),(4213.0,5811.3),(8139.4, 285.3)
137,(4208.2,3135.4),(9165.0,5431.3),(6678.7, 411.4),(7413.9,2949.9),(1190.7,5672.4),(5564.5,4616.7),(11815.1,2145.8),(6915.7,7141.3),(3958.0,6001.8),(8139.4, 285.3)
138,(4058.4,2921.4),(9165.0,5431.6),(6392.4, 288.0),(7450.9,2986.9),(1247.6,5988.4),(5738.1,4860.0),(11824.3,2145.5),(6933.9,7140.7),(3775.5,5969.5),(8262.7,1325.2)
139,(3727.4,2959.4),(9165.0,5432.0),(6059.1, 288.0),(7395.0,2931.0),(1292.5,6321.0),(5970.5,4860.0),(11833.5,2145.3),(6952.1,7140.2),(4028.4,5752.8),(8285.6,1702.7)
140,(3398.0,2975.1),(9165.0,5432.3),(6059.1, 288.0),(7423.1,2959.1),(1345.6,6656.9),(5637.2,4860.0),(11842.7,2145.0),(6970.3,7139.7),(4084.9,5515.9),(8204.3,1317.8)
141,(3456.5,2993.6),(9165.0,5432.7),(6059.1, 288.0),(7630.1,2943.5),(1412.7,7001.3),(5628.9,4842.0),(11851.9,2144.8),(6988.5,7139.2),(3951.3,5208.2),(7871.7,1340.0)
142,(3277.2,3186.0),(8990.3,5250.1),(5509.1, 738.0),(7404.0,2940.0),(1713.7,7084.9),(5579.8,4483.7),(11861.1,2144.5),(7006.7,7138.7),(3618.5,5229.0),(7688.9,1352.2)
143,(3148.5,3039.5),(9162.0,5258.7),(5365.0, 738.0),(7414.1,2950.1),(2046.9,7075.6),(5578.2,4494.7),(11870.3,2144.3),(7024.8,7138.1),(3285.6,5230.1),(7854.6,1341.2)
144,(3407.5,2977.2),(9021.3,5251.1),(5324.0, 738.0),(7451.0,2987.0),(1935.0,7256.4),(5599.9,4864.9),(11879.5,2144.0),(7087.0,7136.4),(3285.6,5230.1),(7846.0,1341.7)
145,(3740.3,2958.1),(9162.0,5258.1),(5282.9, 738.0),(7394.9,2930.9),(1693.8,7513.7),(5340.8,5017.3),(11888.7,2143.8),(7061.2,7137.1),(2908.7,5522.6),(7837.4,1342.3)
146,(3826.7,3152.9),(9162.0,5257.8),(5299.0, 738.0),(7423.2,2959.2),(1584.1,7794.8),(5299.0,5052.2),(11897.9,2143.5),(7050.5,7137.4),(2577.1,5559.0),(7828.8,1342.9)
147,(4078.6,3346.2),(9162.0,5257.4),(5340.0, 738.0),(7422.7,2958.7),(1796.3,7930.2),(5291.0,5065.9),(11907.1,2143.2),(7032.3,7137.9),(2245.5,5595.3),(7820.3,1343.4)
148,(4375.4,3321.3),(9162.0,5257.1),(5381.1, 738.0),(7385.8,2921.8),(2129.2,7916.9),(5129.5,5370.6),(11916.3,2143.0),(7014.1,7138.5),(1913.8,5631.6),(7811.7,1344.0)
149,(4509.3,3039.0),(9162.0,5256.7),(5047.8, 738.0),(7432.3,2968.3),(2462.3,7903.6),(4823.3,5537.8),(11925.5,2142.7),(6995.9,7139.0),(1722.4,5680.2),(7479.1,1366.2)
150,(4502.9,2933.3),(9162.0,5256.4),(4714.4, 738.0),(7413.6,2949.6),(2497.5,7701.8),(4935.9,5497.6),(11934.7,2142.5),(6977.8,7139.5),(1396.2,5820.6),(7479.1,1366.2)
151,(4200.0,2920.2),(9162.0,5256.0),(4381.1, 738.0),(7404.4,2940.4),(2488.5,7307.3),(5183.3,5307.9),(11943.9,2142.2),(6959.6,7140.0),(1187.8,5660.1),(7479.1,1366.2)
152,(4104.5,2919.0),(9165.0,5430.3),(4047.8, 738.0),(7441.4,2977.4),(2652.2,7110.0),(5291.0,5065.8),(11950.8,2142.0),(6941.4,7140.5),(1114.8,5349.9),(7094.2, 737.9)
153,(4121.4,3020.2),(9165.0,5430.7),(3889.2, 572.7),(7404.5,2940.5),(2985.5,7110.0),(5290.4,5071.1),(11941.6,2142.3),(6923.2,7141.1),(1048.2,5043.1),(7098.9, 737.6)
154,(4121.4,3020.2),(9165.0,5431.0),(3630.4, 362.5),(7413.6,2949.6),(3017.1,7110.0),(5274.1,5201.5),(11932.4,2142.5),(6910.1,7141.4),( 986.7,4736.7),(7107.7, 737.1)
155,(4121.4,3020.2),(9165.0,5431.4),(3297.1, 367.6),(7450.5,2986.5),(3025.8,7110.0),(5274.7,5196.2),(11923.2,2142.8),(6928.3,7140.9),( 924.4,4450.2),(7116.5, 736.6)
156,(4121.4,3020.2),(9165.0,5431.7),(2963.8, 372.6),(7395.4,2931.4),(3034.5,7110.0),(5275.4,5190.9),(11914.0,2143.1),(6946.4,7140.4),(1208.8,4279.2),(7125.3, 736.1)
157,(4121.4,3020.2),(9165.0,5432.1),(2630.5, 377.6),(7422.7,2958.7),(3043.1,7110.0),(5276.1,5185.6),(11904.8,2143.3),(6964.6,7139.9),(1543.1,4266.0),(7134.1, 735.7)
158,(4121.4,3020.2),(9165.0,5432.4),(2297.2, 382.6),(7423.3,2959.3),(3051.8,7110.0),(5291.5,5061.9),(11895.6,2143.6),(6982.8,7139.3),(1876.4,4266.0),(7142.9, 735.2)
159,(4121.4,3020.2),(9314.3,5264.0),(1963.9, 387.6),(7386.3,2922.3),(3060.5,7110.0),(5290.9,5067.2),(11886.4,2143.8),(7316.0,7129.8),(2209.7,4267.1),(7151.7, 734.7)
160,(4121.4,3020.2),(9323.4,5264.5),(1630.6, 392.7),(7431.8,2967.8),(3069.1,7110.0),(5290.2,5072.5),(11877.2,2144.1),(7110.8,7135.7),(2379.1,4268.6),(7160.5, 734.2)
161,(4121.4,3020.2),(9162.0,5258.9),(1297.3, 397.7),(7414.1,2950.1),(3077.8,7110.0),(5274.2,5200.1),(11868.0,2144.3),(7037.4,7137.8),(2088.3,4269.8),(7169.3, 733.7)
162,(4121.4,3020.2),(9162.0,5258.6),( 964.0, 402.7),(7403.9,2939.9),(3086.5,7110.0),(5274.9,5194.8),(11858.8,2144.6),(7055.6,7137.3),(2104.6,4448.1),(7178.1, 733.2)
163,(4121.4,3020.2),(9162.0,5258.2),( 630.7, 407.7),(7440.9,2976.9),(3095.1,7110.0),(5337.3,5020.2),(11849.6,2144.8),(7056.2,7137.3),(2105.1,4453.9),(7187.0, 732.7)
164,(4121.4,3020.2),(9162.0,5257.9),( 297.4, 412.8),(7405.0,2941.0),(3103.8,7110.0),(5291.9,5059.1),(11840.4,2145.1),(7038.0,7137.8),(2105.6,4459.7),(7195.8, 732.2)
165,(4121.4,3020.2),(9162.0,5257.5),( 234.5, 613.6),(7413.0,2949.0),(3112.5,7110.0),(5291.2,5064.4),(11831.2,2145.4),(7019.8,7138.3),(2089.5,4282.5),(7204.6, 731.7)
166,(4121.4,3020.2),(9162.0,5257.2),( 253.7, 820.7),(7450.0,2986.0),(3121.1,7110.0),(5290.5,5069.7),(11822.0,2145.6),(7001.6,7138.8),(2089.0,4276.7),(7213.4, 731.3)
167,(4121.4,3020.2),(9162.0,5256.8),( 289.2,1204.2),(7395.9,2931.9),(3129.8,7110.0),(5289.9,5075.0),(11812.8,2145.9),(6983.4,7139.3),(2088.4,4270.9),(7222.2, 730.8)
168,(4121.4,3020.2),(9162.0,5256.5),( 340.3,1581.8),(7422.2,2958.2),(3138.5,7110.0),(5274.6,5197.6),(11803.6,2146.1),(6965.2,7139.9),(2107.5,4481.0),(7231.0, 730.3)
169,(4121.4,3020.2),(9167.9,5256.3),( 402.3,1936.3),(7423.8,2959.8),(3147.1,7110.0),(5275.2,5192.3),(11794.4,2146.4),(7183.0,7133.6),(2107.0,4475.2),(7239.8, 729.8)
170,(4121.4,3020.2),(9165.4,5256.2),( 642.8,2090.7),(7386.8,2922.8),(3155.8,7110.0),(5275.9,5187.0),(11794.8,2146.4),(7243.8,7131.9),(2106.5,4469.4),(7248.6, 729.3)
171,(4121.4,3020.2),(9174.5,5256.7),( 975.4,2066.6),(7431.3,2967.3),(3164.5,7110.0),(5291.7,5060.5),(11804.0,2146.1),(7225.6,7132.4),(2122.4,4644.5),(7250.3, 729.2)
172,(4121.4,3020.2),(9165.0,5430.6),(1307.4,2042.6),(7414.7,2950.7),(3162.9,7110.0),(5291.0,5065.8),(11813.2,2145.9),(6922.6,7141.1),(2122.9,4650.3),(7241.5, 729.7)
173,(4121.4,3020.2),(9165.0,5430.9),(1639.9,2018.5),(7403.4,2939.4),(3154.2,7110.0),(5290.4,5071.1),(11822.4,2145.6),(7255.8,7131.5),(2123.5,4656.1),(7232.7, 730.2)
174,(4121.4,3020.2),(9225.0,5259.3),(1705.9,2211.6),(7440.4,2976.4),(3145.5,7110.0),(5274.1,5201.5),(11831.6,2145.3),(7171.0,7134.0),(2124.0,4661.9),(7223.9, 730.7)
175,(4121.4,3020.2),(9165.0,5431.4),(1762.9,2560.6),(7405.5,2941.5),(3136.9,7110.0),(5274.7,5196.2),(11840.8,2145.1),(6977.2,7139.5),(2107.1,4476.3),(7215.1, 731.2)
176,(4121.4,3020.2),(9165.0,5431.8),(1746.3,2905.6),(7412.5,2948.5),(3128.2,7110.0),(5275.4,5190.9),(11850.0,2144.8),(6995.4,7139.0),(2140.1,4790.6),(7206.3, 731.6)
177,(4121.4,3020.2),(9165.0,5432.1),(1414.4,2940.8),(7449.5,2985.5),(3119.5,7110.0),(5276.1,5185.6),(11859.2,2144.6),(7013.6,7138.5),(2171.7,4961.7),(7197.5, 732.1)
178,(4121.4,3020.2),(9022.1,5251.2),(1083.7,2975.9),(7396.4,2932.4),(3110.9,7110.0),(5291.4,5063.0),(11868.4,2144.3),(7098.2,7136.1),(2368.4,5181.7),(7188.7, 732.6)
179,(4121.4,3020.2),(9165.0,5432.7),( 751.9,3011.1),(7421.6,2957.6),(2891.8,7110.0),(5290.7,5068.3),(11877.6,2144.1),(7049.9,7137.4),(2035.8,5170.5),(7179.9, 733.1)
180,(4121.4,3020.2),(9162.0,5258.9),( 589.4,2835.6),(7424.3,2960.3),(2558.5,7110.0),(5290.0,5073.6),(11886.8,2143.8),(7061.8,7137.1),(1702.5,5179.7),(7171.1, 733.6)
181,(4121.4,3020.2),(9162.0,5258.6),( 543.3,2622.0),(7387.3,2923.3),(2226.6,7085.5),(5274.4,5199.0),(11896.1,2143.6),(7043.6,7137.6),(1548.4,5175.9),(7162.3, 734.1)
182,(4121.4,3020.2),(9162.0,5258.2),( 477.2,2315.7),(7430.8,2966.8),(2272.6,7089.9),(5275.0,5193.6),(11905.3,2143.3),(7025.4,7138.1),(1450.8,4780.8),(7153.5, 734.6)
183,(4121.4,3020.2),(9162.0,5257.9),( 547.1,2639.4),(7415.2,2951.2),(2270.6,7089.7),(5275.7,5188.3),(11914.5,2143.0),(7007.2,7138.7),(1246.0,4768.0),(7144.7, 735.1)
184,(4121.4,3020.2),(9162.0,5257.5),( 469.7,2280.9),(7402.9,2938.9),(2224.7,7085.3),(5291.9,5059.1),(11923.7,2142.8),(6989.0,7139.2),(1578.2,4785.2),(7135.9, 735.6)
185,(4121.4,3020.2),(9162.0,5257.2),( 599.9,2093.8),(7439.9,2975.9),(2178.7,7080.9),(5291.2,5064.4),(11932.9,2142.5),(6970.9,7139.7),(1900.0,4712.6),(7127.1, 736.1)
186,(4121.4,3020.2),(9162.0,5256.8),( 596.2,2094.1),(7406.1,2942.1),(2132.8,7076.5),(5290.5,5069.7),(11942.1,2142.3),(6952.7,7140.2),(2125.7,4675.2),(7118.2, 736.5)
187,(4121.4,3020.2),(9162.0,5256.5),( 438.3,2135.4),(7412.0,2948.0),(2126.1,7075.9),(5289.9,5075.0),(11951.3,2142.0),(6934.5,7140.7),(2141.9,4805.3),(7109.4, 737.0)
188,(4121.4,3020.2),(9162.0,5256.1),( 531.7,2098.8),(7449.0,2985.0),(2172.0,7080.3),(5274.6,5197.5),(11943.5,2142.2),(6916.3,7141.2),(2122.4,4644.5),(7100.6, 737.5)
189,(4121.4,3020.2),(9165.0,5430.2),( 509.4,2100.4),(7396.9,2932.9),(2218.0,7084.7),(5275.2,5192.2),(11934.3,2142.5),(6917.0,7141.2),(2122.9,4650.3),(7092.4, 738.0)
190,(4121.4,3020.2),(9165.0,5430.6),( 487.1,2102.0),(7421.1,2957.1),(2263.9,7089.0),(5275.9,5186.9),(11925.1,2142.7),(6935.2,7140.7),(2123.5,4656.1),(7101.2, 737.5)
191,(4121.4,3020.2),(9165.0,5430.9),( 464.7,2103.6),(7424.8,2960.8),(2279.2,7090.5),(5291.7,5060.5),(11915.9,2143.0),(6953.4,7140.2),(2124.0,4661.9),(7110.0, 737.0)
192,(4121.4,3020.2),(9165.0,5431.3),( 442.4,2105.2),(7387.8,2923.8),(2233.3,7086.1),(5291.0,5065.8),(11906.7,2143.3),(6971.5,7139.7),(2107.1,4476.2),(7118.8, 736.5)
193,(4121.4,3020.2),(9165.0,5431.6),( 444.4,2105.1),(7430.2,2966.2),(2187.3,7081.7),(5290.4,5071.1),(11897.5,2143.5),(6989.7,7139.2),(2106.6,4470.4),(7127.7, 736.0)
194,(4121.4,3020.2),(9165.0,5432.0),( 466.7,2103.5),(7415.7,2951.7),(2141.4,7077.4),(5274.1,5201.4),(11888.3,2143.8),(7007.9,7138.6),(2106.1,4464.6),(7136.5, 735.5)
195,(4121.4,3020.2),(9165.0,5432.3),( 489.1,2101.9),(7402.4,2938.4),(2117.4,7075.1),(5274.7,5196.1),(11879.1,2144.0),(7026.1,7138.1),(2122.8,4649.3),(7145.3, 735.0)
196,(4121.4,3020.2),(9165.0,5432.7),( 511.4,2100.2),(7439.4,2975.4),(2163.4,7079.5),(5275.4,5190.8),(11869.9,2144.3),(7044.3,7137.6),(2123.4,4655.1),(7154.1, 734.6)
197,(4121.4,3020.2),(9162.1,5259.0),( 533.7,2098.6),(7406.6,2942.6),(2209.4,7083.8),(5276.1,5185.5),(11860.7,2144.5),(7062.5,7137.1),(2124.2,4663.6),(7162.9, 734.1)
198,(4121.4,3020.2),(9162.0,5258.6),( 469.7,2280.6),(7411.5,2947.5),(2255.3,7088.2),(5291.5,5061.9),(11851.5,2144.8),(7049.3,7137.4),(2159.1,4943.1),(7171.7, 733.6)
199,(4121.4,3020.2),(9162.0,5258.3),( 471.5,2289.3),(7448.5,2984.5),(2287.9,7091.3),(5290.8,5067.2),(11842.3,2145.0),(7031.1,7138.0),(2158.5,4937.8),(7180.5, 733.1)
200,(4121.4,3020.2),(9162.0,5257.9),( 438.5,2136.3),(7397.4,2933.4),(2241.9,7086.9),(5290.2,5072.5),(11833.1,2145.3),(7012.9,7138.5),(2157.8,4932.5),(7189.3, 732.6)
201,(4121.4,3020.2),(9162.0,5257.6),( 536.0,2098.5),(7420.6,2956.6),(2195.9,7082.6),(5274.2,5200.0),(11823.9,2145.6),(6994.7,7139.0),(2122.5,4645.3),(7198.1, 732.1)
202,(4121.4,3020.2),(9162.0,5257.2),( 513.7,2100.1),(7425.3,2961.3),(2150.0,7078.2),(5274.9,5194.7),(11814.7,2145.8),(6976.5,7139.5),(2123.0,4651.1),(7206.9, 731.6)
203,(4121.4,3020.2),(9162.0,5256.9),( 491.4,2101.7),(7388.3,2924.3),(2108.8,7074.3),(5275.6,5189.4),(11805.5,2146.1),(6958.3,7140.0),(2123.5,4656.9),(7215.7, 731.1)
204,(4121.4,3020.2),(9162.0,5256.5),( 469.0,2103.3),(7429.7,2965.7),(2154.8,7078.6),(5292.0,5058.0),(11796.3,2146.3),(6940.1,7140.6),(2107.6,4481.2),(7224.5, 730.6)
205,(4121.4,3020.2),(9162.0,5256.1),( 446.7,2104.9),(7416.2,2952.2),(2200.7,7083.0),(5291.3,5063.3),(11793.0,2146.4),(6921.9,7141.1),(2107.0,4475.4),(7233.3, 730.1)
206,(4121.4,3020.2),(9165.0,5430.2),( 440.1,2105.4),(7401.9,2937.9),(2246.7,7087.4),(5290.7,5068.6),(11802.2,2146.2),(6911.3,7141.4),(2106.5,4469.6),(7242.1, 729.7)
207,(4121.4,3020.2),(9165.0,5430.6),( 462.4,2103.8),(7438.9,2974.9),(2292.7,7091.8),(5290.0,5073.9),(11811.4,2145.9),(6929.5,7140.9),(2122.4,4644.3),(7250.9, 729.2)
208,(4121.4,3020.2),(9165.0,5430.9),( 484.8,2102.2),(7407.1,2943.1),(2250.5,7087.8),(5274.4,5198.6),(11820.6,2145.6),(6947.7,7140.4),(2122.9,4650.1),(7248.0, 729.3)
209,(4121.4,3020.2),(9165.0,5431.3),( 507.1,2100.6),(7411.0,2947.0),(2204.6,7083.4),(5275.1,5193.3),(11829.8,2145.4),(6965.9,7139.8),(2125.0,4670.4),(7239.2, 729.8)
210,(4121.4,3020.2),(9165.0,5431.6),( 468.5,2275.1),(7448.0,2984.0),(2158.6,7079.0),(5275.7,5188.0),(11839.0,2145.1),(6984.1,7139.3),(2158.3,4936.3),(7230.4, 730.3)
211,(4121.4,3020.2),(9165.0,5432.0),( 470.3,2283.8),(7398.0,2934.0),(2112.6,7074.6),(5291.8,5059.4),(11848.2,2144.9),(7002.3,7138.8),(2142.1,4807.1),(7221.6, 730.8)
212,(4121.4,3020.2),(9165.0,5432.3),( 439.7,2141.8),(7420.1,2956.1),(2146.2,7077.8),(5291.2,5064.7),(11857.4,2144.6),(7020.5,7138.3),(2141.2,4799.6),(7212.8, 731.3)
213,(4121.4,3020.2),(9165.0,5432.7),( 562.7,2096.5),(7425.8,2961.8),(2192.1,7082.2),(5290.5,5070.0),(11866.6,2144.4),(7038.7,7137.8),(2106.3,4467.8),(7204.0, 731.8)
214,(4121.4,3020.2),(9162.1,5259.0),( 540.3,2098.2),(7388.8,2924.8),(2238.1,7086.6),(5289.8,5075.3),(11875.8,2144.1),(7056.8,7137.2),(2122.6,4646.1),(7195.2, 732.3)
215,(4121.4,3020.2),(9162.0,5258.6),( 518.0,2099.8),(7429.2,2965.2),(2284.1,7091.0),(5274.6,5197.2),(11885.0,2143.9),(7054.9,7137.3),(2123.1,4651.9),(7186.4, 732.8)
216,(4121.4,3020.2),(9162.0,5258.3),( 495.7,2101.4),(7416.7,2952.7),(2259.1,7088.6),(5275.3,5191.9),(11894.2,2143.6),(7036.7,7137.8),(2123.6,4657.7),(7177.5, 733.2)
217,(4121.4,3020.2),(9162.0,5257.9),( 473.3,2103.0),(7401.4,2937.4),(2213.2,7084.2),(5275.9,5186.6),(11903.4,2143.3),(7018.5,7138.3),(2107.5,4480.4),(7168.7, 733.7)
218,(4121.4,3020.2),(9162.0,5257.6),( 451.0,2104.6),(7438.3,2974.3),(2167.2,7079.8),(5291.6,5060.8),(11912.6,2143.1),(7000.3,7138.8),(2107.0,4474.6),(7159.9, 734.2)
219,(4121.4,3020.2),(9162.0,5257.2),( 435.8,2105.7),(7407.6,2943.6),(2121.3,7075.5),(5291.0,5066.1),(11921.8,2142.8),(6982.1,7139.4),(2106.4,4468.8),(7151.1, 734.7)
220,(4121.4,3020.2),(9162.0,5256.9),( 458.2,2104.1),(7410.5,2946.5),(2137.6,7077.0),(5290.3,5071.4),(11931.0,2142.6),(6963.9,7139.9),(2122.5,4645.0),(7142.3, 735.2)
221,(4121.4,3020.2),(9162.0,5256.5),( 480.5,2102.5),(7447.5,2983.5),(2183.5,7081.4),(5274.1,5201.1),(11940.2,2142.3),(6945.8,7140.4),(2123.0,4650.8),(7133.5, 735.7)
222,(4121.4,3020.2),(9162.0,5256.2),( 502.8,2100.9),(7398.5,2934.5),(2229.5,7085.8),(5274.8,5195.8),(11949.4,2142.1),(6927.6,7140.9),(2124.9,4669.3),(7124.7, 736.2)
223,(4121.4,3020.2),(9165.0,5430.2),( 468.3,2274.2),(7419.6,2955.6),(2275.4,7090.1),(5275.4,5190.5),(11945.3,2142.2),(6909.4,7141.4),(2158.4,4937.4),(7115.9, 736.7)
224,(4121.4,3020.2),(9165.0,5430.5),( 470.2,2282.9),(7426.3,2962.3),(2267.8,7089.4),(5276.1,5185.2),(11936.1,2142.4),(6923.9,7141.0),(2142.0,4805.9),(7107.1, 737.2)
225,(4121.4,3020.2),(9165.0,5430.9),( 609.3,2093.1),(7389.4,2925.4),(2221.8,7085.0),(5291.5,5062.2),(11926.9,2142.7),(6942.1,7140.5),(2122.5,4645.0),(7098.3, 737.7)
226,(4121.4,3020.2),(9165.0,5431.2),( 586.7,2094.8),(7428.7,2964.7),(2175.8,7080.7),(5290.8,5067.5),(11917.7,2143.0),(6960.3,7140.0),(2123.0,4650.8),(7094.8, 737.8)
227,(4121.4,3020.2),(9165.0,5431.6),( 564.4,2096.4),(7417.2,2953.2),(2129.9,7076.3),(5290.1,5072.8),(11908.5,2143.2),(6978.4,7139.5),(2123.5,4656.6),(7103.6, 737.4)
228,(4121.4,3020.2),(9165.0,5431.9),( 542.0,2098.0),(7380.2,2916.2),(2128.9,7076.2),(5274.3,5199.7),(11899.3,2143.5),(6996.6,7139.0),(2107.6,4481.6),(7112.4, 736.9)
229,(4121.4,3020.2),(9165.0,5432.3),( 519.7,2099.6),(7437.8,2973.8),(2174.9,7080.6),(5274.9,5194.4),(11890.1,2143.7),(7014.8,7138.4),(2107.1,4475.8),(7121.2, 736.4)
230,(4121.4,3020.2),(9165.0,5432.6),( 497.4,2101.3),(7408.1,2944.1),(2220.9,7084.9),(5275.6,5189.1),(11880.9,2144.0),(7033.0,7137.9),(2106.5,4470.0),(7130.0, 735.9)
231,(4121.4,3020.2),(9165.0,5433.0),( 475.0,2102.9),(7410.0,2946.0),(2266.8,7089.3),(5292.0,5058.3),(11871.7,2144.2),(7051.2,7137.4),(2106.0,4464.2),(7138.8, 735.4)
232,(4121.4,3020.2),(9162.0,5258.7),( 432.9,2110.3),(7446.9,2982.9),(2276.4,7090.2),(5291.3,5063.6),(11862.5,2144.5),(7060.5,7137.1),(2126.1,4678.8),(7147.6, 734.9)
233,(4121.4,3020.2),(9162.0,5258.3),( 464.2,2255.3),(7399.0,2935.0),(2230.4,7085.8),(5290.6,5068.9),(11853.3,2144.7),(7042.4,7137.6),(2142.5,4810.2),(7156.4, 734.4)
234,(4121.4,3020.2),(9162.0,5258.0),( 466.1,2264.0),(7419.1,2955.1),(2184.4,7081.5),(5290.0,5074.2),(11844.1,2145.0),(7024.2,7138.2),(2143.2,4815.5),(7165.2, 733.9)
235,(4121.4,3020.2),(9162.0,5257.6),( 468.0,2272.8),(7426.8,2962.8),(2138.5,7077.1),(5274.5,5198.3),(11834.9,2145.3),(7006.0,7138.7),(2143.9,4820.8),(7174.0, 733.4)
236,(4121.4,3020.2),(9162.0,5257.3),( 469.8,2281.5),(7389.9,2925.9),(2120.3,7075.4),(5275.1,5193.0),(11825.7,2145.5),(6987.8,7139.2),(2124.3,4664.3),(7182.8, 733.0)
237,(4121.4,3020.2),(9162.0,5256.9),( 440.2,2144.1),(7428.2,2964.2),(2166.3,7079.7),(5275.8,5187.7),(11816.5,2145.8),(6969.6,7139.7),(2159.1,4942.4),(7191.6, 732.5)
238,(4121.4,3020.2),(9162.0,5256.6),( 438.3,2135.4),(7417.7,2953.7),(2212.2,7084.1),(5291.8,5059.7),(11807.3,2146.0),(6951.4,7140.2),(2158.4,4937.1),(7200.4, 732.0)
239,(4121.4,3020.2),(9162.0,5256.2),( 436.5,2126.7),(7380.8,2916.8),(2258.2,7088.5),(5291.1,5065.0),(11798.1,2146.3),(6933.2,7140.8),(2142.0,4806.3),(7209.3, 731.5)
240,(4121.4,3020.2),(9165.0,5430.1),( 434.6,2117.9),(7437.3,2973.3),(2285.0,7091.0),(5290.5,5070.3),(11791.2,2146.5),(6915.0,7141.3),(2142.7,4811.6),(7218.1, 731.0)
