Index_Num,starttime,resolution,speed,volume,occupancy,速度,车流量,占有率,年,月,日,日期,时间,速度均值,车流量均值,占有率均值,ID,filter_$
925,2/2/2014 16:35:00,0:00:05,58.81,64,15.33,58.81,64,15.33,2014,2,2,2/2/2014,16:35:00,49.9172222222222,85.1919398098844,16.0387959014452,164,1
927,2/2/2014 16:45:00,0:00:05,61.86,88,12.33,61.86,88,12.33,2014,2,2,2/2/2014,16:45:00,53.9696514949162,83.2105263157895,13.9615789473684,165,1
929,2/2/2014 16:50:00,0:00:05,61.33,84,12.22,61.33,84,12.22,2014,2,2,2/2/2014,16:50:00,56.0863636363636,115.636363636364,13.0312875557279,166,1
931,2/2/2014 16:55:00,0:00:05,59.7,107,12.08,59.7,107,12.08,2014,2,2,2/2/2014,16:55:00,55.7409090909091,91.1818181818182,13.2531818181818,167,1
934,2/2/2014 17:05:00,0:00:05,60.5,104,11.33,60.5,104,11.33,2014,2,2,2/2/2014,17:05:00,56.0176689201704,89.45,12.1745,168,1
935,2/2/2014 17:10:00,0:00:05,58.89,56,11.83,58.89,56,11.83,2014,2,2,2/2/2014,17:10:00,57.2571428571429,102.52380952381,13.0856345821911,169,1
938,2/2/2014 17:15:00,0:00:05,58.3,145,12.27,58.3,145,12.27,2014,2,2,2/2/2014,17:15:00,54.0483353819731,93.7024962080873,14.8736363636364,170,1
939,2/2/2014 17:20:00,0:00:05,57.71,34,15,57.71,34,15,2014,2,2,2/2/2014,17:20:00,52.7401608763528,113.450234122758,16.0066666666667,171,1
941,2/2/2014 17:25:00,0:00:05,59.2,164,14.07,59.2,164,14.07,2014,2,2,2/2/2014,17:25:00,54.7331578947368,109.052631578947,14.5731578947368,172,1
944,2/2/2014 17:30:00,0:00:05,58.09,33,14.33,58.09,33,14.33,2014,2,2,2/2/2014,17:30:00,54.27,112.055555555556,14.89,173,1
946,2/2/2014 17:35:00,0:00:05,61.41,93,13.11,61.41,93,13.11,2014,2,2,2/2/2014,17:35:00,55.7256081092458,97.3181818181818,15.4926511920915,174,1
947,2/2/2014 17:40:00,0:00:05,59.99,127,10.8,59.99,127,10.8,2014,2,2,2/2/2014,17:40:00,54.2478260869565,113.150213764257,13.5917391304348,175,1
949,2/2/2014 17:45:00,0:00:05,55.31,52,11,55.31,52,11,2014,2,2,2/2/2014,17:45:00,54.493474100142,89.0416666666667,12.5149302594172,176,1
952,2/2/2014 17:50:00,0:00:05,62.21,38,8.33,62.21,38,8.33,2014,2,2,2/2/2014,17:50:00,54.207619047619,97.6666666666667,12.572380952381,177,1
959,2/2/2014 18:15:00,0:00:05,59.61,107, ,59.61,107,8.69832622601281,2014,2,2,2/2/2014,18:15:00,55.0483353819731,74.92976893536,11.8744693739097,178,1
968,2/2/2014 18:35:00,0:00:05,61.41,90,9.08,61.41,90,9.08,2014,2,2,2/2/2014,18:35:00,59.6175462317583,70.5263157894737,7.95736842105263,179,1
969,2/2/2014 18:40:00,0:00:05,62.67,99,7.6,62.67,99,7.6,2014,2,2,2/2/2014,18:40:00,59.7763157894737,84.2105263157895,8.06517506452699,180,1
971,2/2/2014 18:45:00,0:00:05,61.29,68,6.67,61.29,68,6.67,2014,2,2,2/2/2014,18:45:00,60.711,57.1,7.93491631130064,181,1
974,2/2/2014 18:50:00,0:00:05,61.77,44,3.07,61.77,44,3.07,2014,2,2,2/2/2014,18:50:00,60.3080952380952,67.402615075139,6.91563458219109,182,1
976,2/2/2014 18:55:00,0:00:05,62.05,44,4.75,62.05,44,4.75,2014,2,2,2/2/2014,18:55:00,60.924,53.572745828896,5.911,183,1
977,2/2/2014 19:00:00,0:00:05,61.83,48,3.53,61.83,48,3.53,2014,2,2,2/2/2014,19:00:00,60.7342105263158,56.8947368421053,5.77,184,1
980,2/2/2014 19:05:00,0:00:05,63.35,60,5.83,63.35,60,5.83,2014,2,2,2/2/2014,19:05:00,61.6673037334956,48.5714285714286,5.80809523809524,185,1
988,2/2/2014 19:25:00,0:00:05,64.1,48, ,64.1,48,8.69832622601281,2014,2,2,2/2/2014,19:25:00,61.5918181818182,45.6818181818182,4.98219664663694,186,1
996,2/2/2014 19:45:00,0:00:05,63.24,50,4.92,63.24,50,4.92,2014,2,2,2/2/2014,19:45:00,62.0233333333333,41.9129097148266,4.44833333333333,187,1
998,2/2/2014 19:50:00,0:00:05,60.87,45,2.73,60.87,45,2.73,2014,2,2,2/2/2014,19:50:00,61.0247619047619,47.8571428571429,4.17904761904762,188,1
999,2/2/2014 19:55:00,0:00:05,63.27,33,2.92,63.27,33,2.92,2014,2,2,2/2/2014,19:55:00,61.7595,36.85,4.0195,189,1
1002,2/2/2014 20:00:00,0:00:05,61.52,52,3.8,61.52,52,3.8,2014,2,2,2/2/2014,20:00:00,62.5514285714286,47.3333333333333,4.33801553457204,190,1
1004,2/2/2014 20:05:00,0:00:05,61.69,45,4.17,61.69,45,4.17,2014,2,2,2/2/2014,20:05:00,62.0704545454545,38.5454545454545,4.3367421011824,191,1
1006,2/2/2014 20:10:00,0:00:05,63.92,53,4.13,63.92,53,4.13,2014,2,2,2/2/2014,20:10:00,61.93,40.1428571428571,4.0151583917149,192,1
1008,2/2/2014 20:15:00,0:00:05,63.06,66,5,63.06,66,5,2014,2,2,2/2/2014,20:15:00,61.5756689201704,36.95,4.21491631130064,193,1
1010,2/2/2014 20:20:00,0:00:05,63.29,55,4.27,63.29,55,4.27,2014,2,2,2/2/2014,20:20:00,62.27,37.5252731432178,3.385,194,1
1011,2/2/2014 20:25:00,0:00:05,68.4,15,.92,68.4,15,.92,2014,2,2,2/2/2014,20:25:00,61.829022259024,35,3.88411764705882,195,1
1013,2/2/2014 20:30:00,0:00:05,62.85,52,4.2,62.85,52,4.2,2014,2,2,2/2/2014,20:30:00,61.9460810825534,36.3797009751718,2.92882352941176,196,1
1015,2/2/2014 20:35:00,0:00:05,65.1,29,2,65.1,29,2,2014,2,2,2/2/2014,20:35:00,62.309375,31.6875,3.7210407782516,197,1
1017,2/2/2014 20:40:00,0:00:05,62.43,14,.87,62.43,14,.87,2014,2,2,2/2/2014,20:40:00,61.7746666666667,37.496994438528,3.32588841506752,198,1
1019,2/2/2014 20:45:00,0:00:05,59.88,17,3.5,59.88,17,3.5,2014,2,2,2/2/2014,20:45:00,61.3709556002434,31.8896368984228,3.11071428571429,199,1
1021,2/2/2014 20:50:00,0:00:05,62.33,39,2.8,62.33,39,2.8,2014,2,2,2/2/2014,20:50:00,61.7248752618006,34.2307692307692,3.13371740200099,200,1
1024,2/2/2014 20:55:00,0:00:05,64.98,46,3.92,64.98,46,3.92,2014,2,2,2/2/2014,20:55:00,61.9679521848775,32.2307692307692,3.85294817123176,201,1
1026,2/2/2014 21:00:00,0:00:05,62.69,32,2.47,62.69,32,2.47,2014,2,2,2/2/2014,21:00:00,62.7066666666667,39.4166666666667,3.98138770433547,202,1
1028,2/2/2014 21:05:00,0:00:05,62.56,25,2.33,62.56,25,2.33,2014,2,2,2/2/2014,21:05:00,62.5902413145292,21.7857142857143,3.13047517514469,203,1
1029,2/2/2014 21:10:00,0:00:05,62.07,44,3.53,62.07,44,3.53,2014,2,2,2/2/2014,21:10:00,62.8214285714286,35.6753511841371,3.32416615900092,204,1
1032,2/2/2014 21:15:00,0:00:05,64.44,36,2.2,64.44,36,2.2,2014,2,2,2/2/2014,21:15:00,61.7772575531417,33.9679362692894,3.7287250721184,205,1
1033,2/2/2014 21:20:00,0:00:05,63.37,41,2.67,63.37,41,2.67,2014,2,2,2/2/2014,21:20:00,61.6241176470588,36.32087744576,2.73058823529412,206,1
1035,2/2/2014 21:25:00,0:00:05,63.61,18,1.08,63.61,18,1.08,2014,2,2,2/2/2014,21:25:00,62.6031689201704,24.85,2.165,207,1
1038,2/2/2014 21:30:00,0:00:05,63.73,22,1.47,63.73,22,1.47,2014,2,2,2/2/2014,21:30:00,63.19,28.1,2.0515,208,1
1040,2/2/2014 21:35:00,0:00:05,64.47,19,1.67,64.47,19,1.67,2014,2,2,2/2/2014,21:35:00,62.8634782608696,24.9763007207791,2.1804347826087,209,1
1042,2/2/2014 21:40:00,0:00:05,62.67,18,2.33,62.67,18,2.33,2014,2,2,2/2/2014,21:40:00,63.5880952380952,29.4285714285714,2.48333333333333,210,1
1044,2/2/2014 21:45:00,0:00:05,61.87,23,1.75,61.87,23,1.75,2014,2,2,2/2/2014,21:45:00,62.3931818181818,20.7727272727273,2.1117421011824,211,1
1046,2/2/2014 21:50:00,0:00:05,62.59,34,2.47,62.59,34,2.47,2014,2,2,2/2/2014,21:50:00,62.5631578947368,22.7894736842105,1.90412243294804,212,1
1047,2/2/2014 21:55:00,0:00:05,54.42,24,1.5,54.42,24,1.5,2014,2,2,2/2/2014,21:55:00,61.955,23.122745828896,2.38891631130064,213,1
1050,2/2/2014 22:00:00,0:00:05,61.89,18,1.2,61.89,18,1.2,2014,2,2,2/2/2014,22:00:00,61.6754928472593,20.1176470588235,1.70176470588235,214,1
1058,2/2/2014 22:20:00,0:00:05, ,19,.87,56.8433784034081,19,.87,2014,2,2,2/2/2014,22:20:00,62.3815067605112,17.5,1.2295,215,1
1066,2/2/2014 22:40:00,0:00:05,60.47,17,1,60.47,17,1,2014,2,2,2/2/2014,22:40:00,62.3881818181818,21.4959015070836,1.75810573754604,216,1
1067,2/2/2014 22:45:00,0:00:05,62.67,6,1,62.67,6,1,2014,2,2,2/2/2014,22:45:00,62.4683333333333,16.1666666666667,1.27111111111111,217,1
1069,2/2/2014 22:50:00,0:00:05,65.36,28,1.6,65.36,28,1.6,2014,2,2,2/2/2014,22:50:00,62.95,18.695491657792,.859,218,1
1071,2/2/2014 22:55:00,0:00:05,56.38,16,1.17,56.38,16,1.17,2014,2,2,2/2/2014,22:55:00,61.6835,16.445491657792,1.0355,219,1
1073,2/2/2014 23:00:00,0:00:05,57,6,.4,57,6,.4,2014,2,2,2/2/2014,23:00:00,62.2337899274276,10.8181818181818,.671818181818182,220,1
1076,2/2/2014 23:05:00,0:00:05,61.86,14,2.17,61.86,14,2.17,2014,2,2,2/2/2014,23:05:00,62.5004761904762,12.6190476190476,1.43468220123871,221,1
1077,2/2/2014 23:10:00,0:00:05,62.43,14,.93,62.43,14,.93,2014,2,2,2/2/2014,23:10:00,61.777426291064,12.8636363636364,.924545454545455,222,1
1085,2/2/2014 23:30:00,0:00:05, ,12,.33,56.8433784034081,12,.33,2014,2,2,2/2/2014,23:30:00,62.7936251479743,11.4347826086957,.77,223,1
1094,2/2/2014 23:50:00,0:00:05,64.33,6,.27,64.33,6,.27,2014,2,2,2/2/2014,23:50:00,62.064,6.85,.366,224,1
1096,2/2/2014 23:55:00,0:00:05,60.5,8,.92,60.5,8,.92,2014,2,2,2/2/2014,23:55:00,61.8940398319377,6.21052631578947,.500526315789474,225,1
