10,1.14698,3.11925,0.180283,1,0.58,1,0.8
时间148,(8828.66,4662),(7452,1908),(5292,5058),(2168.93,7915.32),(3528,7902),(1557.09,5826.81),(8118,7974),(2798.11,375.074),(12663.9,8023.07),(9629.66,7160.85)
时间149,(8495.33,4662),(7722,1890),(5274,5202),(1835.86,7928.65),(3860.99,7917.14),(1692,5832),(7784.77,7965.67),(2464.81,380.098),(12997.2,8027.43),(9296.5,7150.27)
时间150,(8161.99,4662),(7452,1908),(5292,5058),(1602,7938),(4193.98,7932.27),(1358.91,5819.19),(7451.54,7957.34),(2131.51,385.123),(13330.5,8031.78),(9162,7146)
时间151,(8082,4662),(7722,1890),(5274,5202),(1935.07,7924.68),(4526.98,7947.41),(1224,5814),(7398,7956),(1798.21,390.148),(13663.8,8036.14),(9495.17,7156.58)
时间152,(8415.34,4662),(7452,1908),(5292,5058),(2268.14,7911.35),(4716,7956),(1557.09,5826.81),(7731.23,7964.33),(1464.91,395.172),(13997.2,8040.5),(9828.34,7167.15)
时间153,(8748.67,4662),(7722,1890),(5274,5202),(2502,7902),(4383.01,7940.86),(1692,5832),(8064.46,7972.66),(1131.61,400.197),(14330.5,8044.86),(10161.5,7177.73)
时间154,(9082.01,4662),(7452,1908),(5058,5454),(2168.93,7915.32),(4050.02,7925.73),(1358.91,5819.19),(8118,7974),(798.317,405.221),(14418,8046),(10296,7182)
时间155,(9162,4662),(7722,1890),(5274,5202),(1835.86,7928.65),(3717.02,7910.59),(1224,5814),(7784.77,7965.67),(465.019,410.246),(14084.7,8041.64),(9962.83,7171.42)
时间156,(8828.66,4662),(7452,1908),(5292,5058),(1602,7938),(3528,7902),(1557.09,5826.81),(7451.54,7957.34),(216,414),(13751.4,8037.29),(9629.66,7160.85)
时间157,(8495.33,4662),(7722,1890),(5274,5202),(1935.07,7924.68),(3860.99,7917.14),(1692,5832),(7398,7956),(549.298,408.975),(13418.1,8032.93),(9296.5,7150.27)
时间158,(8161.99,4662),(7452,1908),(5292,5058),(2268.14,7911.35),(4193.98,7932.27),(1358.91,5819.19),(7731.23,7964.33),(882.596,403.951),(13084.8,8028.57),(9162,7146)
时间159,(8082,4662),(7722,1890),(5274,5202),(2502,7902),(4526.98,7947.41),(1224,5814),(8064.46,7972.66),(1215.89,398.926),(12751.5,8024.22),(9495.17,7156.58)
时间160,(8415.34,4662),(7452,1908),(5292,5058),(2168.93,7915.32),(4716,7956),(1557.09,5826.81),(8118,7974),(1549.19,393.902),(12418.2,8019.86),(9828.34,7167.15)
时间161,(8748.67,4662),(7722,1890),(5274,5202),(1835.86,7928.65),(4383.01,7940.86),(1692,5832),(7784.77,7965.67),(1882.49,388.877),(12084.8,8015.5),(10161.5,7177.73)
时间162,(9082.01,4662),(7452,1908),(5058,5454),(1602,7938),(4050.02,7925.73),(1358.91,5819.19),(7451.54,7957.34),(2215.79,383.852),(11751.5,8011.14),(10296,7182)
时间163,(9162,4662),(7722,1890),(5274,5202),(1935.07,7924.68),(3717.02,7910.59),(1224,5814),(7398,7956),(2549.09,378.828),(11664,8010),(10321.6,7514.35)
时间164,(8828.66,4662),(7452,1908),(5292,5058),(2268.14,7911.35),(3528,7902),(1557.09,5826.81),(7731.23,7964.33),(2882.39,373.803),(11997.3,8014.36),(10332,7650)
时间165,(8495.33,4662),(7722,1890),(5274,5202),(2502,7902),(3860.99,7917.14),(1692,5832),(8064.46,7972.66),(3215.68,368.779),(12330.6,8018.71),(10306.4,7317.65)
时间166,(8161.99,4662),(7452,1908),(5292,5058),(2168.93,7915.32),(4193.98,7932.27),(1358.91,5819.19),(8118,7974),(3548.98,363.754),(12663.9,8023.07),(10296,7182)
时间167,(8082,4662),(7722,1890),(5274,5202),(1835.86,7928.65),(4526.98,7947.41),(1224,5814),(7784.77,7965.67),(3798,360),(12997.2,8027.43),(9962.83,7171.42)
时间168,(8415.34,4662),(7452,1908),(5292,5058),(1602,7938),(4716,7956),(1557.09,5826.81),(7451.54,7957.34),(3464.7,365.025),(13330.5,8031.78),(9629.66,7160.85)
时间169,(8748.67,4662),(7722,1890),(5274,5202),(1935.07,7924.68),(4383.01,7940.86),(1692,5832),(7398,7956),(3131.4,370.049),(13663.8,8036.14),(9296.5,7150.27)
时间170,(9082.01,4662),(7452,1908),(5058,5454),(2268.14,7911.35),(4050.02,7925.73),(1358.91,5819.19),(7731.23,7964.33),(2798.11,375.074),(13997.2,8040.5),(9162,7146)
时间171,(9162,4662),(7722,1890),(5274,5202),(2502,7902),(3717.02,7910.59),(1224,5814),(8064.46,7972.66),(2464.81,380.098),(14330.5,8044.86),(9495.17,7156.58)
时间172,(8828.66,4662),(7452,1908),(5292,5058),(2168.93,7915.32),(3528,7902),(1557.09,5826.81),(8118,7974),(2131.51,385.123),(14418,8046),(9828.34,7167.15)
时间173,(8495.33,4662),(7722,1890),(5274,5202),(1835.86,7928.65),(3860.99,7917.14),(1692,5832),(7784.77,7965.67),(1798.21,390.148),(14084.7,8041.64),(10161.5,7177.73)
时间174,(8161.99,4662),(7452,1908),(5292,5058),(1602,7938),(4193.98,7932.27),(1358.91,5819.19),(7451.54,7957.34),(1464.91,395.172),(13751.4,8037.29),(10296,7182)
时间175,(8082,4662),(7722,1890),(5274,5202),(1935.07,7924.68),(4526.98,7947.41),(1224,5814),(7398,7956),(1131.61,400.197),(13418.1,8032.93),(9962.83,7171.42)
时间176,(8415.34,4662),(7452,1908),(5292,5058),(2268.14,7911.35),(4716,7956),(1557.09,5826.81),(7731.23,7964.33),(798.317,405.221),(13084.8,8028.57),(9629.66,7160.85)
时间177,(8748.67,4662),(7722,1890),(5274,5202),(2502,7902),(4383.01,7940.86),(1692,5832),(8064.46,7972.66),(465.019,410.246),(12751.5,8024.22),(9296.5,7150.27)
时间178,(9082.01,4662),(7452,1908),(5058,5454),(2168.93,7915.32),(4050.02,7925.73),(1358.91,5819.19),(8118,7974),(216,414),(12418.2,8019.86),(9162,7146)
时间179,(9162,4662),(7722,1890),(5274,5202),(1835.86,7928.65),(3717.02,7910.59),(1224,5814),(7784.77,7965.67),(549.298,408.975),(12084.8,8015.5),(9495.17,7156.58)
时间180,(8828.66,4662),(7452,1908),(5292,5058),(1602,7938),(3528,7902),(1557.09,5826.81),(7451.54,7957.34),(882.596,403.951),(11751.5,8011.14),(9828.34,7167.15)
时间181,(8495.33,4662),(7722,1890),(5274,5202),(1935.07,7924.68),(3860.99,7917.14),(1692,5832),(7398,7956),(1215.89,398.926),(11664,8010),(10161.5,7177.73)
时间182,(8161.99,4662),(7452,1908),(5292,5058),(2268.14,7911.35),(4193.98,7932.27),(1358.91,5819.19),(7731.23,7964.33),(1549.19,393.902),(11997.3,8014.36),(10296,7182)
时间183,(8082,4662),(7722,1890),(5274,5202),(2502,7902),(4526.98,7947.41),(1224,5814),(8064.46,7972.66),(1882.49,388.877),(12330.6,8018.71),(9962.83,7171.42)
时间184,(8415.34,4662),(7452,1908),(5292,5058),(2168.93,7915.32),(4716,7956),(1557.09,5826.81),(8118,7974),(2215.79,383.852),(12663.9,8023.07),(9629.66,7160.85)
时间185,(8748.67,4662),(7722,1890),(5274,5202),(1835.86,7928.65),(4383.01,7940.86),(1692,5832),(7784.77,7965.67),(2549.09,378.828),(12997.2,8027.43),(9296.5,7150.27)
时间186,(9082.01,4662),(7452,1908),(5058,5454),(1602,7938),(4050.02,7925.73),(1358.91,5819.19),(7451.54,7957.34),(2882.39,373.803),(13330.5,8031.78),(9162,7146)
时间187,(9162,4662),(7722,1890),(5274,5202),(1935.07,7924.68),(3717.02,7910.59),(1224,5814),(7398,7956),(3215.68,368.779),(13663.8,8036.14),(9495.17,7156.58)
时间188,(8828.66,4662),(7452,1908),(5292,5058),(2268.14,7911.35),(3528,7902),(1557.09,5826.81),(7731.23,7964.33),(3548.98,363.754),(13997.2,8040.5),(9828.34,7167.15)
时间189,(8495.33,4662),(7722,1890),(5274,5202),(2502,7902),(3860.99,7917.14),(1692,5832),(8064.46,7972.66),(3798,360),(14330.5,8044.86),(10161.5,7177.73)
时间190,(8161.99,4662),(7452,1908),(5292,5058),(2168.93,7915.32),(4193.98,7932.27),(1358.91,5819.19),(8118,7974),(3464.7,365.025),(14418,8046),(10296,7182)
时间191,(8082,4662),(7722,1890),(5274,5202),(1835.86,7928.65),(4526.98,7947.41),(1224,5814),(7784.77,7965.67),(3131.4,370.049),(14084.7,8041.64),(9962.83,7171.42)
时间192,(8415.34,4662),(7452,1908),(5292,5058),(1602,7938),(4716,7956),(1557.09,5826.81),(7451.54,7957.34),(2798.11,375.074),(13751.4,8037.29),(9629.66,7160.85)
时间193,(8748.67,4662),(7722,1890),(5274,5202),(1935.07,7924.68),(4383.01,7940.86),(1692,5832),(7398,7956),(2464.81,380.098),(13418.1,8032.93),(9296.5,7150.27)
时间194,(9082.01,4662),(7452,1908),(5058,5454),(2268.14,7911.35),(4050.02,7925.73),(1358.91,5819.19),(7731.23,7964.33),(2131.51,385.123),(13084.8,8028.57),(9162,7146)
时间195,(9162,4662),(7722,1890),(5274,5202),(2502,7902),(3717.02,7910.59),(1224,5814),(8064.46,7972.66),(1798.21,390.148),(12751.5,8024.22),(9495.17,7156.58)
时间196,(8828.66,4662),(7452,1908),(5292,5058),(2168.93,7915.32),(3528,7902),(1557.09,5826.81),(8118,7974),(1464.91,395.172),(12418.2,8019.86),(9828.34,7167.15)
时间197,(8495.33,4662),(7722,1890),(5274,5202),(1835.86,7928.65),(3860.99,7917.14),(1692,5832),(7784.77,7965.67),(1131.61,400.197),(12084.8,8015.5),(10161.5,7177.73)
时间198,(8161.99,4662),(7452,1908),(5292,5058),(1602,7938),(4193.98,7932.27),(1358.91,5819.19),(7451.54,7957.34),(798.317,405.221),(11751.5,8011.14),(10296,7182)
时间199,(8082,4662),(7722,1890),(5274,5202),(1935.07,7924.68),(4526.98,7947.41),(1224,5814),(7398,7956),(465.019,410.246),(11664,8010),(10321.6,7514.35)
时间200,(8415.34,4662),(7452,1908),(5292,5058),(2268.14,7911.35),(4716,7956),(1557.09,5826.81),(7731.23,7964.33),(216,414),(11997.3,8014.36),(10332,7650)
时间201,(8748.67,4662),(7722,1890),(5274,5202),(2502,7902),(4383.01,7940.86),(1692,5832),(8064.46,7972.66),(549.298,408.975),(12330.6,8018.71),(10306.4,7317.65)
时间202,(9082.01,4662),(7452,1908),(5058,5454),(2168.93,7915.32),(4050.02,7925.73),(1358.91,5819.19),(8118,7974),(882.596,403.951),(12663.9,8023.07),(10296,7182)
时间203,(9162,4662),(7722,1890),(5274,5202),(1835.86,7928.65),(3717.02,7910.59),(1224,5814),(7784.77,7965.67),(1215.89,398.926),(12997.2,8027.43),(9962.83,7171.42)
时间204,(8828.66,4662),(7452,1908),(5292,5058),(1602,7938),(3528,7902),(1557.09,5826.81),(7451.54,7957.34),(1549.19,393.902),(13330.5,8031.78),(9629.66,7160.85)
时间205,(8495.33,4662),(7722,1890),(5274,5202),(1935.07,7924.68),(3860.99,7917.14),(1692,5832),(7398,7956),(1882.49,388.877),(13663.8,8036.14),(9296.5,7150.27)
时间206,(8161.99,4662),(7452,1908),(5292,5058),(2268.14,7911.35),(4193.98,7932.27),(1358.91,5819.19),(7731.23,7964.33),(2215.79,383.852),(13997.2,8040.5),(9162,7146)
时间207,(8082,4662),(7722,1890),(5274,5202),(2502,7902),(4526.98,7947.41),(1224,5814),(8064.46,7972.66),(2549.09,378.828),(14330.5,8044.86),(9495.17,7156.58)
时间208,(8415.34,4662),(7452,1908),(5292,5058),(2168.93,7915.32),(4716,7956),(1557.09,5826.81),(8118,7974),(2882.39,373.803),(14418,8046),(9828.34,7167.15)
时间209,(8748.67,4662),(7722,1890),(5274,5202),(1835.86,7928.65),(4383.01,7940.86),(1692,5832),(7784.77,7965.67),(3215.68,368.779),(14084.7,8041.64),(10161.5,7177.73)
时间210,(9082.01,4662),(7452,1908),(5058,5454),(1602,7938),(4050.02,7925.73),(1358.91,5819.19),(7451.54,7957.34),(3548.98,363.754),(13751.4,8037.29),(10296,7182)
时间211,(9162,4662),(7722,1890),(5274,5202),(1935.07,7924.68),(3717.02,7910.59),(1224,5814),(7398,7956),(3798,360),(13418.1,8032.93),(9962.83,7171.42)
时间212,(8828.66,4662),(7452,1908),(5292,5058),(2268.14,7911.35),(3528,7902),(1557.09,5826.81),(7731.23,7964.33),(3464.7,365.025),(13084.8,8028.57),(9629.66,7160.85)
时间213,(8495.33,4662),(7722,1890),(5274,5202),(2502,7902),(3860.99,7917.14),(1692,5832),(8064.46,7972.66),(3131.4,370.049),(12751.5,8024.22),(9296.5,7150.27)
时间214,(8161.99,4662),(7452,1908),(5292,5058),(2168.93,7915.32),(4193.98,7932.27),(1358.91,5819.19),(8118,7974),(2798.11,375.074),(12418.2,8019.86),(9162,7146)
时间215,(8082,4662),(7722,1890),(5274,5202),(1835.86,7928.65),(4526.98,7947.41),(1224,5814),(7784.77,7965.67),(2464.81,380.098),(12084.8,8015.5),(9495.17,7156.58)
时间216,(8415.34,4662),(7452,1908),(5292,5058),(1602,7938),(4716,7956),(1557.09,5826.81),(7451.54,7957.34),(2131.51,385.123),(11751.5,8011.14),(9828.34,7167.15)
时间217,(8748.67,4662),(7722,1890),(5274,5202),(1935.07,7924.68),(4383.01,7940.86),(1692,5832),(7398,7956),(1798.21,390.148),(11664,8010),(10161.5,7177.73)
时间218,(9082.01,4662),(7452,1908),(5058,5454),(2268.14,7911.35),(4050.02,7925.73),(1358.91,5819.19),(7731.23,7964.33),(1464.91,395.172),(11997.3,8014.36),(10296,7182)
时间219,(9162,4662),(7722,1890),(5274,5202),(2502,7902),(3717.02,7910.59),(1224,5814),(8064.46,7972.66),(1131.61,400.197),(12330.6,8018.71),(9962.83,7171.42)
时间220,(8828.66,4662),(7452,1908),(5292,5058),(2168.93,7915.32),(3528,7902),(1557.09,5826.81),(8118,7974),(798.317,405.221),(12663.9,8023.07),(9629.66,7160.85)
时间221,(8495.33,4662),(7722,1890),(5274,5202),(1835.86,7928.65),(3860.99,7917.14),(1692,5832),(7784.77,7965.67),(465.019,410.246),(12997.2,8027.43),(9296.5,7150.27)
时间222,(8161.99,4662),(7452,1908),(5292,5058),(1602,7938),(4193.98,7932.27),(1358.91,5819.19),(7451.54,7957.34),(216,414),(13330.5,8031.78),(9162,7146)
时间223,(8082,4662),(7722,1890),(5274,5202),(1935.07,7924.68),(4526.98,7947.41),(1224,5814),(7398,7956),(549.298,408.975),(13663.8,8036.14),(9495.17,7156.58)
时间224,(8415.34,4662),(7452,1908),(5292,5058),(2268.14,7911.35),(4716,7956),(1557.09,5826.81),(7731.23,7964.33),(882.596,403.951),(13997.2,8040.5),(9828.34,7167.15)
时间225,(8748.67,4662),(7722,1890),(5274,5202),(2502,7902),(4383.01,7940.86),(1692,5832),(8064.46,7972.66),(1215.89,398.926),(14330.5,8044.86),(10161.5,7177.73)
时间226,(9082.01,4662),(7452,1908),(5058,5454),(2168.93,7915.32),(4050.02,7925.73),(1358.91,5819.19),(8118,7974),(1549.19,393.902),(14418,8046),(10296,7182)
时间227,(9162,4662),(7722,1890),(5274,5202),(1835.86,7928.65),(3717.02,7910.59),(1224,5814),(7784.77,7965.67),(1882.49,388.877),(14084.7,8041.64),(9962.83,7171.42)
时间228,(8828.66,4662),(7452,1908),(5292,5058),(1602,7938),(3528,7902),(1557.09,5826.81),(7451.54,7957.34),(2215.79,383.852),(13751.4,8037.29),(9629.66,7160.85)
时间229,(8495.33,4662),(7722,1890),(5274,5202),(1935.07,7924.68),(3860.99,7917.14),(1692,5832),(7398,7956),(2549.09,378.828),(13418.1,8032.93),(9296.5,7150.27)
时间230,(8161.99,4662),(7452,1908),(5292,5058),(2268.14,7911.35),(4193.98,7932.27),(1358.91,5819.19),(7731.23,7964.33),(2882.39,373.803),(13084.8,8028.57),(9162,7146)
时间231,(8082,4662),(7722,1890),(5274,5202),(2502,7902),(4526.98,7947.41),(1224,5814),(8064.46,7972.66),(3215.68,368.779),(12751.5,8024.22),(9495.17,7156.58)
时间232,(8415.34,4662),(7452,1908),(5292,5058),(2168.93,7915.32),(4716,7956),(1557.09,5826.81),(8118,7974),(3548.98,363.754),(12418.2,8019.86),(9828.34,7167.15)
时间233,(8748.67,4662),(7722,1890),(5274,5202),(1835.86,7928.65),(4383.01,7940.86),(1692,5832),(7784.77,7965.67),(3798,360),(12084.8,8015.5),(10161.5,7177.73)
时间234,(9082.01,4662),(7452,1908),(5058,5454),(1602,7938),(4050.02,7925.73),(1358.91,5819.19),(7451.54,7957.34),(3464.7,365.025),(11751.5,8011.14),(10296,7182)
时间235,(9162,4662),(7722,1890),(5274,5202),(1935.07,7924.68),(3717.02,7910.59),(1224,5814),(7398,7956),(3131.4,370.049),(11664,8010),(10321.6,7514.35)
时间236,(8828.66,4662),(7452,1908),(5292,5058),(2268.14,7911.35),(3528,7902),(1557.09,5826.81),(7731.23,7964.33),(2798.11,375.074),(11997.3,8014.36),(10332,7650)
时间237,(8495.33,4662),(7722,1890),(5274,5202),(2502,7902),(3860.99,7917.14),(1692,5832),(8064.46,7972.66),(2464.81,380.098),(12330.6,8018.71),(10306.4,7317.65)
时间238,(8161.99,4662),(7452,1908),(5292,5058),(2168.93,7915.32),(4193.98,7932.27),(1358.91,5819.19),(8118,7974),(2131.51,385.123),(12663.9,8023.07),(10296,7182)
时间239,(8082,4662),(7722,1890),(5274,5202),(1835.86,7928.65),(4526.98,7947.41),(1224,5814),(7784.77,7965.67),(1798.21,390.148),(12997.2,8027.43),(9962.83,7171.42)
时间240,(8415.34,4662),(7452,1908),(5292,5058),(1602,7938),(4716,7956),(1557.09,5826.81),(7451.54,7957.34),(1464.91,395.172),(13330.5,8031.78),(9629.66,7160.85)
End
