,Index_Num,starttime,resolution,speed,volume,occupancy
1400,3655,2014-02-07T11:35:00,0:05:00,62.74,81.0,7.21
1401,3658,2014-02-07T11:40:00,0:05:00,62.42,116.0,9.27
1402,3660,2014-02-07T11:45:00,0:05:00,61.24,75.0,12.38
1403,3661,2014-02-07T11:50:00,0:05:00,62.82,93.0,8.07
1404,3664,2014-02-07T11:55:00,0:05:00,62.35,113.0,11.71
1405,3665,2014-02-07T12:00:00,0:05:00,62.85,84.0,7.07
1406,3668,2014-02-07T12:05:00,0:05:00,59.78,108.0,9.79
1407,3670,2014-02-07T12:10:00,0:05:00,59.17,76.0,8.82
1408,3672,2014-02-07T12:15:00,0:05:00,58.67,97.0,12.08
1409,3674,2014-02-07T12:20:00,0:05:00,62.1,73.0,8.45
1410,3676,2014-02-07T12:25:00,0:05:00,62.64,85.0,8.58
1411,3677,2014-02-07T12:30:00,0:05:00,61.89,99.0,8.07
1412,3679,2014-02-07T12:35:00,0:05:00,62.14,94.0,8.5
1413,3682,2014-02-07T12:40:00,0:05:00,60.06,109.0,11.93
1414,3683,2014-02-07T12:45:00,0:05:00,60.09,105.0,9.86
1415,3686,2014-02-07T12:50:00,0:05:00,61.51,91.0,8.87
1416,3688,2014-02-07T12:55:00,0:05:00,61.0,102.0,9.0
1417,3690,2014-02-07T13:00:00,0:05:00,60.14,121.0,11.27
1418,3691,2014-02-07T13:05:00,0:05:00,62.66,79.0,6.71
1419,3694,2014-02-07T13:10:00,0:05:00,60.01,137.0,12.2
1420,3696,2014-02-07T13:15:00,0:05:00,59.93,100.0,8.5
1421,3698,2014-02-07T13:20:00,0:05:00,60.96,129.0,10.8
1422,3699,2014-02-07T13:25:00,0:05:00,59.29,119.0,11.14
1423,3702,2014-02-07T13:30:00,0:05:00,60.63,127.0,10.8
1424,3704,2014-02-07T13:35:00,0:05:00,58.99,142.0,14.43
1425,3705,2014-02-07T13:40:00,0:05:00,60.44,95.0,8.13
1426,3708,2014-02-07T13:45:00,0:05:00,60.64,127.0,11.71
1427,3710,2014-02-07T13:50:00,0:05:00,62.27,114.0,10.27
1428,3718,2014-02-07T14:10:00,0:05:00,60.64,132.0,11.73
1429,3732,2014-02-07T14:45:00,0:05:00,59.01,143.0,12.79
1430,3739,2014-02-07T15:05:00,0:05:00,58.08,154.0,14.64
1431,3742,2014-02-07T15:10:00,0:05:00,59.61,132.0,11.93
1432,3744,2014-02-07T15:15:00,0:05:00,59.6,130.0,11.57
1433,3746,2014-02-07T15:20:00,0:05:00,59.14,134.0,11.67
1434,3748,2014-02-07T15:25:00,0:05:00,56.53,154.0,14.64
1435,3750,2014-02-07T15:30:00,0:05:00,60.7,129.0,11.53
1436,3751,2014-02-07T15:35:00,0:05:00,57.36,156.0,16.71
1437,3753,2014-02-07T15:40:00,0:05:00,53.34,143.0,15.27
1438,3756,2014-02-07T15:45:00,0:05:00,58.23,150.0,14.0
1439,3757,2014-02-07T15:50:00,0:05:00,57.77,151.0,13.4
1440,3759,2014-02-07T15:55:00,0:05:00,60.01,132.0,11.93
1441,3761,2014-02-07T16:00:00,0:05:00,58.51,162.0,13.47
1442,3763,2014-02-07T16:05:00,0:05:00,59.71,139.0,13.07
1443,3765,2014-02-07T16:10:00,0:05:00,59.88,157.0,13.87
1444,3773,2014-02-07T16:30:00,0:05:00,56.09,139.0,13.67
1445,3781,2014-02-07T16:50:00,0:05:00,58.71,147.0,13.47
1446,3783,2014-02-07T16:55:00,0:05:00,57.55,139.0,14.0
1447,3785,2014-02-07T17:00:00,0:05:00,56.34,136.0,12.33
1448,3788,2014-02-07T17:05:00,0:05:00,57.14,130.0,12.07
1449,3790,2014-02-07T17:10:00,0:05:00,57.73,157.0,13.6
1450,3791,2014-02-07T17:15:00,0:05:00,58.1,137.0,13.14
1451,3793,2014-02-07T17:20:00,0:05:00,53.94,113.0,17.33
1452,3795,2014-02-07T17:25:00,0:05:00,54.93,160.0,15.64
1453,3798,2014-02-07T17:30:00,0:05:00,56.68,164.0,15.4
1454,3800,2014-02-07T17:35:00,0:05:00,58.34,152.0,14.57
1455,3802,2014-02-07T17:40:00,0:05:00,57.25,142.0,12.8
1456,3804,2014-02-07T17:45:00,0:05:00,55.48,157.0,15.21
1457,3806,2014-02-07T17:50:00,0:05:00,57.23,130.0,11.4
1458,3807,2014-02-07T17:55:00,0:05:00,52.8,141.0,14.71
1459,3816,2014-02-07T18:15:00,0:05:00,55.21,119.5,15.14
1460,3830,2014-02-07T18:50:00,0:05:00,61.22,98.0,10.615
1461,3837,2014-02-07T19:10:00,0:05:00,60.5,52.0,6.09
1462,3840,2014-02-07T19:15:00,0:05:00,59.16,64.0,6.58
1463,3841,2014-02-07T19:20:00,0:05:00,61.28,74.0,6.0
1464,3844,2014-02-07T19:25:00,0:05:00,60.65,62.0,5.5
1465,3846,2014-02-07T19:30:00,0:05:00,60.07,45.0,3.27
1466,3847,2014-02-07T19:35:00,0:05:00,63.21,57.0,4.5
1467,3849,2014-02-07T19:40:00,0:05:00,63.56,45.0,3.53
1468,3852,2014-02-07T19:45:00,0:05:00,61.98,58.0,4.36
1469,3854,2014-02-07T19:50:00,0:05:00,62.38,58.0,4.2
1470,3855,2014-02-07T19:55:00,0:05:00,62.47,55.0,4.29
1471,3858,2014-02-07T20:00:00,0:05:00,64.65,46.0,3.07
1472,3860,2014-02-07T20:05:00,0:05:00,62.32,31.0,2.14
1473,3861,2014-02-07T20:10:00,0:05:00,62.08,24.0,2.55
1474,3864,2014-02-07T20:15:00,0:05:00,65.92,24.0,3.5
1475,3866,2014-02-07T20:20:00,0:05:00,62.35,46.0,3.4
1476,3868,2014-02-07T20:25:00,0:05:00,59.53,43.0,3.14
1477,3870,2014-02-07T20:30:00,0:05:00,61.35,40.0,2.67
1478,3871,2014-02-07T20:35:00,0:05:00,63.37,19.0,1.29
1479,3874,2014-02-07T20:40:00,0:05:00,62.12,33.0,2.53
1480,3876,2014-02-07T20:45:00,0:05:00,62.81,42.0,3.07
1481,3877,2014-02-07T20:50:00,0:05:00,61.33,24.0,1.6
1482,3880,2014-02-07T20:55:00,0:05:00,61.65,26.0,4.0
1483,3882,2014-02-07T21:00:00,0:05:00,61.88,34.0,2.47
1484,3884,2014-02-07T21:05:00,0:05:00,63.03,35.0,2.5
1485,3886,2014-02-07T21:10:00,0:05:00,64.67,36.0,2.33
1486,3888,2014-02-07T21:15:00,0:05:00,64.07,56.0,3.93
1487,3890,2014-02-07T21:20:00,0:05:00,59.82,39.0,2.73
1488,3892,2014-02-07T21:25:00,0:05:00,63.31,26.0,1.64
1489,3893,2014-02-07T21:30:00,0:05:00,63.03,37.0,2.6
1490,3896,2014-02-07T21:35:00,0:05:00,54.46,24.0,1.71
1491,3898,2014-02-07T21:40:00,0:05:00,65.18,28.0,1.93
1492,3900,2014-02-07T21:45:00,0:05:00,60.0,19.0,1.57
1493,3902,2014-02-07T21:50:00,0:05:00,64.51,37.0,2.33
1494,3904,2014-02-07T21:55:00,0:05:00,63.96,24.0,1.79
1495,3906,2014-02-07T22:00:00,0:05:00,60.78,18.0,0.93
1496,3907,2014-02-07T22:05:00,0:05:00,63.0,10.0,0.71
1497,3909,2014-02-07T22:10:00,0:05:00,63.0,18.0,1.07
1498,3912,2014-02-07T22:15:00,0:05:00,61.0,10.0,1.13
1499,3913,2014-02-07T22:20:00,0:05:00,68.14,21.0,0.93
1500,3915,2014-02-07T22:25:00,0:05:00,65.33,18.0,1.07
1501,3917,2014-02-07T22:30:00,0:05:00,61.68,19.0,1.07
1502,3919,2014-02-07T22:35:00,0:05:00,62.55,11.0,0.64
1503,3921,2014-02-07T22:40:00,0:05:00,61.31,13.0,0.93
1504,3923,2014-02-07T22:45:00,0:05:00,59.62,26.0,1.57
1505,3926,2014-02-07T22:50:00,0:05:00,64.08,13.0,0.67
1506,3928,2014-02-07T22:55:00,0:05:00,58.5,2.0,0.29
1507,3929,2014-02-07T23:00:00,0:05:00,62.17,6.0,0.33
1508,3932,2014-02-07T23:05:00,0:05:00,60.91,11.0,1.29
1509,3934,2014-02-07T23:10:00,0:05:00,65.47,15.0,1.0
1510,3936,2014-02-07T23:15:00,0:05:00,59.6,5.0,0.36
1511,3938,2014-02-07T23:20:00,0:05:00,63.44,9.0,0.47
1512,3939,2014-02-07T23:25:00,0:05:00,62.4,5.0,0.38
1513,3941,2014-02-07T23:30:00,0:05:00,60.25,8.0,0.53
1514,3944,2014-02-07T23:35:00,0:05:00,59.5,6.0,0.29
1515,3946,2014-02-07T23:40:00,0:05:00,62.0,11.0,0.6
1516,3948,2014-02-07T23:45:00,0:05:00,67.83,6.0,0.21
1517,3949,2014-02-07T23:50:00,0:05:00,55.0,2.0,0.13
1518,3952,2014-02-07T23:55:00,0:05:00,69.43,7.0,0.43
1519,3954,2014-02-08T00:00:00,0:05:00,30.44,18.0,3.33
1520,3955,2014-02-08T00:05:00,0:05:00,60.0,1.0,0.07
1521,3958,2014-02-08T00:10:00,0:05:00,59.2,5.0,0.2
1524,3970,2014-02-08T00:45:00,0:05:00,56.0,1.0,0.36
1532,4004,2014-02-08T02:10:00,0:05:00,60.33,3.0,0.2
1533,4006,2014-02-08T02:15:00,0:05:00,66.0,3.0,0.21
1535,4010,2014-02-08T02:25:00,0:05:00,60.0,2.0,0.14
1538,4015,2014-02-08T02:40:00,0:05:00,62.43,7.0,0.6
1539,4017,2014-02-08T02:45:00,0:05:00,59.0,2.0,0.14
1540,4020,2014-02-08T02:50:00,0:05:00,61.33,6.0,0.27
1543,4026,2014-02-08T03:05:00,0:05:00,57.0,4.0,0.14
1545,4029,2014-02-08T03:15:00,0:05:00,61.55,11.0,0.92
1546,4031,2014-02-08T03:20:00,0:05:00,62.67,6.0,0.4
1547,4034,2014-02-08T03:25:00,0:05:00,64.2,5.0,0.14
1548,4035,2014-02-08T03:30:00,0:05:00,62.33,6.0,0.44
1549,4037,2014-02-08T03:35:00,0:05:00,59.53,17.0,1.93
1550,4040,2014-02-08T03:40:00,0:05:00,59.94,16.0,1.53
1551,4041,2014-02-08T03:45:00,0:05:00,62.5,4.0,0.14
1552,4044,2014-02-08T03:50:00,0:05:00,64.0,2.0,0.11
1553,4046,2014-02-08T03:55:00,0:05:00,64.0,3.0,0.14
1554,4048,2014-02-08T04:00:00,0:05:00,63.33,6.0,0.33
1555,4049,2014-02-08T04:05:00,0:05:00,64.0,6.0,0.5
1556,4051,2014-02-08T04:10:00,0:05:00,65.16,19.0,1.27
1557,4054,2014-02-08T04:15:00,0:05:00,64.0,15.0,0.86
1558,4056,2014-02-08T04:20:00,0:05:00,62.57,14.0,0.87
1559,4058,2014-02-08T04:25:00,0:05:00,63.67,21.0,1.5
1560,4059,2014-02-08T04:30:00,0:05:00,62.12,41.0,2.87
1561,4062,2014-02-08T04:35:00,0:05:00,63.53,47.0,3.93
1562,4064,2014-02-08T04:40:00,0:05:00,65.18,66.0,4.6
1563,4066,2014-02-08T04:45:00,0:05:00,61.9,39.0,3.14
1564,4068,2014-02-08T04:50:00,0:05:00,65.44,25.0,1.67
1565,4069,2014-02-08T04:55:00,0:05:00,68.95,21.0,1.07
1566,4072,2014-02-08T05:00:00,0:05:00,62.76,41.0,2.73
1567,4073,2014-02-08T05:05:00,0:05:00,63.11,38.0,2.93
1568,4082,2014-02-08T05:25:00,0:05:00,60.06,98.0,10.71
1569,4096,2014-02-08T06:00:00,0:05:00,45.245000000000005,158.0,14.4
1570,4103,2014-02-08T06:20:00,0:05:00,30.43,95.0,26.0
1571,4105,2014-02-08T06:25:00,0:05:00,23.69,136.0,32.36
1572,4108,2014-02-08T06:30:00,0:05:00,39.04,106.0,23.55
1573,4109,2014-02-08T06:35:00,0:05:00,31.75,110.0,26.25
1574,4112,2014-02-08T06:40:00,0:05:00,26.3,149.0,30.67
1575,4113,2014-02-08T06:45:00,0:05:00,20.27,108.0,34.93
1576,4115,2014-02-08T06:50:00,0:05:00,22.85,131.0,33.67
1577,4118,2014-02-08T06:55:00,0:05:00,18.41,111.0,38.93
1578,4120,2014-02-08T07:00:00,0:05:00,26.6,140.0,28.87
1579,4121,2014-02-08T07:05:00,0:05:00,41.47,146.0,20.5
1580,4123,2014-02-08T07:10:00,0:05:00,29.26,133.0,31.0
1581,4126,2014-02-08T07:15:00,0:05:00,30.03,69.0,24.38
1582,4128,2014-02-08T07:20:00,0:05:00,23.63,137.0,32.53
1583,4129,2014-02-08T07:25:00,0:05:00,22.19,115.0,33.43
1584,4132,2014-02-08T07:30:00,0:05:00,33.69,141.0,22.53
1585,4134,2014-02-08T07:35:00,0:05:00,27.9,147.0,30.71
1586,4135,2014-02-08T07:40:00,0:05:00,27.82,119.0,26.73
1587,4137,2014-02-08T07:45:00,0:05:00,21.16,135.0,36.29
1588,4140,2014-02-08T07:50:00,0:05:00,23.64,133.0,33.87
1589,4141,2014-02-08T07:55:00,0:05:00,28.73,121.0,27.93
1590,4143,2014-02-08T08:00:00,0:05:00,25.78,126.0,31.53
1591,4146,2014-02-08T08:05:00,0:05:00,22.78,117.0,29.43
1592,4148,2014-02-08T08:10:00,0:05:00,20.53,129.0,35.0
1593,4150,2014-02-08T08:15:00,0:05:00,31.81,134.0,27.07
1594,4152,2014-02-08T08:20:00,0:05:00,41.47,130.0,19.27
1595,4154,2014-02-08T08:25:00,0:05:00,50.57,132.0,14.57
1596,4155,2014-02-08T08:30:00,0:05:00,51.39,75.0,12.11
1597,4157,2014-02-08T08:35:00,0:05:00,49.32,135.0,14.64
1598,4160,2014-02-08T08:40:00,0:05:00,49.87,106.0,15.09
1599,4162,2014-02-08T08:45:00,0:05:00,49.79,116.0,14.92
1600,4164,2014-02-08T08:50:00,0:05:00,50.17,140.0,15.6
1601,4166,2014-02-08T08:55:00,0:05:00,49.64,140.0,16.36
1602,4168,2014-02-08T09:00:00,0:05:00,49.36,140.0,14.53
1603,4169,2014-02-08T09:05:00,0:05:00,51.16,126.0,15.71
1604,4172,2014-02-08T09:10:00,0:05:00,50.69,144.0,14.67
1605,4180,2014-02-08T09:30:00,0:05:00,39.835,123.0,22.07
1606,4188,2014-02-08T09:50:00,0:05:00,28.98,146.0,30.13
1607,4189,2014-02-08T09:55:00,0:05:00,47.88,130.0,15.93
1608,4192,2014-02-08T10:00:00,0:05:00,28.39,125.0,28.13
1609,4194,2014-02-08T10:05:00,0:05:00,38.53,126.0,20.86
1610,4196,2014-02-08T10:10:00,0:05:00,25.85,114.0,29.13
1611,4198,2014-02-08T10:15:00,0:05:00,54.93,125.0,12.86
1612,4200,2014-02-08T10:20:00,0:05:00,54.31,112.0,11.87
1613,4208,2014-02-08T10:40:00,0:05:00,56.805,74.0,10.67
1614,4216,2014-02-08T11:00:00,0:05:00,59.3,100.0,9.8
1615,4217,2014-02-08T11:05:00,0:05:00,58.25,48.0,12.17
1616,4220,2014-02-08T11:10:00,0:05:00,59.87,128.0,10.93
1617,4222,2014-02-08T11:15:00,0:05:00,59.12,95.0,11.0
1618,4224,2014-02-08T11:20:00,0:05:00,60.69,108.0,10.0
1619,4226,2014-02-08T11:25:00,0:05:00,59.83,77.0,9.42
1620,4228,2014-02-08T11:30:00,0:05:00,58.85,101.0,9.21
1621,4235,2014-02-08T11:50:00,0:05:00,60.43,51.0,9.105
1622,4244,2014-02-08T12:10:00,0:05:00,59.7,94.0,9.0
1623,4246,2014-02-08T12:15:00,0:05:00,58.91,81.0,8.75
1624,4248,2014-02-08T12:20:00,0:05:00,57.37,133.0,13.67
1625,4250,2014-02-08T12:25:00,0:05:00,58.75,88.0,10.67
1626,4252,2014-02-08T12:30:00,0:05:00,58.2,70.0,11.33
1627,4253,2014-02-08T12:35:00,0:05:00,58.17,112.0,12.0
1628,4255,2014-02-08T12:40:00,0:05:00,58.25,117.0,12.64
1629,4258,2014-02-08T12:45:00,0:05:00,58.02,102.0,13.33
1630,4259,2014-02-08T12:50:00,0:05:00,58.77,106.0,10.47
1631,4261,2014-02-08T12:55:00,0:05:00,57.49,91.0,10.58
1632,4263,2014-02-08T13:00:00,0:05:00,59.84,118.0,9.87
1633,4265,2014-02-08T13:05:00,0:05:00,58.95,97.0,12.08
1634,4267,2014-02-08T13:10:00,0:05:00,58.24,123.0,11.6
1635,4269,2014-02-08T13:15:00,0:05:00,58.54,74.0,8.58
1636,4277,2014-02-08T13:35:00,0:05:00,57.76,99.0,12.08
1637,4291,2014-02-08T14:10:00,0:05:00,57.92,124.0,10.975
1638,4299,2014-02-08T14:30:00,0:05:00,58.97,116.0,9.87
1639,4301,2014-02-08T14:35:00,0:05:00,56.57,102.0,11.67
1640,4303,2014-02-08T14:40:00,0:05:00,39.47,147.0,24.07
1641,4306,2014-02-08T14:45:00,0:05:00,35.29,98.0,20.5
1642,4308,2014-02-08T14:50:00,0:05:00,37.58,113.0,22.07
1643,4309,2014-02-08T14:55:00,0:05:00,47.83,117.0,17.67
1644,4312,2014-02-08T15:00:00,0:05:00,59.19,113.0,9.87
1645,4320,2014-02-08T15:20:00,0:05:00,57.89,110.0,12.15
1646,4327,2014-02-08T15:40:00,0:05:00,56.59,155.0,13.87
1647,4329,2014-02-08T15:45:00,0:05:00,55.09,133.0,15.42
1648,4331,2014-02-08T15:50:00,0:05:00,58.05,147.0,13.4
1649,4334,2014-02-08T15:55:00,0:05:00,56.97,119.0,13.83
1650,4336,2014-02-08T16:00:00,0:05:00,57.34,149.0,13.67
1651,4338,2014-02-08T16:05:00,0:05:00,55.73,131.0,15.17
1652,4340,2014-02-08T16:10:00,0:05:00,53.89,76.0,13.75
1653,4347,2014-02-08T16:30:00,0:05:00,58.0,110.0,13.440000000000001
1654,4355,2014-02-08T16:50:00,0:05:00,56.48,132.0,13.13
1655,4357,2014-02-08T16:55:00,0:05:00,59.33,86.0,9.17
1656,4360,2014-02-08T17:00:00,0:05:00,56.04,158.0,14.4
1657,4362,2014-02-08T17:05:00,0:05:00,56.4,113.0,12.5
1658,4363,2014-02-08T17:10:00,0:05:00,56.16,148.0,13.6
1659,4365,2014-02-08T17:15:00,0:05:00,54.1,125.0,15.25
1660,4368,2014-02-08T17:20:00,0:05:00,52.26,159.0,15.4
1661,4370,2014-02-08T17:25:00,0:05:00,53.72,116.0,13.67
1662,4372,2014-02-08T17:30:00,0:05:00,53.3,174.0,16.47
1663,4374,2014-02-08T17:35:00,0:05:00,56.86,112.0,13.08
1664,4376,2014-02-08T17:40:00,0:05:00,49.0,154.0,15.93
1665,4378,2014-02-08T17:45:00,0:05:00,53.32,90.0,10.83
1666,4379,2014-02-08T17:50:00,0:05:00,51.83,125.0,12.0
1667,4381,2014-02-08T17:55:00,0:05:00,52.6,91.0,10.67
1668,4383,2014-02-08T18:00:00,0:05:00,52.23,125.0,13.53
1669,4385,2014-02-08T18:05:00,0:05:00,50.59,96.0,12.17
1670,4387,2014-02-08T18:10:00,0:05:00,50.33,128.0,12.73
1671,4389,2014-02-08T18:15:00,0:05:00,52.4,91.0,11.67
1672,4392,2014-02-08T18:20:00,0:05:00,50.5,131.0,15.29
1673,4394,2014-02-08T18:25:00,0:05:00,52.84,96.0,11.08
1674,4396,2014-02-08T18:30:00,0:05:00,52.45,124.0,12.6
1675,4403,2014-02-08T18:50:00,0:05:00,56.32,98.0,9.71
1676,4412,2014-02-08T19:10:00,0:05:00,61.47,72.0,6.13
1677,4414,2014-02-08T19:15:00,0:05:00,60.47,49.0,4.58
1678,4416,2014-02-08T19:20:00,0:05:00,59.52,69.0,6.07
1679,4417,2014-02-08T19:25:00,0:05:00,60.37,65.0,6.67
1680,4419,2014-02-08T19:30:00,0:05:00,59.76,72.0,5.8
1681,4422,2014-02-08T19:35:00,0:05:00,60.85,41.0,3.92
1682,4424,2014-02-08T19:40:00,0:05:00,58.8,64.0,5.67
1683,4426,2014-02-08T19:45:00,0:05:00,65.0,26.0,2.0
1684,4428,2014-02-08T19:50:00,0:05:00,61.2,70.0,5.93
1685,4430,2014-02-08T19:55:00,0:05:00,62.52,21.0,2.56
1686,4431,2014-02-08T20:00:00,0:05:00,62.43,37.0,2.8
1687,4434,2014-02-08T20:05:00,0:05:00,62.61,36.0,3.08
1688,4436,2014-02-08T20:10:00,0:05:00,62.03,35.0,2.5
1689,4438,2014-02-08T20:15:00,0:05:00,61.31,35.0,2.75
1690,4440,2014-02-08T20:20:00,0:05:00,60.86,28.0,2.07
1691,4442,2014-02-08T20:25:00,0:05:00,62.28,40.0,3.25
1692,4444,2014-02-08T20:30:00,0:05:00,62.66,58.0,4.67
1693,4446,2014-02-08T20:35:00,0:05:00,60.83,46.0,3.92
1694,4448,2014-02-08T20:40:00,0:05:00,61.61,18.0,2.22
1695,4449,2014-02-08T20:45:00,0:05:00,61.03,32.0,3.33
1696,4452,2014-02-08T20:50:00,0:05:00,60.9,31.0,1.4
1697,4460,2014-02-08T21:10:00,0:05:00,63.59,54.0,1.7349999999999999
1698,4468,2014-02-08T21:30:00,0:05:00,60.79,34.0,2.07
1699,4469,2014-02-08T21:35:00,0:05:00,64.06,34.0,3.08
1700,4471,2014-02-08T21:40:00,0:05:00,62.27,41.0,3.13
1701,4474,2014-02-08T21:45:00,0:05:00,60.95,22.0,1.67
1702,4476,2014-02-08T21:50:00,0:05:00,65.06,33.0,1.93
1703,4478,2014-02-08T21:55:00,0:05:00,61.53,19.0,1.45
1704,4480,2014-02-08T22:00:00,0:05:00,53.26,27.0,1.43
1705,4481,2014-02-08T22:05:00,0:05:00,58.43,14.0,1.5
1706,4484,2014-02-08T22:10:00,0:05:00,61.71,14.0,1.44
1707,4486,2014-02-08T22:15:00,0:05:00,63.69,16.0,1.0
1708,4488,2014-02-08T22:20:00,0:05:00,62.91,11.0,0.67
1709,4490,2014-02-08T22:25:00,0:05:00,49.87,15.0,1.0
1710,4492,2014-02-08T22:30:00,0:05:00,63.2,5.0,0.2
1711,4493,2014-02-08T22:35:00,0:05:00,62.86,7.0,1.33
1712,4502,2014-02-08T22:55:00,0:05:00,60.21,5.0,1.58
1713,4510,2014-02-08T23:15:00,0:05:00,60.0,3.0,0.25
1714,4512,2014-02-08T23:20:00,0:05:00,62.31,13.0,0.53
1715,4514,2014-02-08T23:25:00,0:05:00,61.75,8.0,1.17
1716,4516,2014-02-08T23:30:00,0:05:00,60.1,10.0,0.6
1717,4517,2014-02-08T23:35:00,0:05:00,59.38,8.0,0.42
1718,4520,2014-02-08T23:40:00,0:05:00,61.57,14.0,1.29
1719,4522,2014-02-08T23:45:00,0:05:00,59.8,5.0,0.58
1720,4524,2014-02-08T23:50:00,0:05:00,62.89,9.0,0.4
1722,4527,2014-02-09T00:00:00,0:05:00,63.67,6.0,0.47
1723,4530,2014-02-09T00:05:00,0:05:00,60.0,8.0,0.67
1724,4532,2014-02-09T00:10:00,0:05:00,60.0,2.0,0.67
1726,4536,2014-02-09T00:25:00,0:05:00,61.8,5.0,0.42
1727,4537,2014-02-09T00:30:00,0:05:00,56.0,2.0,0.13
1728,4540,2014-02-09T00:35:00,0:05:00,59.0,1.0,0.08
1729,4541,2014-02-09T00:40:00,0:05:00,63.0,2.0,0.13
1730,4543,2014-02-09T00:45:00,0:05:00,60.0,1.0,0.08
1732,4548,2014-02-09T00:55:00,0:05:00,62.0,1.0,0.08
1733,4549,2014-02-09T01:00:00,0:05:00,59.0,2.0,0.25
1735,4554,2014-02-09T01:10:00,0:05:00,62.67,6.0,0.27
1736,4556,2014-02-09T01:15:00,0:05:00,62.67,3.0,0.08
1737,4558,2014-02-09T01:20:00,0:05:00,59.27,11.0,1.07
1739,4562,2014-02-09T01:30:00,0:05:00,63.0,4.0,0.29
1741,4566,2014-02-09T01:40:00,0:05:00,64.5,8.0,0.53
1742,4567,2014-02-09T01:45:00,0:05:00,61.0,4.0,0.17
1744,4571,2014-02-09T01:55:00,0:05:00,62.0,2.0,0.17
1746,4575,2014-02-09T02:05:00,0:05:00,59.0,4.0,0.17
1747,4577,2014-02-09T02:10:00,0:05:00,56.25,4.0,0.27
1749,4594,2014-02-09T02:50:00,0:05:00,33.14,7.0,0.33
1751,4598,2014-02-09T03:00:00,0:05:00,63.33,3.0,0.2
1752,4599,2014-02-09T03:05:00,0:05:00,63.0,1.0,0.08
1753,4601,2014-02-09T03:10:00,0:05:00,58.33,6.0,0.8
1755,4606,2014-02-09T03:20:00,0:05:00,63.0,1.0,0.07
1756,4607,2014-02-09T03:25:00,0:05:00,61.5,8.0,0.33
1757,4609,2014-02-09T03:30:00,0:05:00,22.1,21.0,8.0
1760,4616,2014-02-09T03:45:00,0:05:00,59.14,7.0,0.5
1761,4618,2014-02-09T03:50:00,0:05:00,62.42,12.0,0.8
1762,4619,2014-02-09T03:55:00,0:05:00,69.0,2.0,0.17
1763,4622,2014-02-09T04:00:00,0:05:00,65.33,6.0,0.4
1764,4623,2014-02-09T04:05:00,0:05:00,60.0,3.0,0.27
1765,4625,2014-02-09T04:10:00,0:05:00,64.0,5.0,0.4
1766,4627,2014-02-09T04:15:00,0:05:00,62.67,12.0,0.75
1767,4629,2014-02-09T04:20:00,0:05:00,65.33,12.0,0.6
1768,4632,2014-02-09T04:25:00,0:05:00,61.64,28.0,2.08
1769,4634,2014-02-09T04:30:00,0:05:00,67.0,14.0,0.6
1770,4642,2014-02-09T04:50:00,0:05:00,63.69,39.0,1.62
1771,4650,2014-02-09T05:10:00,0:05:00,62.48,42.0,2.64
1772,4651,2014-02-09T05:15:00,0:05:00,64.9,52.0,4.42
1773,4653,2014-02-09T05:20:00,0:05:00,62.5,68.0,5.13
1774,4655,2014-02-09T05:25:00,0:05:00,62.32,66.0,6.75
1775,4658,2014-02-09T05:30:00,0:05:00,62.19,118.0,10.2
1776,4660,2014-02-09T05:35:00,0:05:00,60.71,98.0,9.75
1777,4662,2014-02-09T05:40:00,0:05:00,60.61,110.0,8.53
1778,4663,2014-02-09T05:45:00,0:05:00,60.98,100.0,10.25
1779,4666,2014-02-09T05:50:00,0:05:00,61.72,101.0,8.27
1780,4667,2014-02-09T05:55:00,0:05:00,60.46,109.0,11.25
1781,4669,2014-02-09T06:00:00,0:05:00,60.11,115.0,9.73
1782,4672,2014-02-09T06:05:00,0:05:00,54.58,72.0,17.0
1783,4674,2014-02-09T06:10:00,0:05:00,53.93,182.0,18.2
1784,4676,2014-02-09T06:15:00,0:05:00,46.58,130.0,22.92
1785,4678,2014-02-09T06:20:00,0:05:00,26.94,81.0,36.89
1786,4680,2014-02-09T06:25:00,0:05:00,43.3,116.0,16.75
1787,4681,2014-02-09T06:30:00,0:05:00,36.72,143.0,23.2
1788,4684,2014-02-09T06:35:00,0:05:00,27.11,110.0,29.5
1789,4686,2014-02-09T06:40:00,0:05:00,21.99,125.0,30.13
1790,4688,2014-02-09T06:45:00,0:05:00,24.83,104.0,28.0
1791,4690,2014-02-09T06:50:00,0:05:00,25.4,153.0,31.8
1792,4692,2014-02-09T06:55:00,0:05:00,28.7,107.0,27.42
1793,4693,2014-02-09T07:00:00,0:05:00,21.92,117.0,30.79
1794,4696,2014-02-09T07:05:00,0:05:00,24.85,103.0,28.08
1795,4698,2014-02-09T07:10:00,0:05:00,19.86,74.0,32.0
1796,4699,2014-02-09T07:15:00,0:05:00,19.87,92.0,32.42
1797,4702,2014-02-09T07:20:00,0:05:00,16.88,121.0,38.13
1798,4704,2014-02-09T07:25:00,0:05:00,16.71,84.0,37.58
1799,4706,2014-02-09T07:30:00,0:05:00,18.5,127.0,36.47
1800,4708,2014-02-09T07:35:00,0:05:00,14.8,71.0,42.17
1801,4710,2014-02-09T07:40:00,0:05:00,24.19,122.0,28.27
1802,4712,2014-02-09T07:45:00,0:05:00,27.46,105.0,32.42
1803,4714,2014-02-09T07:50:00,0:05:00,43.42,98.0,21.93
1804,4715,2014-02-09T07:55:00,0:05:00,56.63,104.0,12.58
