Index_Num,starttime,resolution,speed,volume,occupancy,speed_处理后,volume_处理后,occupancy_处理后
2636,2011-03-05T13:45:00,0:05:00,NA,NA,NA,54.82,120,13.29
2638,2011-03-05T13:50:00,0:05:00,NA,NA,NA,51.73,136,16.31
2640,2011-03-05T13:55:00,0:05:00,NA,NA,NA,51.12,100,14.99
2642,2011-03-05T14:00:00,0:05:00,NA,NA,NA,50.96,101,13.87
2644,2011-03-05T14:05:00,0:05:00,NA,NA,NA,54.73,113,13.85
2646,2011-03-05T14:10:00,0:05:00,NA,NA,NA,52.08,97,14.73
2648,2011-03-05T14:15:00,0:05:00,NA,NA,NA,47.55,108,20.8
2650,2011-03-05T14:20:00,0:05:00,NA,NA,NA,47.12,101,19.22
2652,2011-03-05T14:25:00,0:05:00,NA,NA,NA,49.39,126,16.18
2654,2011-03-05T14:30:00,0:05:00,NA,NA,NA,49.28,127,16.09
2656,2011-03-05T14:35:00,0:05:00,NA,NA,NA,51.48,125,15.74
2658,2011-03-05T14:40:00,0:05:00,NA,NA,NA,57.72,82,12.04
2660,2011-03-05T14:45:00,0:05:00,NA,NA,NA,58.37,132,11.6
2662,2011-03-05T14:50:00,0:05:00,NA,NA,NA,51.07,142,16.96
2664,2011-03-05T14:55:00,0:05:00,NA,NA,NA,55.22,109,10.64
2666,2011-03-05T15:00:00,0:05:00,NA,NA,NA,48.04,139,18.27
2668,2011-03-05T15:05:00,0:05:00,NA,NA,NA,52.61,132,14.78
2670,2011-03-05T15:10:00,0:05:00,NA,NA,NA,55.69,131,14.14
2672,2011-03-05T15:15:00,0:05:00,NA,NA,NA,53.1,148,16.51
2674,2011-03-05T15:20:00,0:05:00,NA,NA,NA,51.46,132,15.7
2676,2011-03-05T15:25:00,0:05:00,NA,NA,NA,47.67,113,20.67
2678,2011-03-05T15:30:00,0:05:00,NA,NA,NA,55.96,155,15.29
2680,2011-03-05T15:35:00,0:05:00,NA,NA,NA,56.91,138,13.44
2682,2011-03-05T15:40:00,0:05:00,NA,NA,NA,57.73,148,12.58
2684,2011-03-05T15:45:00,0:05:00,NA,NA,NA,58.12,144,14.33
2686,2011-03-05T15:50:00,0:05:00,NA,NA,NA,59.8,135,12.2
2688,2011-03-05T15:55:00,0:05:00,NA,NA,NA,59.68,135,11.36
2690,2011-03-05T16:00:00,0:05:00,NA,NA,NA,59.31,138,12.36
2692,2011-03-05T16:05:00,0:05:00,NA,NA,NA,58.66,167,14.73
2694,2011-03-05T16:10:00,0:05:00,NA,NA,NA,58.61,160,13.99
2696,2011-03-05T16:15:00,0:05:00,NA,NA,NA,58.21,147,13
2698,2011-03-05T16:20:00,0:05:00,NA,NA,NA,59.25,161,13.96
2700,2011-03-05T16:25:00,0:05:00,NA,NA,NA,59.54,119,10.62
2702,2011-03-05T16:30:00,0:05:00,NA,NA,NA,57.34,155,13.85
2704,2011-03-05T16:35:00,0:05:00,NA,NA,NA,60.43,133,11.42
2706,2011-03-05T16:40:00,0:05:00,NA,NA,NA,60.03,138,12.63
2708,2011-03-05T16:45:00,0:05:00,NA,NA,NA,59.24,127,12.23
2710,2011-03-05T16:50:00,0:05:00,NA,NA,NA,59.53,147,12.87
2712,2011-03-05T16:55:00,0:05:00,NA,NA,NA,61.16,141,12.24
2714,2011-03-05T17:00:00,0:05:00,NA,NA,NA,60.32,129,10.71
2716,2011-03-05T17:05:00,0:05:00,NA,NA,NA,60.94,135,11.15
2718,2011-03-05T17:10:00,0:05:00,NA,NA,NA,60.4,140,13.1
2720,2011-03-05T17:15:00,0:05:00,NA,NA,NA,59.93,123,14.15
2722,2011-03-05T17:20:00,0:05:00,NA,NA,NA,56.34,153,14.2
2724,2011-03-05T17:25:00,0:05:00,NA,NA,NA,58.62,92,11.86
2726,2011-03-05T17:30:00,0:05:00,NA,NA,NA,59.12,140,12.8
2728,2011-03-05T17:35:00,0:05:00,NA,NA,NA,60.22,131,10.51
2730,2011-03-05T17:40:00,0:05:00,NA,NA,NA,60.56,146,11.87
2732,2011-03-05T17:45:00,0:05:00,NA,NA,NA,59.2,134,11.78
2734,2011-03-05T17:50:00,0:05:00,NA,NA,NA,58.05,138,12.05
2736,2011-03-05T17:55:00,0:05:00,NA,NA,NA,61.38,118,9.73
2738,2011-03-05T18:00:00,0:05:00,NA,NA,NA,58.14,110,10.87
2740,2011-03-05T18:05:00,0:05:00,NA,NA,NA,58.61,118,10.29
2742,2011-03-05T18:10:00,0:05:00,NA,NA,NA,59.54,77,8.68
2744,2011-03-05T18:15:00,0:05:00,NA,NA,NA,57.02,84,9.1
2746,2011-03-05T18:20:00,0:05:00,NA,NA,NA,56.96,108,10.12
2748,2011-03-05T18:25:00,0:05:00,NA,NA,NA,51.7,119,12.58
2750,2011-03-05T18:30:00,0:05:00,NA,NA,NA,56.02,82,8.25
2752,2011-03-05T18:35:00,0:05:00,NA,NA,NA,59.07,81,7.36
2754,2011-03-05T18:40:00,0:05:00,NA,NA,NA,55.33,103,10.09
2756,2011-03-05T18:45:00,0:05:00,NA,NA,NA,57.48,108,9.33
2758,2011-03-05T18:50:00,0:05:00,NA,NA,NA,58.74,78,6.29
2760,2011-03-05T18:55:00,0:05:00,NA,NA,NA,60.03,70,6.14
2762,2011-03-05T19:00:00,0:05:00,NA,NA,NA,60.03,59,4.55
2764,2011-03-05T19:05:00,0:05:00,NA,NA,NA,59.03,58,5.04
2766,2011-03-05T19:10:00,0:05:00,NA,NA,NA,59.03,68,6.24
2768,2011-03-05T19:15:00,0:05:00,NA,NA,NA,59.67,62,5.82
2770,2011-03-05T19:20:00,0:05:00,NA,NA,NA,61.54,65,5.42
2772,2011-03-05T19:25:00,0:05:00,NA,NA,NA,59.2,54,4.6
2774,2011-03-05T19:30:00,0:05:00,NA,NA,NA,59.77,62,5.07
2776,2011-03-05T19:35:00,0:05:00,NA,NA,NA,61.23,45,4.11
2778,2011-03-05T19:40:00,0:05:00,NA,NA,NA,60.14,44,3.62
2780,2011-03-05T19:45:00,0:05:00,NA,NA,NA,61.45,53,4.71
2782,2011-03-05T19:50:00,0:05:00,NA,NA,NA,59.94,51,3.78
2784,2011-03-05T19:55:00,0:05:00,NA,NA,NA,60.33,54,4.6
2786,2011-03-05T20:00:00,0:05:00,NA,NA,NA,63.73,41,2.93
2788,2011-03-05T20:05:00,0:05:00,NA,NA,NA,59.89,44,3.38
2790,2011-03-05T20:10:00,0:05:00,NA,NA,NA,58.73,46,3.49
2792,2011-03-05T20:15:00,0:05:00,NA,NA,NA,62.48,47,3.22
2794,2011-03-05T20:20:00,0:05:00,NA,NA,NA,59.83,39,3.19
2796,2011-03-05T20:25:00,0:05:00,NA,NA,NA,58.47,43,3.59
2798,2011-03-05T20:30:00,0:05:00,NA,NA,NA,61.26,23,1.66
2800,2011-03-05T20:35:00,0:05:00,NA,NA,NA,61.51,38,2.98
2802,2011-03-05T20:40:00,0:05:00,NA,NA,NA,58.32,32,2.48
2804,2011-03-05T20:45:00,0:05:00,NA,NA,NA,64.07,28,1.49
2806,2011-03-05T20:50:00,0:05:00,NA,NA,NA,60.52,23,1.44
2808,2011-03-05T20:55:00,0:05:00,NA,NA,NA,60.4,34,2.18
2810,2011-03-05T21:00:00,0:05:00,NA,NA,NA,61.88,30,1.75
2812,2011-03-05T21:05:00,0:05:00,NA,NA,NA,63.53,36,2.67
2814,2011-03-05T21:10:00,0:05:00,NA,NA,NA,61.98,50,3.96
2816,2011-03-05T21:15:00,0:05:00,NA,NA,NA,63.75,26,2.38
2818,2011-03-05T21:20:00,0:05:00,NA,NA,NA,61.57,32,2.38
2820,2011-03-05T21:25:00,0:05:00,NA,NA,NA,63.31,36,2.43
2822,2011-03-05T21:30:00,0:05:00,NA,NA,NA,63.74,38,3.04
2824,2011-03-05T21:35:00,0:05:00,NA,NA,NA,61.37,35,2.75
2826,2011-03-05T21:40:00,0:05:00,NA,NA,NA,62.34,40,2.74
2828,2011-03-05T21:45:00,0:05:00,NA,NA,NA,62.17,32,2.4
2830,2011-03-05T21:50:00,0:05:00,NA,NA,NA,60.21,30,2.07
2832,2011-03-05T21:55:00,0:05:00,NA,NA,NA,59.97,27,1.71
2834,2011-03-05T22:00:00,0:05:00,NA,NA,NA,60.06,14,0.89
2836,2011-03-05T22:05:00,0:05:00,NA,NA,NA,62.16,16,1.31
2838,2011-03-05T22:10:00,0:05:00,NA,NA,NA,61.03,21,1.2
2840,2011-03-05T22:15:00,0:05:00,NA,NA,NA,63.54,14,1.06
2842,2011-03-05T22:20:00,0:05:00,NA,NA,NA,54.76,14,0.87
2844,2011-03-05T22:25:00,0:05:00,NA,NA,NA,62.93,16,0.97
2846,2011-03-05T22:30:00,0:05:00,NA,NA,NA,60.47,20,1.18
2848,2011-03-05T22:35:00,0:05:00,NA,NA,NA,64.14,17,0.84
2850,2011-03-05T22:40:00,0:05:00,NA,NA,NA,62.55,19,1.02
2852,2011-03-05T22:45:00,0:05:00,NA,NA,NA,62.44,21,1.33
2854,2011-03-05T22:50:00,0:05:00,NA,NA,NA,63.05,18,1.51
2856,2011-03-05T22:55:00,0:05:00,NA,NA,NA,61.73,23,1.51
2858,2011-03-05T23:00:00,0:05:00,NA,NA,NA,64.17,13,0.71
2860,2011-03-05T23:05:00,0:05:00,NA,NA,NA,60.85,10,0.45
2862,2011-03-05T23:10:00,0:05:00,NA,NA,NA,59.09,8,0.63
2864,2011-03-05T23:15:00,0:05:00,NA,NA,NA,50.24,13,0.66
2866,2011-03-05T23:20:00,0:05:00,NA,NA,NA,61.72,18,1.33
2868,2011-03-05T23:25:00,0:05:00,NA,NA,NA,63.7,16,1.37
2870,2011-03-05T23:30:00,0:05:00,NA,NA,NA,61.56,4,0.07
2872,2011-03-05T23:35:00,0:05:00,NA,NA,NA,66,7,0.18
2874,2011-03-05T23:40:00,0:05:00,NA,NA,NA,62.69,15,0.71
2876,2011-03-05T23:45:00,0:05:00,NA,NA,NA,60.65,13,0.65
2878,2011-03-05T23:50:00,0:05:00,NA,NA,NA,55.8,10,0.33
2880,2011-03-05T23:55:00,0:05:00,NA,NA,NA,62.4,8,0.38
2881,2011-03-06T00:00:00,0:05:00,61.38,8,0.14,61.38,8,0.14
2884,2011-03-06T00:05:00,0:05:00,63,3,0.07,63,3,0.07
2885,2011-03-06T00:10:00,0:05:00,61.5,2,0.13,61.5,2,0.13
2887,2011-03-06T00:15:00,0:05:00,NA,0,0,60.5,0,0
2889,2011-03-06T00:20:00,0:05:00,65,10,0.5,65,10,0.5
2892,2011-03-06T00:25:00,0:05:00,57,2,0,57,2,0
2894,2011-03-06T00:30:00,0:05:00,67,8,0.14,67,8,0.14
2895,2011-03-06T00:35:00,0:05:00,61,4,0.29,61,4,0.29
2898,2011-03-06T00:40:00,0:05:00,48.25,8,0.46,48.25,8,0.46
2900,2011-03-06T00:45:00,0:05:00,62.67,3,0,62.67,3,0
2902,2011-03-06T00:50:00,0:05:00,58.5,6,0.33,58.5,6,0.33
2903,2011-03-06T00:55:00,0:05:00,63.78,9,0.14,63.78,9,0.14
2906,2011-03-06T01:00:00,0:05:00,57,5,0.93,57,5,0.93
2907,2011-03-06T01:05:00,0:05:00,62,5,0.36,62,5,0.36
2910,2011-03-06T01:10:00,0:05:00,59.71,7,0.47,59.71,7,0.47
2911,2011-03-06T01:15:00,0:05:00,64,2,0.14,64,2,0.14
2913,2011-03-06T01:20:00,0:05:00,NA,0,0,65.75,0,0
2916,2011-03-06T01:25:00,0:05:00,NA,0,0,63.21,0,0
2918,2011-03-06T01:30:00,0:05:00,93,2,0,93,2,0
2919,2011-03-06T01:35:00,0:05:00,62,2,0.14,62,2,0.14
2921,2011-03-06T01:40:00,0:05:00,NA,0,0,60,0,0
2923,2011-03-06T01:45:00,0:05:00,NA,0,0,63.11,0,0
2926,2011-03-06T01:50:00,0:05:00,74,1,0,74,1,0
2928,2011-03-06T01:55:00,0:05:00,NA,0,0,57.25,0,0
2930,2011-03-06T02:00:00,0:05:00,68,2,0.14,68,2,0.14
2932,2011-03-06T02:05:00,0:05:00,64,2,0,64,2,0
2934,2011-03-06T02:10:00,0:05:00,59,1,0.07,59,1,0.07
2936,2011-03-06T02:15:00,0:05:00,61,6,0.27,61,6,0.27
2938,2011-03-06T02:20:00,0:05:00,60.67,3,0.13,60.67,3,0.13
2939,2011-03-06T02:25:00,0:05:00,NA,0,0,51.5,0,0
2942,2011-03-06T02:30:00,0:05:00,NA,0,0,59.05,0,0
2944,2011-03-06T02:35:00,0:05:00,NA,0,0,63,0,0
2946,2011-03-06T02:40:00,0:05:00,59,2,0,59,2,0
2948,2011-03-06T02:45:00,0:05:00,63,7,0.33,63,7,0.33
2949,2011-03-06T02:50:00,0:05:00,69,1,0,69,1,0
2952,2011-03-06T02:55:00,0:05:00,61,6,0.4,61,6,0.4
2954,2011-03-06T03:00:00,0:05:00,59,4,0.67,59,4,0.67
2956,2011-03-06T03:05:00,0:05:00,63,4,0.29,63,4,0.29
2958,2011-03-06T03:10:00,0:05:00,62.33,6,0.13,62.33,6,0.13
2960,2011-03-06T03:15:00,0:05:00,57,2,0.13,57,2,0.13
2962,2011-03-06T03:20:00,0:05:00,60,2,0.13,60,2,0.13
2964,2011-03-06T03:25:00,0:05:00,63,4,0.21,63,4,0.21
2966,2011-03-06T03:30:00,0:05:00,62,3,0,62,3,0
2968,2011-03-06T03:35:00,0:05:00,46.8,5,0.13,46.8,5,0.13
2970,2011-03-06T03:40:00,0:05:00,67,4,0.27,67,4,0.27
2972,2011-03-06T03:45:00,0:05:00,66.86,7,0.27,66.86,7,0.27
2974,2011-03-06T03:50:00,0:05:00,61.57,7,0.27,61.57,7,0.27
2976,2011-03-06T03:55:00,0:05:00,63,6,0.33,63,6,0.33
2978,2011-03-06T04:00:00,0:05:00,67,1,0,67,1,0
2980,2011-03-06T04:05:00,0:05:00,60,8,0.53,60,8,0.53
2982,2011-03-06T04:10:00,0:05:00,63.33,3,0.2,63.33,3,0.2
2984,2011-03-06T04:15:00,0:05:00,63.58,12,1,63.58,12,1
2986,2011-03-06T04:20:00,0:05:00,65.05,19,1.29,65.05,19,1.29
2988,2011-03-06T04:25:00,0:05:00,61.57,21,1.33,61.57,21,1.33
2990,2011-03-06T04:30:00,0:05:00,61.19,31,2.47,61.19,31,2.47
2992,2011-03-06T04:35:00,0:05:00,62.71,38,3.13,62.71,38,3.13
2994,2011-03-06T04:40:00,0:05:00,63.41,39,2.73,63.41,39,2.73
2996,2011-03-06T04:45:00,0:05:00,65.29,45,3,65.29,45,3
2998,2011-03-06T04:50:00,0:05:00,67.06,34,1.93,67.06,34,1.93
3000,2011-03-06T04:55:00,0:05:00,64.16,31,1.87,64.16,31,1.87
3002,2011-03-06T05:00:00,0:05:00,55.96,26,1.33,55.96,26,1.33
3004,2011-03-06T05:05:00,0:05:00,63.32,41,3.53,63.32,41,3.53
3006,2011-03-06T05:10:00,0:05:00,64.59,46,3.2,64.59,46,3.2
3008,2011-03-06T05:15:00,0:05:00,61.99,70,6.2,61.99,70,6.2
3010,2011-03-06T05:20:00,0:05:00,60.19,90,7.2,60.19,90,7.2
3012,2011-03-06T05:25:00,0:05:00,57.71,93,8.13,57.71,93,8.13
3014,2011-03-06T05:30:00,0:05:00,59.82,125,11.27,59.82,125,11.27
3016,2011-03-06T05:35:00,0:05:00,58.25,119,10.27,58.25,119,10.27
3018,2011-03-06T05:40:00,0:05:00,56.9,134,11.8,56.9,134,11.8
3020,2011-03-06T05:45:00,0:05:00,59.38,125,10.93,59.38,125,10.93
3022,2011-03-06T05:50:00,0:05:00,61.11,128,10.67,61.11,128,10.67
3024,2011-03-06T05:55:00,0:05:00,60.23,139,12,60.23,139,12
3026,2011-03-06T06:00:00,0:05:00,60.31,129,11,60.31,129,11
3028,2011-03-06T06:05:00,0:05:00,58.02,149,13.2,58.02,149,13.2
3030,2011-03-06T06:10:00,0:05:00,56.24,161,14.87,56.24,161,14.87
3032,2011-03-06T06:15:00,0:05:00,48.74,177,18.73,48.74,177,18.73
3034,2011-03-06T06:20:00,0:05:00,41.68,155,22.4,41.68,155,22.4
3036,2011-03-06T06:25:00,0:05:00,28.45,141,34.93,28.45,141,34.93
3038,2011-03-06T06:30:00,0:05:00,32.1,151,27.53,32.1,151,27.53
3040,2011-03-06T06:35:00,0:05:00,28.74,136,33.33,28.74,136,33.33
3042,2011-03-06T06:40:00,0:05:00,25.64,143,28.6,25.64,143,28.6
3044,2011-03-06T06:45:00,0:05:00,29.74,119,31.47,29.74,119,31.47
3046,2011-03-06T06:50:00,0:05:00,41.05,166,21.2,41.05,166,21.2
3048,2011-03-06T06:55:00,0:05:00,41.17,148,19.53,41.17,148,19.53
3050,2011-03-06T07:00:00,0:05:00,43.03,152,19,43.03,152,19
3052,2011-03-06T07:05:00,0:05:00,42.61,102,21.11,42.61,102,21.11
3054,2011-03-06T07:10:00,0:05:00,34.14,157,28.8,34.14,157,28.8
3056,2011-03-06T07:15:00,0:05:00,37.34,152,24.14,37.34,152,24.14
3058,2011-03-06T07:20:00,0:05:00,28.16,107,33,28.16,107,33
3060,2011-03-06T07:25:00,0:05:00,22.26,117,27.73,22.26,117,27.73
3062,2011-03-06T07:30:00,0:05:00,15.19,106,42,15.19,106,42
3064,2011-03-06T07:35:00,0:05:00,26.26,145,29.93,26.26,145,29.93
3066,2011-03-06T07:40:00,0:05:00,43.03,145,20,43.03,145,20
3068,2011-03-06T07:45:00,0:05:00,23.32,139,34.33,23.32,139,34.33
3070,2011-03-06T07:50:00,0:05:00,26.38,122,31.33,26.38,122,31.33
3072,2011-03-06T07:55:00,0:05:00,38.75,157,23.93,38.75,157,23.93
3074,2011-03-06T08:00:00,0:05:00,52.39,160,15.93,52.39,160,15.93
3076,2011-03-06T08:05:00,0:05:00,30.86,132,33.27,30.86,132,33.27
3078,2011-03-06T08:10:00,0:05:00,22.14,100,41.23,22.14,100,41.23
3080,2011-03-06T08:15:00,0:05:00,48.46,108,17.82,48.46,108,17.82
3082,2011-03-06T08:20:00,0:05:00,34.95,146,25.2,34.95,146,25.2
3084,2011-03-06T08:25:00,0:05:00,31.14,135,24.4,31.14,135,24.4
3086,2011-03-06T08:30:00,0:05:00,22.71,148,36.87,22.71,148,36.87
3088,2011-03-06T08:35:00,0:05:00,41.94,181,24.33,41.94,181,24.33
3090,2011-03-06T08:40:00,0:05:00,27.76,148,34,27.76,148,34
3092,2011-03-06T08:45:00,0:05:00,33.61,145,29.8,33.61,145,29.8
3094,2011-03-06T08:50:00,0:05:00,53.86,152,14.6,53.86,152,14.6
3096,2011-03-06T08:55:00,0:05:00,52.61,161,16.86,52.61,161,16.86
3098,2011-03-06T09:00:00,0:05:00,40.51,142,21.6,40.51,142,21.6
3100,2011-03-06T09:05:00,0:05:00,59.87,141,12.33,59.87,141,12.33
3102,2011-03-06T09:10:00,0:05:00,57.83,109,13.08,57.83,109,13.08
3104,2011-03-06T09:15:00,0:05:00,55.67,55,13.5,55.67,55,13.5
3106,2011-03-06T09:20:00,0:05:00,56.14,123,11.57,56.14,123,11.57
3108,2011-03-06T09:25:00,0:05:00,32.54,125,27.4,32.54,125,27.4
3110,2011-03-06T09:30:00,0:05:00,44.49,55,14.44,44.49,55,14.44
3112,2011-03-06T09:35:00,0:05:00,16,103,37,16,103,37
3114,2011-03-06T09:40:00,0:05:00,28.77,133,27.73,28.77,133,27.73
3116,2011-03-06T09:45:00,0:05:00,40.65,127,20.87,40.65,127,20.87
3118,2011-03-06T09:50:00,0:05:00,52.39,138,14.27,52.39,138,14.27
3120,2011-03-06T09:55:00,0:05:00,58.45,135,12.07,58.45,135,12.07
3122,2011-03-06T10:00:00,0:05:00,59.47,119,10.47,59.47,119,10.47
3124,2011-03-06T10:05:00,0:05:00,60.89,114,9.87,60.89,114,9.87
3126,2011-03-06T10:10:00,0:05:00,61.29,100,8.27,61.29,100,8.27
3128,2011-03-06T10:15:00,0:05:00,60.56,108,9.33,60.56,108,9.33
3130,2011-03-06T10:20:00,0:05:00,59.12,74,7.64,59.12,74,7.64
3132,2011-03-06T10:25:00,0:05:00,60.4,116,12.2,60.4,116,12.2
3134,2011-03-06T10:30:00,0:05:00,59.39,92,7.8,59.39,92,7.8
3136,2011-03-06T10:35:00,0:05:00,58.97,79,7.36,58.97,79,7.36
3138,2011-03-06T10:40:00,0:05:00,60.81,109,10.6,60.81,109,10.6
3140,2011-03-06T10:45:00,0:05:00,61.93,86,7.29,61.93,86,7.29
3142,2011-03-06T10:50:00,0:05:00,61.02,92,8,61.02,92,8
3144,2011-03-06T10:55:00,0:05:00,61.73,96,8.53,61.73,96,8.53
3146,2011-03-06T11:00:00,0:05:00,62.04,99,7.8,62.04,99,7.8
3148,2011-03-06T11:05:00,0:05:00,59.9,125,10.4,59.9,125,10.4
3150,2011-03-06T11:10:00,0:05:00,60.59,115,10.5,60.59,115,10.5
3152,2011-03-06T11:15:00,0:05:00,60.78,102,9.33,60.78,102,9.33
3154,2011-03-06T11:20:00,0:05:00,60.93,112,10.73,60.93,112,10.73
3156,2011-03-06T11:25:00,0:05:00,59.31,96,9.4,59.31,96,9.4
3158,2011-03-06T11:30:00,0:05:00,60.27,88,8.2,60.27,88,8.2
3160,2011-03-06T11:35:00,0:05:00,60.13,98,9.36,60.13,98,9.36
3162,2011-03-06T11:40:00,0:05:00,60.58,103,10.6,60.58,103,10.6
3164,2011-03-06T11:45:00,0:05:00,60.28,110,9.93,60.28,110,9.93
3166,2011-03-06T11:50:00,0:05:00,62.59,99,8.57,62.59,99,8.57
3168,2011-03-06T11:55:00,0:05:00,60.64,84,7.57,60.64,84,7.57
3170,2011-03-06T12:00:00,0:05:00,61.4,98,8.93,61.4,98,8.93
3172,2011-03-06T12:05:00,0:05:00,62.62,91,9,62.62,91,9
3174,2011-03-06T12:10:00,0:05:00,61.89,102,9,61.89,102,9
3176,2011-03-06T12:15:00,0:05:00,62.07,73,6.36,62.07,73,6.36
3178,2011-03-06T12:20:00,0:05:00,61.95,92,8.07,61.95,92,8.07
3180,2011-03-06T12:25:00,0:05:00,61.97,110,9.71,61.97,110,9.71
3182,2011-03-06T12:30:00,0:05:00,61.36,101,8.33,61.36,101,8.33
3184,2011-03-06T12:35:00,0:05:00,62.93,99,8.4,62.93,99,8.4
3186,2011-03-06T12:40:00,0:05:00,61.49,116,9.73,61.49,116,9.73
3188,2011-03-06T12:45:00,0:05:00,62.34,71,8.2,62.34,71,8.2
3190,2011-03-06T12:50:00,0:05:00,58.93,99,10.29,58.93,99,10.29
3192,2011-03-06T12:55:00,0:05:00,60.34,88,7.71,60.34,88,7.71
3194,2011-03-06T13:00:00,0:05:00,60.38,107,10.43,60.38,107,10.43
3196,2011-03-06T13:05:00,0:05:00,62.59,98,7.4,62.59,98,7.4
3198,2011-03-06T13:10:00,0:05:00,57.83,124,11.73,57.83,124,11.73
3200,2011-03-06T13:15:00,0:05:00,60.55,119,10.13,60.55,119,10.13
3202,2011-03-06T13:20:00,0:05:00,60.1,99,9.07,60.1,99,9.07
3204,2011-03-06T13:25:00,0:05:00,60.53,110,8.87,60.53,110,8.87
3206,2011-03-06T13:30:00,0:05:00,60,114,9.87,60,114,9.87
3208,2011-03-06T13:35:00,0:05:00,59.21,117,10,59.21,117,10
3210,2011-03-06T13:40:00,0:05:00,61.05,119,10.27,61.05,119,10.27
3212,2011-03-06T13:45:00,0:05:00,59.54,114,11.93,59.54,114,11.93
3214,2011-03-06T13:50:00,0:05:00,60.61,136,11.13,60.61,136,11.13
3216,2011-03-06T13:55:00,0:05:00,62.35,88,7.79,62.35,88,7.79
3218,2011-03-06T14:00:00,0:05:00,60.63,94,8.5,60.63,94,8.5
3220,2011-03-06T14:05:00,0:05:00,60.93,102,9.77,60.93,102,9.77
3222,2011-03-06T14:10:00,0:05:00,59.81,75,8.9,59.81,75,8.9
3224,2011-03-06T14:15:00,0:05:00,59.91,98,12.6,59.91,98,12.6
3226,2011-03-06T14:20:00,0:05:00,59.72,92,10.5,59.72,92,10.5
3228,2011-03-06T14:25:00,0:05:00,60.53,120,10.27,60.53,120,10.27
3230,2011-03-06T14:30:00,0:05:00,58.98,116,9.73,58.98,116,9.73
3232,2011-03-06T14:35:00,0:05:00,60.36,119,11.27,60.36,119,11.27
3234,2011-03-06T14:40:00,0:05:00,61.01,83,11.67,61.01,83,11.67
3236,2011-03-06T14:45:00,0:05:00,61.08,118,9.73,61.08,118,9.73
3238,2011-03-06T14:50:00,0:05:00,61.17,143,12,61.17,143,12
3240,2011-03-06T14:55:00,0:05:00,61.45,95,7.8,61.45,95,7.8
3242,2011-03-06T15:00:00,0:05:00,60.86,153,12.67,60.86,153,12.67
3244,2011-03-06T15:05:00,0:05:00,59.32,124,11.27,59.32,124,11.27
3246,2011-03-06T15:10:00,0:05:00,61.52,128,10.6,61.52,128,10.6
3248,2011-03-06T15:15:00,0:05:00,60.64,144,11.93,60.64,144,11.93
3250,2011-03-06T15:20:00,0:05:00,61.02,133,10.73,61.02,133,10.73
3252,2011-03-06T15:25:00,0:05:00,63.02,120,10.07,63.02,120,10.07
3254,2011-03-06T15:30:00,0:05:00,59.82,154,13.67,59.82,154,13.67
3256,2011-03-06T15:35:00,0:05:00,57.55,154,15.13,57.55,154,15.13
3258,2011-03-06T15:40:00,0:05:00,58.93,151,12.6,58.93,151,12.6
3260,2011-03-06T15:45:00,0:05:00,59.96,167,14.4,59.96,167,14.4
3262,2011-03-06T15:50:00,0:05:00,61.3,132,11.27,61.3,132,11.27
3264,2011-03-06T15:55:00,0:05:00,60.98,128,10.67,60.98,128,10.67
3266,2011-03-06T16:00:00,0:05:00,59.84,147,13.4,59.84,147,13.4
3268,2011-03-06T16:05:00,0:05:00,59.58,180,15.4,59.58,180,15.4
3270,2011-03-06T16:10:00,0:05:00,59.04,177,14.73,59.04,177,14.73
3272,2011-03-06T16:15:00,0:05:00,58.57,143,12.8,58.57,143,12.8
3274,2011-03-06T16:20:00,0:05:00,60.85,168,14.4,60.85,168,14.4
3276,2011-03-06T16:25:00,0:05:00,62.84,112,9.27,62.84,112,9.27
3278,2011-03-06T16:30:00,0:05:00,60.68,162,13.27,60.68,162,13.27
3280,2011-03-06T16:35:00,0:05:00,61.57,134,11.27,61.57,134,11.27
3282,2011-03-06T16:40:00,0:05:00,61.22,144,11.87,61.22,144,11.87
3284,2011-03-06T16:45:00,0:05:00,60.21,140,12.07,60.21,140,12.07
3286,2011-03-06T16:50:00,0:05:00,61.25,139,11.6,61.25,139,11.6
3288,2011-03-06T16:55:00,0:05:00,62.55,143,12.33,62.55,143,12.33
3290,2011-03-06T17:00:00,0:05:00,62.63,112,8.53,62.63,112,8.53
3292,2011-03-06T17:05:00,0:05:00,61.32,138,11.33,61.32,138,11.33
3294,2011-03-06T17:10:00,0:05:00,62.94,144,12.69,62.94,144,12.69
3296,2011-03-06T17:15:00,0:05:00,62.02,130,14.55,62.02,130,14.55
3298,2011-03-06T17:20:00,0:05:00,61.14,157,13.07,61.14,157,13.07
3300,2011-03-06T17:25:00,0:05:00,59.61,74,12.13,59.61,74,12.13
3302,2011-03-06T17:30:00,0:05:00,61.5,131,12.14,61.5,131,12.14
3304,2011-03-06T17:35:00,0:05:00,62.38,136,10.27,62.38,136,10.27
3306,2011-03-06T17:40:00,0:05:00,63.17,147,11.27,63.17,147,11.27
3308,2011-03-06T17:45:00,0:05:00,61.3,138,12.07,61.3,138,12.07
3310,2011-03-06T17:50:00,0:05:00,61.65,137,11.07,61.65,137,11.07
3312,2011-03-06T17:55:00,0:05:00,63.16,109,8.53,63.16,109,8.53
3314,2011-03-06T18:00:00,0:05:00,58.91,101,10.64,58.91,101,10.64
3316,2011-03-06T18:05:00,0:05:00,61.57,109,8.73,61.57,109,8.73
