Index_Num,starttime,startDay,startdate,resolution,speed,volume,occupancy,startdate,starthour,startmin,startsec
6828,2011-03-12T22:30:00,2011/3/12,22:30:00,0:05:00,64.09,47,3.07,22:30:00,22,30,0
6830,2011-03-12T22:35:00,2011/3/12,22:35:00,0:05:00,65.17,24,1.57,22:35:00,22,35,0
6832,2011-03-12T22:40:00,2011/3/12,22:40:00,0:05:00,64.57,14,1,22:40:00,22,40,0
6834,2011-03-12T22:45:00,2011/3/12,22:45:00,0:05:00,62.16,31,2.13,22:45:00,22,45,0
6836,2011-03-12T22:50:00,2011/3/12,22:50:00,0:05:00,65.12,33,2,22:50:00,22,50,0
6838,2011-03-12T22:55:00,2011/3/12,22:55:00,0:05:00,64,34,2.13,22:55:00,22,55,0
6840,2011-03-12T23:00:00,2011/3/12,23:00:00,0:05:00,64.56,18,0.8,23:00:00,23,0,0
6842,2011-03-12T23:05:00,2011/3/12,23:05:00,0:05:00,62.08,24,1.87,23:05:00,23,5,0
6844,2011-03-12T23:10:00,2011/3/12,23:10:00,0:05:00,65.33,21,1.07,23:10:00,23,10,0
6847,2011-03-12T23:15:00,2011/3/12,23:15:00,0:05:00,62.38,16,1,23:15:00,23,15,0
6849,2011-03-12T23:20:00,2011/3/12,23:20:00,0:05:00,66.37,38,2.07,23:20:00,23,20,0
6851,2011-03-12T23:25:00,2011/3/12,23:25:00,0:05:00,63.69,26,1.67,23:25:00,23,25,0
6852,2011-03-12T23:30:00,2011/3/12,23:30:00,0:05:00,65.89,18,0.67,23:30:00,23,30,0
6855,2011-03-12T23:35:00,2011/3/12,23:35:00,0:05:00,63.53,32,2,23:35:00,23,35,0
6856,2011-03-12T23:40:00,2011/3/12,23:40:00,0:05:00,61.57,14,0.93,23:40:00,23,40,0
6858,2011-03-12T23:45:00,2011/3/12,23:45:00,0:05:00,61.67,18,1.36,23:45:00,23,45,0
6860,2011-03-12T23:50:00,2011/3/12,23:50:00,0:05:00,65.57,14,1.2,23:50:00,23,50,0
6862,2011-03-12T23:55:00,2011/3/12,23:55:00,0:05:00,63.33,9,0.43,23:55:00,23,55,0
